,Ngành,YOY-Pre-Month,MOM,E-YOY,YTD-YOY,Date,Month,PreMonth,YOY
0,Toàn ngành công nghiệp,8.299999999999997,3.989999999999995,7.019999999999996,8.269999999999996,2024-10-29,2024-10,2024-09,7.019999999999996
1,Khai khoáng,-10.36,13.780000000000001,-10.420000000000002,-7.230000000000004,2024-10-29,2024-10,2024-09,-10.420000000000002
2,Khai thác than cứng và than non,-25.86,36.30000000000001,-7.709999999999994,-5.900000000000006,2024-10-29,2024-10,2024-09,-7.709999999999994
3,Khai thác dầu thô và khí đốt tự nhiên,-8.86,10.75,-14.230000000000004,-11.849999999999994,2024-10-29,2024-10,2024-09,-14.230000000000004
4,Khai thác quặng kim loại,14.239999999999995,-0.45999999999999375,19.650000000000006,17.290000000000006,2024-10-29,2024-10,2024-09,19.650000000000006
5,Khai khoáng khác,7.909999999999997,2.549999999999997,5.329999999999998,2.700000000000003,2024-10-29,2024-10,2024-09,5.329999999999998
6,Hoạt động dịch vụ hỗ trợ khai thác mỏ và quặng,-1.2099999999999937,-2.5,-18.97,8.629999999999995,2024-10-29,2024-10,2024-09,-18.97
7,"Công nghiệp chế biến, chế tạo",10.400000000000006,3.569999999999993,8.780000000000001,9.549999999999997,2024-10-29,2024-10,2024-09,8.780000000000001
8,"Sản xuất, chế biến thực phẩm",6.810000000000002,2.6400000000000006,9.439999999999998,7.469999999999999,2024-10-29,2024-10,2024-09,9.439999999999998
9,Sản xuất đồ uống,4.700000000000003,6.930000000000007,3.1899999999999977,0.9200000000000017,2024-10-29,2024-10,2024-09,3.1899999999999977
10,Sản xuất sản phẩm thuốc lá,7.659999999999997,0.7000000000000028,2.989999999999995,6.049999999999997,2024-10-29,2024-10,2024-09,2.989999999999995
11,Dệt,8.950000000000003,1.1099999999999994,8.159999999999997,12.11,2024-10-29,2024-10,2024-09,8.159999999999997
12,Sản xuất trang phục,14.89,1.9699999999999989,18.08,10.319999999999993,2024-10-29,2024-10,2024-09,18.08
13,Sản xuất da và các sản phẩm có liên quan,14.900000000000006,4.810000000000002,12.629999999999995,11.430000000000007,2024-10-29,2024-10,2024-09,12.629999999999995
14,"Chế biến gỗ và sản xuất sản phẩm từ gỗ, tre, nứa (trừ giường, tủ, bàn ghế); sản xuất sản phẩm từ rơm, rạ và vật liệu tết bện",-0.9099999999999966,-0.5100000000000051,10.939999999999998,8.670000000000002,2024-10-29,2024-10,2024-09,10.939999999999998
15,Sản xuất giấy và sản phẩm từ giấy,8.219999999999999,2.700000000000003,7.780000000000001,9.25,2024-10-29,2024-10,2024-09,7.780000000000001
16,"In, sao chép bản ghi các loại",8.420000000000002,1.9699999999999989,7.150000000000006,9.39,2024-10-29,2024-10,2024-09,7.150000000000006
17,"Sản xuất than cốc, sản phẩm dầu mỏ tinh chế",96.06,-1.8599999999999994,18.86,16.040000000000006,2024-10-29,2024-10,2024-09,18.86
18,Sản xuất hoá chất và sản phẩm hoá chất,7.469999999999999,1.4099999999999966,7.790000000000006,14.64,2024-10-29,2024-10,2024-09,7.790000000000006
19,"Sản xuất thuốc, hoá dược và dược liệu",11.709999999999994,2.1400000000000006,5.909999999999997,9.75,2024-10-29,2024-10,2024-09,5.909999999999997
20,Sản xuất sản phẩm từ cao su và plastic,18.78,-0.7999999999999972,12.950000000000003,26.269999999999996,2024-10-29,2024-10,2024-09,12.950000000000003
21,Sản xuất sản phẩm từ khoáng phi kim loại khác,-1.4500000000000028,8.469999999999999,4.560000000000002,-0.4300000000000068,2024-10-29,2024-10,2024-09,4.560000000000002
22,Sản xuất kim loại,0.5100000000000051,4.75,10.61,10.909999999999997,2024-10-29,2024-10,2024-09,10.61
23,"Sản xuất sản phẩm từ kim loại đúc sẵn (trừ máy móc, thiết bị)",12.989999999999995,0.75,9.959999999999994,11.849999999999994,2024-10-29,2024-10,2024-09,9.959999999999994
24,"Sản xuất sản phẩm điện tử, máy vi tính và sản phẩm quang học",9.439999999999998,2.8299999999999983,4.1299999999999955,8.819999999999993,2024-10-29,2024-10,2024-09,4.1299999999999955
25,Sản xuất thiết bị điện,8.340000000000003,9.870000000000005,15.420000000000002,10.829999999999998,2024-10-29,2024-10,2024-09,15.420000000000002
26,"Sản xuất máy móc, thiết bị chưa được phân vào đâu",-11.230000000000004,17.049999999999997,9.799999999999997,3.5400000000000063,2024-10-29,2024-10,2024-09,9.799999999999997
27,Sản xuất xe có động cơ,23.28,7.140000000000001,24.799999999999997,14.030000000000001,2024-10-29,2024-10,2024-09,24.799999999999997
28,Sản xuất phương tiện vận tải khác,1.1800000000000068,12.459999999999994,-0.7800000000000011,3.030000000000001,2024-10-29,2024-10,2024-09,-0.7800000000000011
29,"Sản xuất giường, tủ, bàn, ghế",36.16,4.530000000000001,28.189999999999998,24.840000000000003,2024-10-29,2024-10,2024-09,28.189999999999998
30,"Công nghiệp chế biến, chế tạo khác",3.680000000000007,3.5799999999999983,7.890000000000001,4.75,2024-10-29,2024-10,2024-09,7.890000000000001
31,"Sửa chữa, bảo dưỡng và lắp đặt máy móc, thiết bị",-9.579999999999998,-0.480000000000004,-4.040000000000006,-3.9399999999999977,2024-10-29,2024-10,2024-09,-4.040000000000006
32,Sản xuất và phân phối điện,4.140000000000001,3.469999999999999,6.040000000000006,10.319999999999993,2024-10-29,2024-10,2024-09,6.040000000000006
33,"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",13.739999999999995,-4.950000000000003,6.930000000000007,9.450000000000003,2024-10-29,2024-10,2024-09,6.930000000000007
34,"Khai thác, xử lý và cung cấp nước",2.719999999999999,-1.0,5.489999999999995,5.090000000000003,2024-10-29,2024-10,2024-09,5.489999999999995
35,Thoát nước và xử lý nước thải,10.5,-0.9599999999999937,-0.269999999999996,6.569999999999993,2024-10-29,2024-10,2024-09,-0.269999999999996
36,"Hoạt động thu gom, xử lý và tiêu huỷ rác thải; tái chế phế liệu",29.849999999999994,-9.969999999999999,10.150000000000006,15.810000000000002,2024-10-29,2024-10,2024-09,10.150000000000006
37,Toàn ngành công nghiệp,8.379999999999995,-0.18999999999999773,10.840000000000003,8.64,2024-09-29,2024-09,2024-08,8.299999999999997
38,Khai khoáng,-6.099999999999994,-7.299999999999997,-5.900000000000006,-6.450000000000003,2024-09-29,2024-09,2024-08,-10.36
39,Khai thác than cứng và than non,-13.879999999999995,-9.25,-10.030000000000001,-4.159999999999997,2024-09-29,2024-09,2024-08,-25.86
40,Khai thác dầu thô và khí đốt tự nhiên,-6.230000000000004,-7.310000000000002,-7.819999999999993,-11.5,2024-09-29,2024-09,2024-08,-8.86
41,Khai thác quặng kim loại,25.230000000000004,-12.730000000000004,13.200000000000003,16.97,2024-09-29,2024-09,2024-08,14.239999999999995
42,Khai khoáng khác,3.6599999999999966,-6.319999999999993,7.209999999999994,2.3499999999999943,2024-09-29,2024-09,2024-08,7.909999999999997
43,Hoạt động dịch vụ hỗ trợ khai thác mỏ và quặng,2.9200000000000017,0.18999999999999773,-1.5100000000000051,12.519999999999996,2024-09-29,2024-09,2024-08,-1.2099999999999937
44,"Công nghiệp chế biến, chế tạo",9.129999999999995,2.0,13.099999999999994,9.870000000000005,2024-09-29,2024-09,2024-08,10.400000000000006
45,"Sản xuất, chế biến thực phẩm",9.920000000000002,1.1899999999999977,11.650000000000006,7.810000000000002,2024-09-29,2024-09,2024-08,6.810000000000002
46,Sản xuất đồ uống,1.3100000000000023,1.5400000000000063,2.25,0.39000000000000057,2024-09-29,2024-09,2024-08,4.700000000000003
47,Sản xuất sản phẩm thuốc lá,1.8900000000000006,-3.239999999999995,6.030000000000001,6.230000000000004,2024-09-29,2024-09,2024-08,7.659999999999997
48,Dệt,11.549999999999997,0.12000000000000455,11.239999999999995,12.799999999999997,2024-09-29,2024-09,2024-08,8.950000000000003
49,Sản xuất trang phục,18.269999999999996,-2.530000000000001,19.730000000000004,9.920000000000002,2024-09-29,2024-09,2024-08,14.89
50,Sản xuất da và các sản phẩm có liên quan,16.86,1.4500000000000028,17.61,11.569999999999993,2024-09-29,2024-09,2024-08,14.900000000000006
51,"Chế biến gỗ và sản xuất sản phẩm từ gỗ, tre, nứa (trừ giường, tủ, bàn ghế); sản xuất sản phẩm từ rơm, rạ và vật liệu tết bện",2.069999999999993,-0.9000000000000057,-0.6599999999999966,8.439999999999998,2024-09-29,2024-09,2024-08,-0.9099999999999966
52,Sản xuất giấy và sản phẩm từ giấy,15.489999999999995,-0.480000000000004,16.939999999999998,10.430000000000007,2024-09-29,2024-09,2024-08,8.219999999999999
53,"In, sao chép bản ghi các loại",7.319999999999993,1.8499999999999943,11.870000000000005,10.060000000000002,2024-09-29,2024-09,2024-08,8.420000000000002
54,"Sản xuất than cốc, sản phẩm dầu mỏ tinh chế",26.549999999999997,-0.3499999999999943,147.04,18.760000000000005,2024-09-29,2024-09,2024-08,96.06
55,Sản xuất hoá chất và sản phẩm hoá chất,12.629999999999995,9.450000000000003,19.86,16.89,2024-09-29,2024-09,2024-08,7.469999999999999
56,"Sản xuất thuốc, hoá dược và dược liệu",19.099999999999994,1.0,15.36,10.549999999999997,2024-09-29,2024-09,2024-08,11.709999999999994
57,Sản xuất sản phẩm từ cao su và plastic,30.330000000000013,0.20000000000000284,24.849999999999994,28.75999999999999,2024-09-29,2024-09,2024-08,18.78
58,Sản xuất sản phẩm từ khoáng phi kim loại khác,4.989999999999995,-3.1400000000000006,5.359999999999999,-0.28000000000000114,2024-09-29,2024-09,2024-08,-1.4500000000000028
59,Sản xuất kim loại,12.39,-1.7600000000000051,12.290000000000006,12.329999999999998,2024-09-29,2024-09,2024-08,0.5100000000000051
60,"Sản xuất sản phẩm từ kim loại đúc sẵn (trừ máy móc, thiết bị)",5.680000000000007,-0.5,12.950000000000003,12.0,2024-09-29,2024-09,2024-08,12.989999999999995
61,"Sản xuất sản phẩm điện tử, máy vi tính và sản phẩm quang học",-0.8599999999999994,8.64,6.75,9.069999999999993,2024-09-29,2024-09,2024-08,9.439999999999998
62,Sản xuất thiết bị điện,2.5,-1.980000000000004,-3.0400000000000063,8.719999999999999,2024-09-29,2024-09,2024-08,8.340000000000003
63,"Sản xuất máy móc, thiết bị chưa được phân vào đâu",-0.060000000000002274,-2.0799999999999983,3.3400000000000034,4.579999999999998,2024-09-29,2024-09,2024-08,-11.230000000000004
64,Sản xuất xe có động cơ,33.379999999999995,0.8400000000000034,25.67,12.959999999999994,2024-09-29,2024-09,2024-08,23.28
65,Sản xuất phương tiện vận tải khác,21.209999999999994,-10.489999999999995,4.090000000000003,3.819999999999993,2024-09-29,2024-09,2024-08,1.1800000000000068
66,"Sản xuất giường, tủ, bàn, ghế",35.56999999999999,3.319999999999993,38.34,24.659999999999997,2024-09-29,2024-09,2024-08,36.16
67,"Công nghiệp chế biến, chế tạo khác",8.069999999999993,-4.010000000000005,5.430000000000007,4.590000000000003,2024-09-29,2024-09,2024-08,3.680000000000007
68,"Sửa chữa, bảo dưỡng và lắp đặt máy móc, thiết bị",0.14000000000000057,-16.290000000000006,-7.950000000000003,-3.730000000000004,2024-09-29,2024-09,2024-08,-9.579999999999998
69,Sản xuất và phân phối điện,9.930000000000007,-9.980000000000004,6.400000000000006,11.079999999999998,2024-09-29,2024-09,2024-08,4.140000000000001
70,"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",24.099999999999994,-5.1299999999999955,15.239999999999995,9.909999999999997,2024-09-29,2024-09,2024-08,13.739999999999995
71,"Khai thác, xử lý và cung cấp nước",3.6599999999999966,0.29000000000000625,3.719999999999999,5.159999999999997,2024-09-29,2024-09,2024-08,2.719999999999999
72,Thoát nước và xử lý nước thải,8.879999999999995,4.530000000000001,12.489999999999995,7.709999999999994,2024-09-29,2024-09,2024-08,10.5
73,"Hoạt động thu gom, xử lý và tiêu huỷ rác thải; tái chế phế liệu",57.22999999999999,-11.700000000000003,31.97999999999999,16.709999999999994,2024-09-29,2024-09,2024-08,29.849999999999994
74,Toàn ngành công nghiệp,11.079999999999998,2.0,9.5,8.599999999999994,2024-08-29,2024-08,2024-07,8.379999999999995
75,Khai khoáng,-9.730000000000004,0.7999999999999972,-1.5,-6.0,2024-08-29,2024-08,2024-07,-6.099999999999994
76,Khai thác than cứng và than non,-9.900000000000006,-2.200000000000003,-12.299999999999997,-3.299999999999997,2024-08-29,2024-08,2024-07,-13.879999999999995
77,Khai thác dầu thô và khí đốt tự nhiên,-13.540000000000006,1.4000000000000057,-0.09999999999999432,-11.200000000000003,2024-08-29,2024-08,2024-07,-6.230000000000004
78,Khai thác quặng kim loại,17.08,-6.400000000000006,39.5,19.0,2024-08-29,2024-08,2024-07,25.230000000000004
79,Khai khoáng khác,-2.280000000000001,2.4000000000000057,2.5999999999999943,1.7000000000000028,2024-08-29,2024-08,2024-07,3.6599999999999966
80,Hoạt động dịch vụ hỗ trợ khai thác mỏ và quặng,6.329999999999998,7.200000000000003,15.900000000000006,16.099999999999994,2024-08-29,2024-08,2024-07,2.9200000000000017
81,"Công nghiệp chế biến, chế tạo",13.780000000000001,2.200000000000003,10.599999999999994,9.700000000000003,2024-08-29,2024-08,2024-07,9.129999999999995
82,"Sản xuất, chế biến thực phẩm",9.989999999999995,3.200000000000003,9.799999999999997,7.299999999999997,2024-08-29,2024-08,2024-07,9.920000000000002
83,Sản xuất đồ uống,-2.9099999999999966,2.0999999999999943,4.0,0.5,2024-08-29,2024-08,2024-07,1.3100000000000023
84,Sản xuất sản phẩm thuốc lá,4.200000000000003,-0.20000000000000284,-3.200000000000003,5.599999999999994,2024-08-29,2024-08,2024-07,1.8900000000000006
85,Dệt,11.89,2.700000000000003,14.599999999999994,13.400000000000006,2024-08-29,2024-08,2024-07,11.549999999999997
86,Sản xuất trang phục,16.569999999999993,3.200000000000003,15.400000000000006,8.400000000000006,2024-08-29,2024-08,2024-07,18.269999999999996
87,Sản xuất da và các sản phẩm có liên quan,17.510000000000005,2.299999999999997,17.200000000000003,10.900000000000006,2024-08-29,2024-08,2024-07,16.86
88,"Chế biến gỗ và sản xuất sản phẩm từ gỗ, tre, nứa (trừ giường, tủ, bàn ghế); sản xuất sản phẩm từ rơm, rạ và vật liệu tết bện",5.530000000000001,0.29999999999999716,3.799999999999997,10.0,2024-08-29,2024-08,2024-07,2.069999999999993
89,Sản xuất giấy và sản phẩm từ giấy,5.299999999999997,-0.20000000000000284,8.700000000000003,8.700000000000003,2024-08-29,2024-08,2024-07,15.489999999999995
90,"In, sao chép bản ghi các loại",5.930000000000007,1.4000000000000057,10.599999999999994,10.299999999999997,2024-08-29,2024-08,2024-07,7.319999999999993
91,"Sản xuất than cốc, sản phẩm dầu mỏ tinh chế",17.950000000000003,3.5,32.30000000000001,11.5,2024-08-29,2024-08,2024-07,26.549999999999997
92,Sản xuất hoá chất và sản phẩm hoá chất,7.170000000000002,12.400000000000006,22.599999999999994,17.799999999999997,2024-08-29,2024-08,2024-07,12.629999999999995
93,"Sản xuất thuốc, hoá dược và dược liệu",11.819999999999993,-2.200000000000003,15.799999999999997,9.599999999999994,2024-08-29,2024-08,2024-07,19.099999999999994
94,Sản xuất sản phẩm từ cao su và plastic,29.039999999999992,0.20000000000000284,31.19999999999999,29.5,2024-08-29,2024-08,2024-07,30.330000000000013
95,Sản xuất sản phẩm từ khoáng phi kim loại khác,4.849999999999994,5.0,6.5,-0.5999999999999943,2024-08-29,2024-08,2024-07,4.989999999999995
96,Sản xuất kim loại,9.439999999999998,6.299999999999997,18.400000000000006,13.200000000000003,2024-08-29,2024-08,2024-07,12.39
97,"Sản xuất sản phẩm từ kim loại đúc sẵn (trừ máy móc, thiết bị)",12.780000000000001,4.200000000000003,11.200000000000003,12.599999999999994,2024-08-29,2024-08,2024-07,5.680000000000007
98,"Sản xuất sản phẩm điện tử, máy vi tính và sản phẩm quang học",16.22,-0.5999999999999943,1.5,9.799999999999997,2024-08-29,2024-08,2024-07,-0.8599999999999994
99,Sản xuất thiết bị điện,-9.310000000000002,3.4000000000000057,-5.900000000000006,9.299999999999997,2024-08-29,2024-08,2024-07,2.5
100,"Sản xuất máy móc, thiết bị chưa được phân vào đâu",17.769999999999996,0.0,-2.5,4.400000000000006,2024-08-29,2024-08,2024-07,-0.060000000000002274
101,Sản xuất xe có động cơ,37.97999999999999,3.5,29.5,10.799999999999997,2024-08-29,2024-08,2024-07,33.379999999999995
102,Sản xuất phương tiện vận tải khác,31.379999999999995,-4.5,23.0,4.0,2024-08-29,2024-08,2024-07,21.209999999999994
103,"Sản xuất giường, tủ, bàn, ghế",28.580000000000013,2.4000000000000057,25.599999999999994,21.599999999999994,2024-08-29,2024-08,2024-07,35.56999999999999
104,"Công nghiệp chế biến, chế tạo khác",9.180000000000007,2.5,10.299999999999997,4.799999999999997,2024-08-29,2024-08,2024-07,8.069999999999993
105,"Sửa chữa, bảo dưỡng và lắp đặt máy móc, thiết bị",19.319999999999993,11.799999999999997,-1.7000000000000028,-3.4000000000000057,2024-08-29,2024-08,2024-07,0.14000000000000057
106,Sản xuất và phân phối điện,7.609999999999999,2.0999999999999943,8.900000000000006,11.599999999999994,2024-08-29,2024-08,2024-07,9.930000000000007
107,"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",11.14,-0.09999999999999432,12.599999999999994,7.799999999999997,2024-08-29,2024-08,2024-07,24.099999999999994
108,"Khai thác, xử lý và cung cấp nước",3.980000000000004,2.200000000000003,4.0,5.400000000000006,2024-08-29,2024-08,2024-07,3.6599999999999966
109,Thoát nước và xử lý nước thải,11.61,-0.4000000000000057,7.400000000000006,6.900000000000006,2024-08-29,2024-08,2024-07,8.879999999999995
110,"Hoạt động thu gom, xử lý và tiêu huỷ rác thải; tái chế phế liệu",20.659999999999997,-2.700000000000003,26.299999999999997,11.200000000000003,2024-08-29,2024-08,2024-07,57.22999999999999
111,Toàn ngành công nghiệp,12.36,0.6899999999999977,11.230000000000004,8.469999999999999,2024-07-29,2024-07,2024-06,11.079999999999998
112,Khai khoáng,-11.060000000000002,-1.1899999999999977,-7.0,-6.180000000000007,2024-07-29,2024-07,2024-06,-9.730000000000004
113,Khai thác than cứng và than non,-3.5,-2.9000000000000057,-4.329999999999998,-1.269999999999996,2024-07-29,2024-07,2024-06,-9.900000000000006
114,Khai thác dầu thô và khí đốt tự nhiên,-19.189999999999998,-0.5799999999999983,-12.319999999999993,-12.370000000000005,2024-07-29,2024-07,2024-06,-13.540000000000006
115,Khai thác quặng kim loại,-1.8199999999999932,2.5400000000000063,8.700000000000003,14.950000000000003,2024-07-29,2024-07,2024-06,17.08
116,Khai khoáng khác,-1.0600000000000023,1.0100000000000051,1.519999999999996,2.0900000000000034,2024-07-29,2024-07,2024-06,-2.280000000000001
117,Hoạt động dịch vụ hỗ trợ khai thác mỏ và quặng,23.489999999999995,-4.430000000000007,13.569999999999993,17.22,2024-07-29,2024-07,2024-06,6.329999999999998
118,"Công nghiệp chế biến, chế tạo",14.980000000000004,0.5999999999999943,13.310000000000002,9.530000000000001,2024-07-29,2024-07,2024-06,13.780000000000001
119,"Sản xuất, chế biến thực phẩm",9.239999999999995,2.739999999999995,13.379999999999995,7.400000000000006,2024-07-29,2024-07,2024-06,9.989999999999995
120,Sản xuất đồ uống,1.8900000000000006,-1.8900000000000006,2.3799999999999955,0.769999999999996,2024-07-29,2024-07,2024-06,-2.9099999999999966
121,Sản xuất sản phẩm thuốc lá,2.180000000000007,1.8499999999999943,4.939999999999998,7.079999999999998,2024-07-29,2024-07,2024-06,4.200000000000003
122,Dệt,11.700000000000003,2.5600000000000023,10.739999999999995,12.36,2024-07-29,2024-07,2024-06,11.89
123,Sản xuất trang phục,6.25,3.489999999999995,9.840000000000003,6.200000000000003,2024-07-29,2024-07,2024-06,16.569999999999993
124,Sản xuất da và các sản phẩm có liên quan,12.280000000000001,3.8499999999999943,16.980000000000004,9.799999999999997,2024-07-29,2024-07,2024-06,17.510000000000005
125,"Chế biến gỗ và sản xuất sản phẩm từ gỗ, tre, nứa (trừ giường, tủ, bàn ghế); sản xuất sản phẩm từ rơm, rạ và vật liệu tết bện",14.409999999999997,1.769999999999996,4.209999999999994,10.89,2024-07-29,2024-07,2024-06,5.530000000000001
126,Sản xuất giấy và sản phẩm từ giấy,9.299999999999997,1.9000000000000057,2.8700000000000045,8.290000000000006,2024-07-29,2024-07,2024-06,5.299999999999997
127,"In, sao chép bản ghi các loại",8.409999999999997,1.8900000000000006,5.569999999999993,10.159999999999997,2024-07-29,2024-07,2024-06,5.930000000000007
128,"Sản xuất than cốc, sản phẩm dầu mỏ tinh chế",14.019999999999996,1.7199999999999989,18.03,8.569999999999993,2024-07-29,2024-07,2024-06,17.950000000000003
129,Sản xuất hoá chất và sản phẩm hoá chất,11.629999999999995,0.5,9.0,17.319999999999993,2024-07-29,2024-07,2024-06,7.170000000000002
130,"Sản xuất thuốc, hoá dược và dược liệu",-1.5600000000000023,0.5600000000000023,17.14,9.569999999999993,2024-07-29,2024-07,2024-06,11.819999999999993
131,Sản xuất sản phẩm từ cao su và plastic,35.21000000000001,2.969999999999999,26.150000000000006,28.69999999999999,2024-07-29,2024-07,2024-06,29.039999999999992
132,Sản xuất sản phẩm từ khoáng phi kim loại khác,-0.3100000000000023,0.519999999999996,3.5799999999999983,-1.8400000000000034,2024-07-29,2024-07,2024-06,4.849999999999994
133,Sản xuất kim loại,13.689999999999998,4.829999999999998,12.489999999999995,12.819999999999993,2024-07-29,2024-07,2024-06,9.439999999999998
134,"Sản xuất sản phẩm từ kim loại đúc sẵn (trừ máy móc, thiết bị)",16.980000000000004,1.2900000000000063,13.290000000000006,12.959999999999994,2024-07-29,2024-07,2024-06,12.780000000000001
135,"Sản xuất sản phẩm điện tử, máy vi tính và sản phẩm quang học",31.22999999999999,-4.450000000000003,15.329999999999998,11.060000000000002,2024-07-29,2024-07,2024-06,16.22
136,Sản xuất thiết bị điện,-9.150000000000006,-2.260000000000005,-10.469999999999999,12.480000000000004,2024-07-29,2024-07,2024-06,-9.310000000000002
137,"Sản xuất máy móc, thiết bị chưa được phân vào đâu",2.700000000000003,-0.7099999999999937,11.36,4.670000000000002,2024-07-29,2024-07,2024-06,17.769999999999996
138,Sản xuất xe có động cơ,-0.04000000000000625,1.8599999999999994,25.58,6.430000000000007,2024-07-29,2024-07,2024-06,37.97999999999999
139,Sản xuất phương tiện vận tải khác,10.61,14.510000000000005,32.44,1.6299999999999955,2024-07-29,2024-07,2024-06,31.379999999999995
140,"Sản xuất giường, tủ, bàn, ghế",19.39,14.680000000000007,32.349999999999994,21.540000000000006,2024-07-29,2024-07,2024-06,28.580000000000013
141,"Công nghiệp chế biến, chế tạo khác",1.5900000000000034,1.7099999999999937,4.430000000000007,3.1599999999999966,2024-07-29,2024-07,2024-06,9.180000000000007
142,"Sửa chữa, bảo dưỡng và lắp đặt máy móc, thiết bị",9.150000000000006,3.510000000000005,25.959999999999994,-2.8599999999999994,2024-07-29,2024-07,2024-06,19.319999999999993
143,Sản xuất và phân phối điện,12.739999999999995,2.269999999999996,9.900000000000006,12.36,2024-07-29,2024-07,2024-06,7.609999999999999
144,"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",8.780000000000001,0.6299999999999955,12.090000000000003,7.230000000000004,2024-07-29,2024-07,2024-06,11.14
145,"Khai thác, xử lý và cung cấp nước",4.439999999999998,0.730000000000004,8.099999999999994,6.200000000000003,2024-07-29,2024-07,2024-06,3.980000000000004
146,Thoát nước và xử lý nước thải,8.0,-4.019999999999996,11.159999999999997,6.700000000000003,2024-07-29,2024-07,2024-06,11.61
147,"Hoạt động thu gom, xử lý và tiêu huỷ rác thải; tái chế phế liệu",14.86,1.2999999999999972,17.599999999999994,8.689999999999998,2024-07-29,2024-07,2024-06,20.659999999999997
148,Toàn ngành công nghiệp,10.030000000000001,0.6700000000000017,10.920000000000002,7.719999999999999,2024-06-29,2024-06,2024-05,12.36
149,Khai khoáng,-8.299999999999997,-2.6400000000000006,-7.680000000000007,-5.469999999999999,2024-06-29,2024-06,2024-05,-11.060000000000002
150,Khai thác than cứng và than non,1.0999999999999943,-7.459999999999994,1.269999999999996,0.030000000000001137,2024-06-29,2024-06,2024-05,-3.5
151,Khai thác dầu thô và khí đốt tự nhiên,-16.83,-1.3700000000000045,-15.269999999999996,-11.709999999999994,2024-06-29,2024-06,2024-05,-19.189999999999998
152,Khai thác quặng kim loại,40.110000000000014,-3.950000000000003,1.0499999999999972,16.700000000000003,2024-06-29,2024-06,2024-05,-1.8199999999999932
153,Khai khoáng khác,5.609999999999999,-4.909999999999997,-0.8499999999999943,2.219999999999999,2024-06-29,2024-06,2024-05,-1.0600000000000023
154,Hoạt động dịch vụ hỗ trợ khai thác mỏ và quặng,2.6700000000000017,14.739999999999995,20.810000000000002,17.409999999999997,2024-06-29,2024-06,2024-05,23.489999999999995
155,"Công nghiệp chế biến, chế tạo",11.879999999999995,0.980000000000004,12.620000000000005,8.450000000000003,2024-06-29,2024-06,2024-05,14.980000000000004
156,"Sản xuất, chế biến thực phẩm",7.469999999999999,4.030000000000001,10.36,6.540000000000006,2024-06-29,2024-06,2024-05,9.239999999999995
157,Sản xuất đồ uống,5.450000000000003,-0.20000000000000284,1.6700000000000017,0.45999999999999375,2024-06-29,2024-06,2024-05,1.8900000000000006
158,Sản xuất sản phẩm thuốc lá,6.450000000000003,-3.0799999999999983,0.5499999999999972,7.170000000000002,2024-06-29,2024-06,2024-05,2.180000000000007
159,Dệt,8.900000000000006,1.769999999999996,11.409999999999997,12.61,2024-06-29,2024-06,2024-05,11.700000000000003
160,Sản xuất trang phục,9.189999999999998,3.9599999999999937,6.980000000000004,5.680000000000007,2024-06-29,2024-06,2024-05,6.25
161,Sản xuất da và các sản phẩm có liên quan,11.629999999999995,1.9200000000000017,15.349999999999994,9.090000000000003,2024-06-29,2024-06,2024-05,12.280000000000001
162,"Chế biến gỗ và sản xuất sản phẩm từ gỗ, tre, nứa (trừ giường, tủ, bàn ghế); sản xuất sản phẩm từ rơm, rạ và vật liệu tết bện",24.840000000000003,0.9500000000000028,14.75,12.299999999999997,2024-06-29,2024-06,2024-05,14.409999999999997
163,Sản xuất giấy và sản phẩm từ giấy,10.810000000000002,0.18000000000000682,12.180000000000007,9.810000000000002,2024-06-29,2024-06,2024-05,9.299999999999997
164,"In, sao chép bản ghi các loại",9.969999999999999,1.7000000000000028,8.400000000000006,11.040000000000006,2024-06-29,2024-06,2024-05,8.409999999999997
165,"Sản xuất than cốc, sản phẩm dầu mỏ tinh chế",8.930000000000007,3.980000000000004,12.980000000000004,6.700000000000003,2024-06-29,2024-06,2024-05,14.019999999999996
166,Sản xuất hoá chất và sản phẩm hoá chất,7.75,2.0900000000000034,9.650000000000006,18.489999999999995,2024-06-29,2024-06,2024-05,11.629999999999995
167,"Sản xuất thuốc, hoá dược và dược liệu",10.150000000000006,4.590000000000003,12.260000000000005,10.89,2024-06-29,2024-06,2024-05,-1.5600000000000023
168,Sản xuất sản phẩm từ cao su và plastic,26.53,-1.7900000000000063,34.139999999999986,29.0,2024-06-29,2024-06,2024-05,35.21000000000001
169,Sản xuất sản phẩm từ khoáng phi kim loại khác,-5.730000000000004,2.510000000000005,5.6200000000000045,-1.7000000000000028,2024-06-29,2024-06,2024-05,-0.3100000000000023
170,Sản xuất kim loại,7.480000000000004,-0.5600000000000023,11.939999999999998,12.560000000000002,2024-06-29,2024-06,2024-05,13.689999999999998
171,"Sản xuất sản phẩm từ kim loại đúc sẵn (trừ máy móc, thiết bị)",22.189999999999998,-1.0799999999999983,18.060000000000002,13.090000000000003,2024-06-29,2024-06,2024-05,16.980000000000004
172,"Sản xuất sản phẩm điện tử, máy vi tính và sản phẩm quang học",20.040000000000006,0.8299999999999983,20.260000000000005,8.569999999999993,2024-06-29,2024-06,2024-05,31.22999999999999
