,Ngành,YOY-Pre-Month,MOM,E-YOY,YTD-YOY,Date,Month,PreMonth,YOY
676,"Sản xuất, chế biến thực phẩm",6.939999999999998,3.969999999999999,7.549999999999997,4.310000000000002,2023-04-29,2023-04,2023-03,3.3900000000000006
677,Sản xuất đồ uống,10.650000000000006,3.489999999999995,8.840000000000003,11.049999999999997,2023-04-29,2023-04,2023-03,0.5600000000000023
678,Sản xuất sản phẩm thuốc lá,6.659999999999997,-2.3400000000000034,9.819999999999993,7.209999999999994,2023-04-29,2023-04,2023-03,13.730000000000004
679,Dệt,-2.7900000000000063,3.5,2.049999999999997,-4.930000000000007,2023-04-29,2023-04,2023-03,-0.3499999999999943
680,Sản xuất trang phục,0.8900000000000006,4.810000000000002,-1.769999999999996,-7.359999999999999,2023-04-29,2023-04,2023-03,-7.719999999999999
681,Sản xuất da và các sản phẩm có liên quan,0.23999999999999488,2.450000000000003,-0.769999999999996,-2.480000000000004,2023-04-29,2023-04,2023-03,-2.230000000000004
682,"Chế biến gỗ và sản xuất sản phẩm từ gỗ, tre, nứa (trừ giường, tủ, bàn ghế); sản xuất sản phẩm từ rơm, rạ và vật liệu tết bện",1.1899999999999977,-5.310000000000002,-9.61,-0.7199999999999989,2023-04-29,2023-04,2023-03,-15.14
683,Sản xuất giấy và sản phẩm từ giấy,-3.769999999999996,2.4200000000000017,-2.75,-7.950000000000003,2023-04-29,2023-04,2023-03,-7.290000000000006
684,"In, sao chép bản ghi các loại",3.230000000000004,2.1099999999999994,2.530000000000001,0.14000000000000057,2023-04-29,2023-04,2023-03,-1.3100000000000023
685,"Sản xuất than cốc, sản phẩm dầu mỏ tinh chế",13.530000000000001,9.120000000000005,3.8299999999999983,14.25,2023-04-29,2023-04,2023-03,8.439999999999998
686,Sản xuất hoá chất và sản phẩm hoá chất,5.1299999999999955,7.290000000000006,14.930000000000007,4.290000000000006,2023-04-29,2023-04,2023-03,5.450000000000003
687,"Sản xuất thuốc, hoá dược và dược liệu",6.359999999999999,6.650000000000006,5.319999999999993,6.109999999999999,2023-04-29,2023-04,2023-03,-8.370000000000005
688,Sản xuất sản phẩm từ cao su và plastic,15.36,1.5799999999999983,-2.9000000000000057,6.769999999999996,2023-04-29,2023-04,2023-03,-4.959999999999994
689,Sản xuất sản phẩm từ khoáng phi kim loại khác,-1.2800000000000011,3.5600000000000023,2.2900000000000063,-4.569999999999993,2023-04-29,2023-04,2023-03,-3.4399999999999977
690,Sản xuất kim loại,-5.319999999999993,13.030000000000001,1.1299999999999955,-4.980000000000004,2023-04-29,2023-04,2023-03,-6.959999999999994
691,"Sản xuất sản phẩm từ kim loại đúc sẵn (trừ máy móc, thiết bị)",2.1299999999999955,2.280000000000001,5.510000000000005,3.8900000000000006,2023-04-29,2023-04,2023-03,-2.4399999999999977
692,"Sản xuất sản phẩm điện tử, máy vi tính và sản phẩm quang học",-11.420000000000002,3.6099999999999994,-4.329999999999998,-5.109999999999999,2023-04-29,2023-04,2023-03,-3.5600000000000023
693,Sản xuất thiết bị điện,3.700000000000003,-2.5600000000000023,4.269999999999996,-3.1899999999999977,2023-04-29,2023-04,2023-03,0.12000000000000455
694,"Sản xuất máy móc, thiết bị chưa được phân vào đâu",6.310000000000002,-3.260000000000005,-1.0400000000000063,1.0100000000000051,2023-04-29,2023-04,2023-03,-9.079999999999998
695,Sản xuất xe có động cơ,-5.140000000000001,-2.0999999999999943,-5.969999999999999,-8.480000000000004,2023-04-29,2023-04,2023-03,-9.900000000000006
696,Sản xuất phương tiện vận tải khác,-12.420000000000002,1.0600000000000023,-5.709999999999994,-9.579999999999998,2023-04-29,2023-04,2023-03,-5.200000000000003
697,"Sản xuất giường, tủ, bàn, ghế",-7.060000000000002,-3.530000000000001,1.5499999999999972,-6.019999999999996,2023-04-29,2023-04,2023-03,7.069999999999993
698,"Công nghiệp chế biến, chế tạo khác",6.469999999999999,-0.060000000000002274,7.6299999999999955,1.4699999999999989,2023-04-29,2023-04,2023-03,3.0900000000000034
699,"Sửa chữa, bảo dưỡng và lắp đặt máy móc, thiết bị",17.560000000000002,-7.359999999999999,8.900000000000006,10.620000000000005,2023-04-29,2023-04,2023-03,2.5600000000000023
700,Sản xuất và phân phối điện,1.8299999999999983,3.980000000000004,4.689999999999998,0.45000000000000284,2023-04-29,2023-04,2023-03,2.299999999999997
701,"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",11.129999999999995,2.5799999999999983,5.329999999999998,5.519999999999996,2023-04-29,2023-04,2023-03,8.090000000000003
702,"Khai thác, xử lý và cung cấp nước",7.3799999999999955,3.769999999999996,3.6200000000000045,4.599999999999994,2023-04-29,2023-04,2023-03,6.409999999999997
703,Thoát nước và xử lý nước thải,5.340000000000003,1.8499999999999943,15.650000000000006,3.3799999999999955,2023-04-29,2023-04,2023-03,12.280000000000001
704,"Hoạt động thu gom, xử lý và tiêu huỷ rác thải; tái chế phế liệu",17.430000000000007,1.1400000000000006,6.260000000000005,7.150000000000006,2023-04-29,2023-04,2023-03,9.819999999999993
705,Toàn ngành công nghiệp,7.230000000000004,9.620000000000005,-1.5999999999999943,-2.25,2023-03-29,2023-03,2023-02,-1.9899999999999949
706,Khai khoáng,9.900000000000006,10.700000000000003,-7.840000000000003,-4.450000000000003,2023-03-29,2023-03,2023-02,-4.170000000000002
707,Khai thác than cứng và than non,22.64,17.86,-4.260000000000005,-0.5600000000000023,2023-03-29,2023-03,2023-02,-2.569999999999993
708,Khai thác dầu thô và khí đốt tự nhiên,6.780000000000001,8.329999999999998,-10.780000000000001,-6.019999999999996,2023-03-29,2023-03,2023-02,-6.159999999999997
709,Khai thác quặng kim loại,17.230000000000004,12.700000000000003,19.489999999999995,14.019999999999996,2023-03-29,2023-03,2023-02,20.049999999999997
710,Khai khoáng khác,15.290000000000006,4.969999999999999,3.0799999999999983,1.2099999999999937,2023-03-29,2023-03,2023-02,5.409999999999997
711,Hoạt động dịch vụ hỗ trợ khai thác mỏ và quặng,-16.730000000000004,13.219999999999999,-17.370000000000005,-18.290000000000006,2023-03-29,2023-03,2023-02,-12.230000000000004
712,"Công nghiệp chế biến, chế tạo",6.810000000000002,9.280000000000001,-1.6500000000000057,-2.3700000000000045,2023-03-29,2023-03,2023-02,-2.480000000000004
713,"Sản xuất, chế biến thực phẩm",11.420000000000002,9.680000000000007,7.659999999999997,3.4099999999999966,2023-03-29,2023-03,2023-02,6.939999999999998
714,Sản xuất đồ uống,42.03,5.890000000000001,26.180000000000007,27.25,2023-03-29,2023-03,2023-02,10.650000000000006
715,Sản xuất sản phẩm thuốc lá,29.960000000000008,2.8400000000000034,2.269999999999996,4.689999999999998,2023-03-29,2023-03,2023-02,6.659999999999997
716,Dệt,9.25,10.420000000000002,-0.46999999999999886,-6.540000000000006,2023-03-29,2023-03,2023-02,-2.7900000000000063
717,Sản xuất trang phục,0.37999999999999545,6.329999999999998,5.829999999999998,-7.700000000000003,2023-03-29,2023-03,2023-02,0.8900000000000006
718,Sản xuất da và các sản phẩm có liên quan,10.099999999999994,6.409999999999997,0.06999999999999318,-4.010000000000005,2023-03-29,2023-03,2023-02,0.23999999999999488
719,"Chế biến gỗ và sản xuất sản phẩm từ gỗ, tre, nứa (trừ giường, tủ, bàn ghế); sản xuất sản phẩm từ rơm, rạ và vật liệu tết bện",22.430000000000007,12.560000000000002,-0.7399999999999949,2.1400000000000006,2023-03-29,2023-03,2023-02,1.1899999999999977
720,Sản xuất giấy và sản phẩm từ giấy,5.659999999999997,7.989999999999995,-4.840000000000003,-10.260000000000005,2023-03-29,2023-03,2023-02,-3.769999999999996
721,"In, sao chép bản ghi các loại",22.549999999999997,3.6599999999999966,0.519999999999996,-1.6800000000000068,2023-03-29,2023-03,2023-02,3.230000000000004
722,"Sản xuất than cốc, sản phẩm dầu mỏ tinh chế",40.91,6.469999999999999,15.519999999999996,19.430000000000007,2023-03-29,2023-03,2023-02,13.530000000000001
723,Sản xuất hoá chất và sản phẩm hoá chất,16.879999999999995,10.840000000000003,2.269999999999996,-0.46999999999999886,2023-03-29,2023-03,2023-02,5.1299999999999955
724,"Sản xuất thuốc, hoá dược và dược liệu",31.00999999999999,9.39,8.370000000000005,7.159999999999997,2023-03-29,2023-03,2023-02,6.359999999999999
725,Sản xuất sản phẩm từ cao su và plastic,29.25,6.140000000000001,15.170000000000002,11.549999999999997,2023-03-29,2023-03,2023-02,15.36
726,Sản xuất sản phẩm từ khoáng phi kim loại khác,-0.6400000000000006,25.319999999999993,-5.359999999999999,-8.709999999999994,2023-03-29,2023-03,2023-02,-1.2800000000000011
727,Sản xuất kim loại,3.260000000000005,19.42,8.349999999999994,-2.3900000000000006,2023-03-29,2023-03,2023-02,-5.319999999999993
728,"Sản xuất sản phẩm từ kim loại đúc sẵn (trừ máy móc, thiết bị)",4.480000000000004,8.930000000000007,4.3700000000000045,4.109999999999999,2023-03-29,2023-03,2023-02,2.1299999999999955
729,"Sản xuất sản phẩm điện tử, máy vi tính và sản phẩm quang học",-3.230000000000004,4.640000000000001,-13.010000000000005,-5.969999999999999,2023-03-29,2023-03,2023-02,-11.420000000000002
730,Sản xuất thiết bị điện,9.590000000000003,9.489999999999995,0.1700000000000017,-6.920000000000002,2023-03-29,2023-03,2023-02,3.700000000000003
731,"Sản xuất máy móc, thiết bị chưa được phân vào đâu",28.090000000000003,18.53,4.780000000000001,1.25,2023-03-29,2023-03,2023-02,6.310000000000002
732,Sản xuất xe có động cơ,3.769999999999996,28.28,-1.8199999999999932,-8.170000000000002,2023-03-29,2023-03,2023-02,-5.140000000000001
733,Sản xuất phương tiện vận tải khác,9.879999999999995,7.150000000000006,-15.060000000000002,-11.870000000000005,2023-03-29,2023-03,2023-02,-12.420000000000002
734,"Sản xuất giường, tủ, bàn, ghế",9.530000000000001,-13.700000000000003,-21.650000000000006,-13.459999999999994,2023-03-29,2023-03,2023-02,-7.060000000000002
735,"Công nghiệp chế biến, chế tạo khác",12.549999999999997,7.140000000000001,5.109999999999999,-1.0300000000000011,2023-03-29,2023-03,2023-02,6.469999999999999
736,"Sửa chữa, bảo dưỡng và lắp đặt máy móc, thiết bị",33.370000000000005,7.950000000000003,15.030000000000001,10.200000000000003,2023-03-29,2023-03,2023-02,17.560000000000002
737,Sản xuất và phân phối điện,8.260000000000005,12.079999999999998,1.75,-0.9899999999999949,2023-03-29,2023-03,2023-02,1.8299999999999983
738,"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",7.079999999999998,4.579999999999998,18.209999999999994,7.829999999999998,2023-03-29,2023-03,2023-02,11.129999999999995
739,"Khai thác, xử lý và cung cấp nước",2.6700000000000017,1.230000000000004,10.310000000000002,5.900000000000006,2023-03-29,2023-03,2023-02,7.3799999999999955
740,Thoát nước và xử lý nước thải,6.560000000000002,8.14,5.439999999999998,-0.37000000000000455,2023-03-29,2023-03,2023-02,5.340000000000003
741,"Hoạt động thu gom, xử lý và tiêu huỷ rác thải; tái chế phế liệu",13.989999999999995,8.730000000000004,32.870000000000005,12.230000000000004,2023-03-29,2023-03,2023-02,17.430000000000007
742,Toàn ngành công nghiệp,-14.89,5.109999999999999,3.6099999999999994,-6.319999999999993,2023-02-28,2023-02,2023-01,7.230000000000004
743,Khai khoáng,-13.030000000000001,6.280000000000001,6.980000000000004,-3.760000000000005,2023-02-28,2023-02,2023-01,9.900000000000006
744,Khai thác than cứng và than non,-15.060000000000002,11.590000000000003,15.11,-1.4300000000000068,2023-02-28,2023-02,2023-01,22.64
745,Khai thác dầu thô và khí đốt tự nhiên,-11.849999999999994,5.0,5.359999999999999,-3.799999999999997,2023-02-28,2023-02,2023-01,6.780000000000001
746,Khai thác quặng kim loại,-0.7099999999999937,13.299999999999997,8.870000000000005,4.150000000000006,2023-02-28,2023-02,2023-01,17.230000000000004
747,Khai khoáng khác,-12.370000000000005,7.8799999999999955,13.39,-0.6599999999999966,2023-02-28,2023-02,2023-01,15.290000000000006
748,Hoạt động dịch vụ hỗ trợ khai thác mỏ và quặng,-20.620000000000005,-7.200000000000003,-17.400000000000006,-19.11,2023-02-28,2023-02,2023-01,-16.730000000000004
749,"Công nghiệp chế biến, chế tạo",-15.590000000000003,4.780000000000001,3.319999999999993,-6.8700000000000045,2023-02-28,2023-02,2023-01,6.810000000000002
750,"Sản xuất, chế biến thực phẩm",-8.090000000000003,6.549999999999997,14.739999999999995,2.4200000000000017,2023-02-28,2023-02,2023-01,11.420000000000002
751,Sản xuất đồ uống,16.459999999999994,4.450000000000003,52.28999999999999,32.370000000000005,2023-02-28,2023-02,2023-01,42.03
752,Sản xuất sản phẩm thuốc lá,-12.870000000000005,9.969999999999999,20.989999999999995,2.0900000000000034,2023-02-28,2023-02,2023-01,29.960000000000008
753,Dệt,-25.659999999999997,18.599999999999994,6.780000000000001,-10.989999999999995,2023-02-28,2023-02,2023-01,9.25
754,Sản xuất trang phục,-26.069999999999993,20.260000000000005,5.219999999999999,-11.739999999999995,2023-02-28,2023-02,2023-01,0.37999999999999545
755,Sản xuất da và các sản phẩm có liên quan,-19.47,12.879999999999995,12.219999999999999,-5.290000000000006,2023-02-28,2023-02,2023-01,10.099999999999994
756,"Chế biến gỗ và sản xuất sản phẩm từ gỗ, tre, nứa (trừ giường, tủ, bàn ghế); sản xuất sản phẩm từ rơm, rạ và vật liệu tết bện",-10.870000000000005,8.519999999999996,21.200000000000003,3.3599999999999994,2023-02-28,2023-02,2023-01,22.430000000000007
757,Sản xuất giấy và sản phẩm từ giấy,-29.049999999999997,25.370000000000005,6.1299999999999955,-13.010000000000005,2023-02-28,2023-02,2023-01,5.659999999999997
758,"In, sao chép bản ghi các loại",-21.760000000000005,17.540000000000006,23.14,-2.5600000000000023,2023-02-28,2023-02,2023-01,22.549999999999997
759,"Sản xuất than cốc, sản phẩm dầu mỏ tinh chế",6.969999999999999,-2.6200000000000045,37.03999999999999,19.950000000000003,2023-02-28,2023-02,2023-01,40.91
760,Sản xuất hoá chất và sản phẩm hoá chất,-16.83,6.930000000000007,13.189999999999998,-3.6200000000000045,2023-02-28,2023-02,2023-01,16.879999999999995
761,"Sản xuất thuốc, hoá dược và dược liệu",-12.650000000000006,15.989999999999995,30.25,6.1200000000000045,2023-02-28,2023-02,2023-01,31.00999999999999
762,Sản xuất sản phẩm từ cao su và plastic,-6.959999999999994,9.349999999999994,21.340000000000003,5.950000000000003,2023-02-28,2023-02,2023-01,29.25
763,Sản xuất sản phẩm từ khoáng phi kim loại khác,-19.489999999999995,11.5,4.109999999999999,-8.560000000000002,2023-02-28,2023-02,2023-01,-0.6400000000000006
764,Sản xuất kim loại,-19.930000000000007,16.489999999999995,-4.319999999999993,-12.230000000000004,2023-02-28,2023-02,2023-01,3.260000000000005
765,"Sản xuất sản phẩm từ kim loại đúc sẵn (trừ máy móc, thiết bị)",-12.120000000000005,11.349999999999994,2.3499999999999943,-5.049999999999997,2023-02-28,2023-02,2023-01,4.480000000000004
766,"Sản xuất sản phẩm điện tử, máy vi tính và sản phẩm quang học",-1.0999999999999943,-9.459999999999994,0.480000000000004,-0.3499999999999943,2023-02-28,2023-02,2023-01,-3.230000000000004
767,Sản xuất thiết bị điện,-58.34,25.099999999999994,-42.35,-50.75,2023-02-28,2023-02,2023-01,9.590000000000003
768,"Sản xuất máy móc, thiết bị chưa được phân vào đâu",-22.980000000000004,16.930000000000007,17.849999999999994,-5.299999999999997,2023-02-28,2023-02,2023-01,28.090000000000003
769,Sản xuất xe có động cơ,-23.17,11.680000000000007,17.409999999999997,-6.040000000000006,2023-02-28,2023-02,2023-01,3.769999999999996
770,Sản xuất phương tiện vận tải khác,-24.209999999999994,6.489999999999995,13.329999999999998,-8.590000000000003,2023-02-28,2023-02,2023-01,9.879999999999995
771,"Sản xuất giường, tủ, bàn, ghế",-24.950000000000003,7.510000000000005,0.519999999999996,-13.61,2023-02-28,2023-02,2023-01,9.530000000000001
772,"Công nghiệp chế biến, chế tạo khác",-17.430000000000007,5.409999999999997,9.530000000000001,-5.489999999999995,2023-02-28,2023-02,2023-01,12.549999999999997
773,"Sửa chữa, bảo dưỡng và lắp đặt máy móc, thiết bị",-9.829999999999998,-0.6700000000000017,30.180000000000007,6.480000000000004,2023-02-28,2023-02,2023-01,33.370000000000005
774,Sản xuất và phân phối điện,-12.379999999999995,6.1299999999999955,2.8299999999999983,-5.159999999999997,2023-02-28,2023-02,2023-01,8.260000000000005
775,"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",-1.3900000000000006,9.200000000000003,6.0,2.3299999999999983,2023-02-28,2023-02,2023-01,7.079999999999998
776,"Khai thác, xử lý và cung cấp nước",4.930000000000007,2.780000000000001,3.6299999999999955,4.269999999999996,2023-02-28,2023-02,2023-01,2.6700000000000017
777,Thoát nước và xử lý nước thải,-11.5,3.280000000000001,9.060000000000002,-2.1299999999999955,2023-02-28,2023-02,2023-01,6.560000000000002
778,"Hoạt động thu gom, xử lý và tiêu huỷ rác thải; tái chế phế liệu",-9.019999999999996,21.409999999999997,9.189999999999998,0.14000000000000057,2023-02-28,2023-02,2023-01,13.989999999999995
779,Toàn ngành công nghiệp,,-14.61,-8.040000000000006,-8.040000000000006,2023-01-29,2023-01,2022-12,-14.89
780,Khai khoáng,,-10.730000000000004,-4.859999999999999,-4.859999999999999,2023-01-29,2023-01,2022-12,-13.030000000000001
781,Khai thác than cứng và than non,,-11.719999999999999,-8.819999999999993,-8.819999999999993,2023-01-29,2023-01,2022-12,-15.060000000000002
782,Khai thác dầu thô và khí đốt tự nhiên,,-8.310000000000002,-2.530000000000001,-2.530000000000001,2023-01-29,2023-01,2022-12,-11.849999999999994
783,Khai thác quặng kim loại,,-19.510000000000005,2.8100000000000023,2.8100000000000023,2023-01-29,2023-01,2022-12,-0.7099999999999937
784,Khai khoáng khác,,-24.480000000000004,-6.730000000000004,-6.730000000000004,2023-01-29,2023-01,2022-12,-12.370000000000005
785,Hoạt động dịch vụ hỗ trợ khai thác mỏ và quặng,,0.28000000000000114,-10.700000000000003,-10.700000000000003,2023-01-29,2023-01,2022-12,-20.620000000000005
786,"Công nghiệp chế biến, chế tạo",,-16.049999999999997,-9.099999999999994,-9.099999999999994,2023-01-29,2023-01,2022-12,-15.590000000000003
787,"Sản xuất, chế biến thực phẩm",,-12.569999999999993,-1.9899999999999949,-1.9899999999999949,2023-01-29,2023-01,2022-12,-8.090000000000003
788,Sản xuất đồ uống,,-27.120000000000005,17.459999999999994,17.459999999999994,2023-01-29,2023-01,2022-12,16.459999999999994
789,Sản xuất sản phẩm thuốc lá,,-14.299999999999997,-6.030000000000001,-6.030000000000001,2023-01-29,2023-01,2022-12,-12.870000000000005
790,Dệt,,-14.260000000000005,-11.829999999999998,-11.829999999999998,2023-01-29,2023-01,2022-12,-25.659999999999997
791,Sản xuất trang phục,,-19.349999999999994,-20.989999999999995,-20.989999999999995,2023-01-29,2023-01,2022-12,-26.069999999999993
792,Sản xuất da và các sản phẩm có liên quan,,-19.989999999999995,-14.549999999999997,-14.549999999999997,2023-01-29,2023-01,2022-12,-19.47
793,"Chế biến gỗ và sản xuất sản phẩm từ gỗ, tre, nứa (trừ giường, tủ, bàn ghế); sản xuất sản phẩm từ rơm, rạ và vật liệu tết bện",,-22.78,-5.3700000000000045,-5.3700000000000045,2023-01-29,2023-01,2022-12,-10.870000000000005
794,Sản xuất giấy và sản phẩm từ giấy,,-17.319999999999993,-13.599999999999994,-13.599999999999994,2023-01-29,2023-01,2022-12,-29.049999999999997
795,"In, sao chép bản ghi các loại",,-19.239999999999995,-10.090000000000003,-10.090000000000003,2023-01-29,2023-01,2022-12,-21.760000000000005
796,"Sản xuất than cốc, sản phẩm dầu mỏ tinh chế",,-23.67,-3.9399999999999977,-3.9399999999999977,2023-01-29,2023-01,2022-12,6.969999999999999
797,Sản xuất hoá chất và sản phẩm hoá chất,,-10.629999999999995,-10.040000000000006,-10.040000000000006,2023-01-29,2023-01,2022-12,-16.83
798,"Sản xuất thuốc, hoá dược và dược liệu",,-8.86,-4.189999999999998,-4.189999999999998,2023-01-29,2023-01,2022-12,-12.650000000000006
799,Sản xuất sản phẩm từ cao su và plastic,,-15.819999999999993,-4.439999999999998,-4.439999999999998,2023-01-29,2023-01,2022-12,-6.959999999999994
800,Sản xuất sản phẩm từ khoáng phi kim loại khác,,-18.42,-3.3799999999999955,-3.3799999999999955,2023-01-29,2023-01,2022-12,-19.489999999999995
801,Sản xuất kim loại,,-1.7600000000000051,-14.530000000000001,-14.530000000000001,2023-01-29,2023-01,2022-12,-19.930000000000007
802,"Sản xuất sản phẩm từ kim loại đúc sẵn (trừ máy móc, thiết bị)",,-22.019999999999996,-7.25,-7.25,2023-01-29,2023-01,2022-12,-12.120000000000005
803,"Sản xuất sản phẩm điện tử, máy vi tính và sản phẩm quang học",,-4.819999999999993,-3.200000000000003,-3.200000000000003,2023-01-29,2023-01,2022-12,-1.0999999999999943
804,Sản xuất thiết bị điện,,-28.870000000000005,-19.060000000000002,-19.060000000000002,2023-01-29,2023-01,2022-12,-58.34
805,"Sản xuất máy móc, thiết bị chưa được phân vào đâu",,-34.31999999999999,-12.099999999999994,-12.099999999999994,2023-01-29,2023-01,2022-12,-22.980000000000004
806,Sản xuất xe có động cơ,,-24.099999999999994,-23.900000000000006,-23.900000000000006,2023-01-29,2023-01,2022-12,-23.17
807,Sản xuất phương tiện vận tải khác,,-32.28,-27.120000000000005,-27.120000000000005,2023-01-29,2023-01,2022-12,-24.209999999999994
808,"Sản xuất giường, tủ, bàn, ghế",,-32.92,-17.36,-17.36,2023-01-29,2023-01,2022-12,-24.950000000000003
809,"Công nghiệp chế biến, chế tạo khác",,-20.650000000000006,-8.409999999999997,-8.409999999999997,2023-01-29,2023-01,2022-12,-17.430000000000007
810,"Sửa chữa, bảo dưỡng và lắp đặt máy móc, thiết bị",,-37.86,3.819999999999993,3.819999999999993,2023-01-29,2023-01,2022-12,-9.829999999999998
811,Sản xuất và phân phối điện,,-6.560000000000002,-3.3599999999999994,-3.3599999999999994,2023-01-29,2023-01,2022-12,-12.379999999999995
812,"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",,-4.5,3.719999999999999,3.719999999999999,2023-01-29,2023-01,2022-12,-1.3900000000000006
813,"Khai thác, xử lý và cung cấp nước",,-2.480000000000004,5.890000000000001,5.890000000000001,2023-01-29,2023-01,2022-12,4.930000000000007
814,Thoát nước và xử lý nước thải,,-25.78,-6.540000000000006,-6.540000000000006,2023-01-29,2023-01,2022-12,-11.5
815,"Hoạt động thu gom, xử lý và tiêu huỷ rác thải; tái chế phế liệu",,-2.8599999999999994,2.3700000000000045,2.3700000000000045,2023-01-29,2023-01,2022-12,-9.019999999999996
816,Toàn ngành công nghiệp,3.4599999999999937,-1.0100000000000051,0.18999999999999773,7.760000000000005,2022-12-29,2022-12,2022-11,0.18999999999999773
817,Khai khoáng,16.75,-1.519999999999996,-5.060000000000002,5.450000000000003,2022-12-29,2022-12,2022-11,-5.060000000000002
818,Khai thác than cứng và than non,-4.969999999999999,-9.569999999999993,-7.1200000000000045,4.680000000000007,2022-12-29,2022-12,2022-11,-7.1200000000000045
819,Khai thác dầu thô và khí đốt tự nhiên,32.870000000000005,3.3100000000000023,-6.579999999999998,3.5600000000000023,2022-12-29,2022-12,2022-11,-6.579999999999998
820,Khai thác quặng kim loại,0.9000000000000057,-16.11,44.03999999999999,9.219999999999999,2022-12-29,2022-12,2022-11,44.03999999999999
821,Khai khoáng khác,-0.23999999999999488,1.9899999999999949,-2.519999999999996,0.3299999999999983,2022-12-29,2022-12,2022-11,-2.519999999999996
822,Hoạt động dịch vụ hỗ trợ khai thác mỏ và quặng,41.28,-17.939999999999998,11.920000000000002,48.78999999999999,2022-12-29,2022-12,2022-11,11.920000000000002
823,"Công nghiệp chế biến, chế tạo",2.319999999999993,-1.0,0.5600000000000023,8.040000000000006,2022-12-29,2022-12,2022-11,0.5600000000000023
824,"Sản xuất, chế biến thực phẩm",7.069999999999993,3.760000000000005,5.790000000000006,8.799999999999997,2022-12-29,2022-12,2022-11,5.790000000000006
825,Sản xuất đồ uống,22.129999999999995,5.1200000000000045,42.08000000000001,32.30000000000001,2022-12-29,2022-12,2022-11,42.08000000000001
826,Sản xuất sản phẩm thuốc lá,2.1700000000000017,3.230000000000004,5.8799999999999955,8.590000000000003,2022-12-29,2022-12,2022-11,5.8799999999999955
827,Dệt,5.329999999999998,5.569999999999993,-1.8199999999999932,3.4200000000000017,2022-12-29,2022-12,2022-11,-1.8199999999999932
828,Sản xuất trang phục,4.219999999999999,-0.75,-2.430000000000007,14.760000000000005,2022-12-29,2022-12,2022-11,-2.430000000000007
829,Sản xuất da và các sản phẩm có liên quan,6.719999999999999,0.6899999999999977,6.959999999999994,15.579999999999998,2022-12-29,2022-12,2022-11,6.959999999999994
830,"Chế biến gỗ và sản xuất sản phẩm từ gỗ, tre, nứa (trừ giường, tủ, bàn ghế); sản xuất sản phẩm từ rơm, rạ và vật liệu tết bện",17.260000000000005,-0.8599999999999994,12.959999999999994,17.150000000000006,2022-12-29,2022-12,2022-11,12.959999999999994
831,Sản xuất giấy và sản phẩm từ giấy,9.150000000000006,1.0100000000000051,5.5,10.040000000000006,2022-12-29,2022-12,2022-11,5.5
832,"In, sao chép bản ghi các loại",-7.450000000000003,4.030000000000001,-4.840000000000003,3.8700000000000045,2022-12-29,2022-12,2022-11,-4.840000000000003
833,"Sản xuất than cốc, sản phẩm dầu mỏ tinh chế",29.930000000000007,2.989999999999995,11.730000000000004,9.200000000000003,2022-12-29,2022-12,2022-11,11.730000000000004
834,Sản xuất hoá chất và sản phẩm hoá chất,-4.450000000000003,1.7999999999999972,-0.5300000000000011,3.6500000000000057,2022-12-29,2022-12,2022-11,-0.5300000000000011
835,"Sản xuất thuốc, hoá dược và dược liệu",27.72,1.1599999999999966,21.260000000000005,19.189999999999998,2022-12-29,2022-12,2022-11,21.260000000000005
836,Sản xuất sản phẩm từ cao su và plastic,-16.64,3.019999999999996,-10.189999999999998,-6.560000000000002,2022-12-29,2022-12,2022-11,-10.189999999999998
837,Sản xuất sản phẩm từ khoáng phi kim loại khác,2.980000000000004,5.450000000000003,5.239999999999995,5.8799999999999955,2022-12-29,2022-12,2022-11,5.239999999999995
838,Sản xuất kim loại,-4.819999999999993,-6.349999999999994,-5.060000000000002,-2.549999999999997,2022-12-29,2022-12,2022-11,-5.060000000000002
839,"Sản xuất sản phẩm từ kim loại đúc sẵn (trừ máy móc, thiết bị)",-1.1500000000000057,3.9399999999999977,-0.769999999999996,6.920000000000002,2022-12-29,2022-12,2022-11,-0.769999999999996
840,"Sản xuất sản phẩm điện tử, máy vi tính và sản phẩm quang học",5.939999999999998,-5.060000000000002,-1.9300000000000068,7.569999999999993,2022-12-29,2022-12,2022-11,-1.9300000000000068
841,Sản xuất thiết bị điện,-13.879999999999995,-6.200000000000003,-14.5,7.459999999999994,2022-12-29,2022-12,2022-11,-14.5
842,"Sản xuất máy móc, thiết bị chưa được phân vào đâu",24.5,18.47,42.34,19.08,2022-12-29,2022-12,2022-11,42.34
843,Sản xuất xe có động cơ,14.61,-1.0300000000000011,10.689999999999998,7.299999999999997,2022-12-29,2022-12,2022-11,10.689999999999998
844,Sản xuất phương tiện vận tải khác,28.599999999999994,-0.7900000000000063,7.799999999999997,12.260000000000005,2022-12-29,2022-12,2022-11,7.799999999999997
845,"Sản xuất giường, tủ, bàn, ghế",-12.120000000000005,2.200000000000003,-15.280000000000001,0.5699999999999932,2022-12-29,2022-12,2022-11,-15.280000000000001
846,"Công nghiệp chế biến, chế tạo khác",-2.1099999999999994,3.9599999999999937,12.019999999999996,14.260000000000005,2022-12-29,2022-12,2022-11,12.019999999999996
