,Ngành,Total-M,YOY,Total-YOY,YTD-YOY,Date,Month,PreMonth,MOM
4513,Sắt thép,425.42104500475625,,1519.9193180047562,1.5630366716869304,2015-03-29,2015-03,2015-02,1.2907250011324294
4514,Kim loại thường khác,330,,845.800439,11.090081192622137,2015-03-29,2015-03,2015-02,77.41935483870967
4515,"Điện tử, máy tính và linh kiện",1900,,5460.523622000001,31.053514056988263,2015-03-29,2015-03,2015-02,42.85714285714286
4516,Điện thoại và linh kiện,950,,2571.200113,25.017465369937526,2015-03-29,2015-03,2015-02,62.393162393162385
4517,"Máy móc thiết bị, dụng cụ PT khác",2300,,6892.178835,44.406694159832654,2015-03-29,2015-03,2015-02,18.863049095607238
4518,Ô tô,436.8565035477226,,1120.4983145477227,73.62181296872083,2015-03-29,2015-03,2015-02,70.64707169832914
4519,Trong đó: Nguyên chiếc(*),216.8565035477226,,537.1086785477227,154.67049103447886,2015-03-29,2015-03,2015-02,66.8126950367097
4520,"Xe máy và linh kiện, phụ tùng",35,,89.656024,-4.71903062458297,2015-03-29,2015-03,2015-02,75.0
4521,Phương tiện vận tải khác và PT,65,,132.308176,30.488350235757565,2015-03-29,2015-03,2015-02,140.74074074074073
4522,TỔNG TRỊ GIÁ,9300,,23066,16.299999999999997,2015-02-28,2015-02,2015-01,-30.59701492537313
4523,Khu vực kinh tế trong nước,3650,,9091,6.700000000000003,2015-02-28,2015-02,2015-01,-34.82142857142857
4524,Khu vực có vốn đầu tư NN,5650,,13975,23.400000000000006,2015-02-28,2015-02,2015-01,-27.56410256410257
4525,Thủy sản,50,,149.494953,-12.880903521848055,2015-02-28,2015-02,2015-01,-52.38095238095239
4526,Sữa và sản phẩm sữa,38,,124.451727,-24.993274801697808,2015-02-28,2015-02,2015-01,-52.5
4527,Rau quả,30,,73.843543,16.65128030485343,2015-02-28,2015-02,2015-01,-25.0
4528,Lúa mỳ,10,,70.668016,-33.81998626410096,2015-02-28,2015-02,2015-01,-75.26860312249751
4529,Dầu mỡ động thực vật,32,,86.923467,-7.44146182819631,2015-02-28,2015-02,2015-01,-41.81818181818182
4530,Thức ăn gia súc và NPL,143,,469.490384,7.075860312462339,2015-02-28,2015-02,2015-01,-47.03703703703703
4531,Xăng dầu,236,,620.596713,-52.221959269668176,2015-02-28,2015-02,2015-01,-37.378195307623876
4532,Khí đốt hóa lỏng,16,,70.927092,0.5004398792573568,2015-02-28,2015-02,2015-01,-64.65866110088683
4533,Sản phẩm khác từ dầu mỏ,60,,185.356445,22.56761341031259,2015-02-28,2015-02,2015-01,-53.84615384615385
4534,Hóa chất,164,,421.492684,-10.478300484101183,2015-02-28,2015-02,2015-01,-31.66666666666667
4535,Sản phẩm hoá chất,184,,463.342542,10.05424133213593,2015-02-28,2015-02,2015-01,-31.851851851851848
4536,Tân dược,102,,257.459754,-6.193836757940488,2015-02-28,2015-02,2015-01,-36.25000000000001
4537,Phân bón,50,,155.522907,1.5648326062993618,2015-02-28,2015-02,2015-01,-44.30636599379961
4538,Thuốc trừ sâu,67,,140.597408,13.807503039610808,2015-02-28,2015-02,2015-01,-10.666666666666671
4539,Chất dẻo,300,,759.5409930000001,-13.54121278134582,2015-02-28,2015-02,2015-01,-36.92055881094518
4540,Sản phẩm chất dẻo,220,,515.956997,27.328758727300055,2015-02-28,2015-02,2015-01,-21.42857142857143
4541,Cao su,38,,95.726999,0.33672711229478125,2015-02-28,2015-02,2015-01,-46.5931415099803
4542,Gỗ và sản phẩm gỗ,110,,296.960715,1.27351410182375,2015-02-28,2015-02,2015-01,-38.888888888888886
4543,Giấy các loại,73,,192.695649,-3.0381324764910858,2015-02-28,2015-02,2015-01,-36.06324530251602
4544,Bông,60,,190.366368,-11.813796845314997,2015-02-28,2015-02,2015-01,-45.68661695177531
4545,Sợi dệt,80,,214.769812,-2.1638026644040167,2015-02-28,2015-02,2015-01,-43.724827117865594
4546,Vải,500,,1279.789579,12.606329995623327,2015-02-28,2015-02,2015-01,-37.5
4547,"Nguyên PL dệt, may, giày dép",260,,630.869372,11.19857308083536,2015-02-28,2015-02,2015-01,-31.578947368421055
4548,Sắt thép,420,,1069.4883260000001,15.577250752417498,2015-02-28,2015-02,2015-01,-37.531316177110405
4549,Kim loại thường khác,186,,494.705402,4.003108681412158,2015-02-28,2015-02,2015-01,-41.277016916056105
4550,"Điện tử, máy tính và linh kiện",1330,,3267.148749,31.90281153920853,2015-02-28,2015-02,2015-01,-28.108108108108112
4551,Điện thoại và linh kiện,585,,1509.581255,26.215857739223253,2015-02-28,2015-02,2015-01,-35.0
4552,"Máy móc thiết bị, dụng cụ PT khác",1935,,4521.910065,47.530625928789135,2015-02-28,2015-02,2015-01,-19.375
4553,Ô tô,256,,651.895975,61.902033103232014,2015-02-28,2015-02,2015-01,-31.901254826657393
4554,Trong đó: Nguyên chiếc(*),130,,315.778813,169.35960149505462,2015-02-28,2015-02,2015-01,-16.626420136792547
4555,"Xe máy và linh kiện, phụ tùng",20,,53.894849,-5.26449963897754,2015-02-28,2015-02,2015-01,-42.85714285714286
4556,Phương tiện vận tải khác và PT,27,,69.12053,8.165450870970119,2015-02-28,2015-02,2015-01,-46.0
4557,TỔNG TRỊ GIÁ,13400,35.5,13400,35.5,2015-01-29,2015-01,2014-12,-4.285714285714278
4558,Khu vực kinh tế trong nước,5600,28,5600,28,2015-01-29,2015-01,2014-12,-0.8849557522123916
4559,Khu vực có vốn đầu tư NN,7800,41.400000000000006,7800,41.400000000000006,2015-01-29,2015-01,2014-12,-6.58682634730539
4560,Thủy sản,105,5.903402621861616,105,5.903402621861616,2015-01-29,2015-01,2014-12,0.0
4561,Sữa và sản phẩm sữa,80,5.412767739371162,80,5.412767739371162,2015-01-29,2015-01,2014-12,-11.111111111111114
4562,Rau quả,40,9.330987017464622,40,9.330987017464622,2015-01-29,2015-01,2014-12,-0.19282338220473605
4563,Lúa mỳ,40.43443259404704,-21.47572212365128,40.43443259404704,-21.47572212365128,2015-01-29,2015-01,2014-12,34.78144198015681
4564,Dầu mỡ động thực vật,55,4.372137451804733,55,4.372137451804733,2015-01-29,2015-01,2014-12,-32.92682926829268
4565,Thức ăn gia súc và NPL,270,35.234169459323226,270,35.234169459323226,2015-01-29,2015-01,2014-12,0.0
4566,Xăng dầu,376.86553614883564,-48.236474109407666,376.86553614883564,-48.236474109407666,2015-01-29,2015-01,2014-12,-4.6310465654133
4567,Khí đốt hóa lỏng,45.272761299944676,16.804881129565814,45.272761299944676,16.804881129565814,2015-01-29,2015-01,2014-12,-14.584409929925854
4568,Sản phẩm khác từ dầu mỏ,130,59.298892733002646,130,59.298892733002646,2015-01-29,2015-01,2014-12,44.44444444444443
4569,Hóa chất,240,7.06617863999044,240,7.06617863999044,2015-01-29,2015-01,2014-12,-20.0
4570,Sản phẩm hoá chất,270,29.96769753963639,270,29.96769753963639,2015-01-29,2015-01,2014-12,-6.896551724137936
4571,Tân dược,160,5.153753715607891,160,5.153753715607891,2015-01-29,2015-01,2014-12,-11.111111111111114
4572,Phân bón,89.77686748620765,57.0137899334168,89.77686748620765,57.0137899334168,2015-01-29,2015-01,2014-12,-0.24792501532483868
4573,Thuốc trừ sâu,75,21.238093105844328,75,21.238093105844328,2015-01-29,2015-01,2014-12,-6.25
4574,Chất dẻo,475.59076990056514,11.504164644281616,475.59076990056514,11.504164644281616,2015-01-29,2015-01,2014-12,-17.373049511614923
4575,Sản phẩm chất dẻo,280,43.619989959629066,280,43.619989959629066,2015-01-29,2015-01,2014-12,-6.666666666666671
4576,Cao su,71.15191021224581,46.53207374788215,71.15191021224581,46.53207374788215,2015-01-29,2015-01,2014-12,9.340315514509555
4577,Gỗ và sản phẩm gỗ,180,14.950366060398636,180,14.950366060398636,2015-01-29,2015-01,2014-12,5.882352941176478
4578,Giấy các loại,114.17532895655819,21.569948736928012,114.17532895655819,21.569948736928012,2015-01-29,2015-01,2014-12,-10.096738345229895
4579,Bông,110.47001058049757,13.79092358326561,110.47001058049757,13.79092358326561,2015-01-29,2015-01,2014-12,10.110179927165987
4580,Sợi dệt,142.15860370177109,29.787290821519974,142.15860370177109,29.787290821519974,2015-01-29,2015-01,2014-12,1.5418597869793444
4581,Vải,800,38.59565152990271,800,38.59565152990271,2015-01-29,2015-01,2014-12,-11.111111111111114
4582,"Nguyên PL dệt, may, giày dép",380,43.19363282125883,380,43.19363282125883,2015-01-29,2015-01,2014-12,-15.555555555555557
4583,Sắt thép,672.336880333158,65.5456813535126,672.336880333158,65.5456813535126,2015-01-29,2015-01,2014-12,-2.5598724154843495
4584,Kim loại thường khác,316.7414021425222,38.744670178681474,316.7414021425222,38.744670178681474,2015-01-29,2015-01,2014-12,-12.41995201302474
4585,"Điện tử, máy tính và linh kiện",1850,50.28121913330378,1850,50.28121913330378,2015-01-29,2015-01,2014-12,-2.631578947368425
4586,Điện thoại và linh kiện,900,50.02704962700267,900,50.02704962700267,2015-01-29,2015-01,2014-12,5.882352941176478
4587,"Máy móc thiết bị, dụng cụ PT khác",2400,49.9723555019776,2400,49.9723555019776,2015-01-29,2015-01,2014-12,4.347826086956516
4588,Ô tô,375.9246948653199,116.50070254747797,375.9246948653199,116.50070254747797,2015-01-29,2015-01,2014-12,-11.937537637310243
4589,Trong đó: Nguyên chiếc(*),155.92469486531988,144.47306714529998,155.92469486531988,144.47306714529998,2015-01-29,2015-01,2014-12,-31.27563378389374
4590,"Xe máy và linh kiện, phụ tùng",35,29.608493844503784,35,29.608493844503784,2015-01-29,2015-01,2014-12,-12.5
4591,Phương tiện vận tải khác và PT,50,72.3867283870915,50,72.3867283870915,2015-01-29,2015-01,2014-12,0.0
4592,TỔNG TRỊ GIÁ,14000,,148058,12.099999999999994,2014-12-29,2014-12,2014-11,3.7037037037036953
4593,Khu vực kinh tế trong nước,5650,,63492,10.200000000000003,2014-12-29,2014-12,2014-11,0.8928571428571388
4594,Khu vực có vốn đầu tư NN,8350,,84566,13.599999999999994,2014-12-29,2014-12,2014-11,5.696202531645582
4595,Thủy sản,105,,1063.251364,47.61761708546834,2014-12-29,2014-12,2014-11,40.0
4596,Sữa và sản phẩm sữa,90,,1097.969164,0.16767764707641675,2014-12-29,2014-12,2014-11,5.882352941176478
4597,Rau quả,40.07727836363637,,519.5158743636364,28.08633911378476,2014-12-29,2014-12,2014-11,5.466522009569388
4598,Lúa mỳ,30,,623.469382,0.6456849954015382,2014-12-29,2014-12,2014-11,-33.28236434705795
4599,Dầu mỡ động thực vật,82,,767.026273,10.810399628857098,2014-12-29,2014-12,2014-11,-3.529411764705884
4600,Thức ăn gia súc và NPL,270,,3250.657532,5.640840173400335,2014-12-29,2014-12,2014-11,-10.0
4601,Dầu thô,0,,493.080388,-55.287342735017845,2014-12-29,2014-12,2014-11,
4602,Xăng dầu,395.16585070562473,,7623.956749705624,9.349670985134154,2014-12-29,2014-12,2014-11,8.923584187681755
4603,Khí đốt hóa lỏng,53.002925183568166,,789.7965131835682,22.65699938626784,2014-12-29,2014-12,2014-11,-14.588353176081696
4604,Sản phẩm khác từ dầu mỏ,90,,1015.49484,14.221163036790571,2014-12-29,2014-12,2014-11,12.5
4605,Hóa chất,300,,3320.332557,9.508978740726093,2014-12-29,2014-12,2014-11,0.0
4606,Sản phẩm hoá chất,290,,3220.579845,14.62942069026576,2014-12-29,2014-12,2014-11,0.0
4607,Tân dược,180,,2002.465719,6.55792084954885,2014-12-29,2014-12,2014-11,5.882352941176478
4608,Phân bón,90,,1253.106681,-26.57535523557266,2014-12-29,2014-12,2014-11,-13.320988782696759
4609,Thuốc trừ sâu,80,,770.127695,2.978316238208194,2014-12-29,2014-12,2014-11,6.666666666666671
4610,Chất dẻo,575.5879493185691,,6339.133585318569,10.944454117128629,2014-12-29,2014-12,2014-11,5.365512684353305
4611,Sản phẩm chất dẻo,300,,3171.226093,22.559356479072818,2014-12-29,2014-12,2014-11,0.0
4612,Cao su,65.07381095201238,,653.8484579520124,-2.9223021617643496,2014-12-29,2014-12,2014-11,-5.4986119873098716
4613,Gỗ và sản phẩm gỗ,170,,2201.676316,33.56029740821086,2014-12-29,2014-12,2014-11,6.25
4614,Giấy các loại,126.99798300421313,,1422.3555180042133,7.028713316757276,2014-12-29,2014-12,2014-11,-4.86147887780956
4615,Bông,100.32679144977295,,1437.9791294497732,22.72845698288532,2014-12-29,2014-12,2014-11,-16.298199175064994
4616,Sợi dệt,140,,1563.315901,3.040472547276906,2014-12-29,2014-12,2014-11,2.7871106842737703
4617,Vải,900,,9506.065623,13.98389730238489,2014-12-29,2014-12,2014-11,0.0
4618,"Nguyên PL dệt, may, giày dép",450,,4747.477815,25.614080697948722,2014-12-29,2014-12,2014-11,4.651162790697683
4619,Sắt thép,690,,7601.269794,14.191846408371234,2014-12-29,2014-12,2014-11,-5.1728541487796775
4620,Kim loại thường khác,361.6593155893536,,3458.4463745893536,18.28769527044163,2014-12-29,2014-12,2014-11,9.191939348172923
4621,"Điện tử, máy tính và linh kiện",1900,,18774.564977,5.990158242367926,2014-12-29,2014-12,2014-11,-2.564102564102569
4622,Điện thoại và linh kiện,850,,8589.238708,6.72455914196442,2014-12-29,2014-12,2014-11,3.6585365853658516
4623,"Máy móc thiết bị, dụng cụ PT khác",2300,,22463.666304,20.223916581738834,2014-12-29,2014-12,2014-11,4.545454545454547
4624,Ô tô,426.88415106660864,,3676.2480790666086,53.07462915102306,2014-12-29,2014-12,2014-11,20.33954632152863
4625,Trong đó: Nguyên chiếc(*),226.88415106660864,,1570.3830330666087,117.31784109958897,2014-12-29,2014-12,2014-11,46.629398997291275
4626,"Xe máy và linh kiện, phụ tùng",40,,394.655712,-13.889172769159103,2014-12-29,2014-12,2014-11,14.194932577027913
4627,Phương tiện vận tải khác và PT,50,,757.19128,-52.76942686329389,2014-12-29,2014-12,2014-11,25.0
4628,TỔNG TRỊ GIÁ,13500,,134972,12.599999999999994,2014-11-28,2014-11,2014-10,-0.735294117647058
4629,Khu vực kinh tế trong nước,5600,,58301,12.700000000000003,2014-11-28,2014-11,2014-10,0.0
4630,Khu vực có vốn đầu tư NN,7900,,76671,12.5,2014-11-28,2014-11,2014-10,-1.25
4631,Thủy sản,75,,958.17027,59.86449150268251,2014-11-28,2014-11,2014-10,-6.25
4632,Sữa và sản phẩm sữa,85,,1007.278338,1.3488153221260717,2014-11-28,2014-11,2014-10,-10.526315789473685
4633,Rau quả,38,,479.431718,29.882928743215615,2014-11-28,2014-11,2014-10,-15.555555555555557
4634,Lúa mỳ,44.965622217275154,,608.4668442172751,7.917883473219561,2014-11-28,2014-11,2014-10,-28.87938996274933
4635,Dầu mỡ động thực vật,85,,695.561994,12.916896139724358,2014-11-28,2014-11,2014-10,54.54545454545453
4636,Thức ăn gia súc và NPL,300,,3041.088544,8.05483940021179,2014-11-28,2014-11,2014-10,0.0
4637,Dầu thô,,,431.420507,-57.72664712893795,2014-11-28,2014-11,2014-10,
4638,Xăng dầu,362.79181744949807,,7190.265724449498,13.88843519953646,2014-11-28,2014-11,2014-10,-40.09761471412235
4639,Khí đốt hóa lỏng,62.05585204654486,,732.4513440465448,30.399232964179248,2014-11-28,2014-11,2014-10,-37.94414795345514
4640,Sản phẩm khác từ dầu mỏ,80,,933.84273,15.777492343292849,2014-11-28,2014-11,2014-10,-23.80952380952381
4641,Hóa chất,300,,3051.328304,11.472263598635607,2014-11-28,2014-11,2014-10,-9.090909090909093
4642,Sản phẩm hoá chất,290,,2948.069992,15.9662090797476,2014-11-28,2014-11,2014-10,-3.3333333333333286
4643,Tân dược,170,,1837.497354,6.378093716057194,2014-11-28,2014-11,2014-10,0.0
4644,Phân bón,103.83136440535885,,1188.093532405359,-23.5145942744316,2014-11-28,2014-11,2014-10,-27.942302867572835
4645,Thuốc trừ sâu,75,,698.197229,4.518466819501256,2014-11-28,2014-11,2014-10,15.384615384615373
4646,Chất dẻo,546.2773678545803,,5783.99059885458,11.732466139240088,2014-11-28,2014-11,2014-10,-8.550789353542996
4647,Sản phẩm chất dẻo,300,,2883.386091,22.457786180083673,2014-11-28,2014-11,2014-10,-3.225806451612897
4648,Cao su,68.86016419491526,,598.7614381949152,-3.066084898109139,2014-11-28,2014-11,2014-10,1.1977150047232499
4649,Gỗ và sản phẩm gỗ,160,,2045.425176,43.220329349389914,2014-11-28,2014-11,2014-10,-11.111111111111114
4650,Giấy các loại,133.4874470469267,,1299.2905090469267,7.726578333123001,2014-11-28,2014-11,2014-10,-2.3649153006111874
4651,Bông,119.86216599999999,,1355.292025,22.190387680844253,2014-11-28,2014-11,2014-10,-10.521107708662129
4652,Sợi dệt,136.203848,,1431.893099,3.434823675599887,2014-11-28,2014-11,2014-10,-5.301290981461506
4653,Vải,900,,8685.896645,14.559049247801184,2014-11-28,2014-11,2014-10,4.651162790697683
4654,"Nguyên PL dệt, may, giày dép",430,,4339.338014,25.383100455462525,2014-11-28,2014-11,2014-10,0.0
4655,Sắt thép,727.6397426139769,,6992.192276613977,13.733481069767066,2014-11-28,2014-11,2014-10,-7.899500761365928
4656,Kim loại thường khác,331.2142981874835,,3139.5028061874837,19.256245262029807,2014-11-28,2014-11,2014-10,0.8456028617047906
4657,"Điện tử, máy tính và linh kiện",1950,,16971.869332000002,3.917002662847537,2014-11-28,2014-11,2014-10,8.333333333333329
4658,Điện thoại và linh kiện,820,,7718.601557,3.011513840784204,2014-11-28,2014-11,2014-10,17.142857142857153
4659,"Máy móc thiết bị, dụng cụ PT khác",2200,,20497.180967,21.10769521788734,2014-11-28,2014-11,2014-10,4.761904761904773
4660,Ô tô,354.733056684492,,3202.7286566844923,49.27431823835667,2014-11-28,2014-11,2014-10,-6.658991960681547
4661,Trong đó: Nguyên chiếc(*),154.73305668449197,,1292.285796684492,100.6909747844187,2014-11-28,2014-11,2014-10,3.12795155585421
