,Ngành,Total-Pre-Month,E-Total-M,E-MOM,YOY,Total-YTD,YTD-YOY,Date,Month,PreMonth,Total-M,MOM
1146,Thép cán,687.1818949103881,776.985117066634,13.068333554968973,4.433483476698115,2289.414151115103,5.097732012757092,2022-03-29,2022-03,2022-02,874.263611496453,27.224482771109876
1147,"Thép thanh, thép góc",763.5730357160554,968.2380936234532,26.803599437671238,19.8314472306254,2550.2212494776204,10.997014768292445,2022-03-29,2022-03,2022-02,1056.7576911690726,38.396412882505416
1148,Điện thoại di động,15.642969,17.926981,14.600885548005621,-13.086887751453546,50.591178,-9.272004142652506,2022-03-29,2022-03,2022-02,17.529273,12.058478157183572
1149,Linh kiện điện thoại,45.84728297042741,54.575322263340894,19.037200739994304,65.75187530059583,147.4222671274467,18.969023757958922,2022-03-29,2022-03,2022-02,51.093549978911696,11.442918028246638
1150,Tivi,1040.58099797737,1173.17516645361,12.742320754844656,-13.107655105292295,3334.5962801250103,-23.266209647745356,2022-03-29,2022-03,2022-02,1051.8787317910699,1.0857140228064566
1151,Ô tô,30.246208606050622,42.53655896113673,40.63435029218002,11.841187813574322,109.25455469097538,13.410761010266327,2022-03-29,2022-03,2022-02,39.876658890977794,31.840189989963392
1152,Xe máy,204.53453824936796,297.55241665791357,45.47783430842301,2.7814910735452827,825.0143920599938,6.172755346184289,2022-03-29,2022-03,2022-02,303.53096092523515,48.40083416873634
1153,Điện sản xuất,17.544135999999998,21.976786108,25.265707630173424,3.133881328663719,59.53831946,7.084966027679229,2022-03-29,2022-03,2022-02,22.371705000000002,27.516709856786363
1154,Nước máy thương phẩm,270.0516231612226,278.6534268017165,3.1852441913887475,9.619758773295246,812.5114612177224,5.810124663319584,2022-03-29,2022-03,2022-02,259.3740557199631,-3.9538986347380387
1155,Than đá (than sạch),3806.1,3315.2,-12.897716822994667,11.199938960952124,7121.299999999999,5.30146267590051,2022-02-28,2022-02,2022-01,3137.96214716633,-17.554395649974254
1156,Dầu mỏ thô khai thác,773.5,686.1,-11.299288946347758,-3.7789621318372895,1459.6,-3.534302709847992,2022-02-28,2022-02,2022-01,700.0,-9.502262443438909
1157,Khí đốt thiên nhiên dạng khí,656.1,442.2,-32.60173754000914,-22.275268061170678,1098.3,-13.44660729765937,2022-02-28,2022-02,2022-01,560.0,-14.647157445511354
1158,Khí hoá lỏng (LPG),74.1,65.9,-11.066126855600515,-5.6616150418469715,140.0,-4.007769571892339,2022-02-28,2022-02,2022-01,68.77748199999999,-7.182885290148448
1159,"Xăng, dầu",1053.2,826.8,-21.496391948347906,-13.241337256357369,1880.0,-12.782318250445172,2022-02-28,2022-02,2022-01,788.0969796605,-25.1711944872294
1160,Alumin,118.7,112.5,-5.223251895534958,6.136581269959578,231.2,20.280736360737478,2022-02-28,2022-02,2022-01,113.32139,-4.531263689974736
1161,Thuỷ hải sản chế biến,336.4,313.8,-6.71819262782401,19.09358093104703,650.2,15.04278525528639,2022-02-28,2022-02,2022-01,277.7299301678234,-17.440567726568545
1162,Sữa tươi,156.4,152.2,-2.685421994884919,15.804564488344369,308.6,11.453987766446133,2022-02-28,2022-02,2022-01,147.6967477809601,-5.564739270485873
1163,Sữa bột,9.7,10.5,8.247422680412384,8.857969260980909,20.2,-3.5418051179421752,2022-02-28,2022-02,2022-01,9.331311440094083,-3.800912988720782
1164,Đường kính,193.2,179.4,-7.142857142857139,16.482681142291526,372.6,3.564058329711912,2022-02-28,2022-02,2022-01,180.4488699176591,-6.59996381073546
1165,Bột ngọt,37.6,33.9,-9.840425531914903,20.103900940527254,71.5,17.603699699509036,2022-02-28,2022-02,2022-01,34.1733741601696,-9.113366595293613
1166,Thức ăn cho gia súc,1091.9,1016.0,-6.951186006044523,13.017604482327556,2107.9,10.436688974969826,2022-02-28,2022-02,2022-01,896.6124977722715,-17.88510873044497
1167,Thức ăn cho thủy sản,517.5,514.1,-0.6570048309178702,-3.2568166813343,1031.6,-4.412208524323702,2022-02-28,2022-02,2022-01,426.9630764093798,-17.495057698670564
1168,Bia,371.1,318.6,-14.147130153597402,11.790110869926366,689.7,-0.9225304597600115,2022-02-28,2022-02,2022-01,325.4146607442863,-12.310789344034944
1169,Thuốc lá điếu,493.9,412.6,-16.460822028750755,15.716635838059332,906.5,7.9304186961165755,2022-02-28,2022-02,2022-01,394.3658886721197,-20.152685022854882
1170,Vải dệt từ sợi tự nhiên,62.2,59.3,-4.662379421221871,13.852186464724852,121.5,11.83556873633735,2022-02-28,2022-02,2022-01,58.75551273411656,-5.537760877626113
1171,Vải dệt từ sợi tổng hợp hoặc sợi nhân tạo,79.3,79.9,0.756620428751603,2.8545896089809304,159.2,-6.596258930412674,2022-02-28,2022-02,2022-01,71.4425086792994,-9.908564086633803
1172,Quần áo mặc thường,445.5,387.2,-13.086419753086417,18.105598696307965,832.7,14.076968664941546,2022-02-28,2022-02,2022-01,408.50035870072463,-8.305194455505145
1173,"Giày, dép da",24.6,20.2,-17.886178861788622,12.945609245737643,44.8,9.245007575471021,2022-02-28,2022-02,2022-01,17.707648100883908,-28.017690646813392
1174,Phân U rê,248.7,192.5,-22.597507036590272,-4.374182973756547,441.2,5.823851392320819,2022-02-28,2022-02,2022-01,200.987647915493,-19.184701280461198
1175,Phân hỗn hợp N.P.K,271.8,266.9,-1.8027961736571143,18.797957531836857,538.7,6.05696499844872,2022-02-28,2022-02,2022-01,177.44986007608094,-34.7130757630313
1176,Sơn hoá học,89.7,77.9,-13.154960981047935,7.627918350033582,167.60000000000002,6.566330398165121,2022-02-28,2022-02,2022-01,52.736246580946634,-41.20819779158681
1177,Xi măng,9.2,7.6,-17.391304347826093,27.350291822987003,16.799999999999997,10.995968478271422,2022-02-28,2022-02,2022-01,6.910560158115946,-24.88521567265275
1178,"Sắt, thép thô",1939.6,2008.7,3.5625902247886216,6.565470431878339,3948.3,-3.359507997559902,2022-02-28,2022-02,2022-01,1878.045153262646,-3.173584591531963
1179,Thép cán,825.2,760.4,-7.852641783809986,14.189714385732728,1585.6,10.547117671844106,2022-02-28,2022-02,2022-01,687.1818949103881,-16.725412638101304
1180,"Thép thanh, thép góc",818.4,762.3,-6.8548387096774235,19.19167882204735,1580.6999999999998,6.120951215538483,2022-02-28,2022-02,2022-01,763.5730357160554,-6.6992869359658584
1181,Điện thoại di động,17.0,14.6,-14.117647058823536,-13.78973690633535,31.6,-12.575975096794352,2022-02-28,2022-02,2022-01,15.642969,-7.982535294117639
1182,Linh kiện điện thoại,47.0,53.8,14.468085106382972,51.053141198520365,100.8,10.733593147197666,2022-02-28,2022-02,2022-01,45.84728297042741,-2.452589424622545
1183,Tivi,1010.3,1007.7,-0.257349302187464,-23.440798688676082,2018.0,-32.38443044200548,2022-02-28,2022-02,2022-01,1040.58099797737,2.997228345775511
1184,Ô tô,36.5,29.0,-20.54794520547945,20.60535751873968,65.5,12.230451383507557,2022-02-28,2022-02,2022-01,30.246208606050622,-17.133675051916114
1185,Xe máy,322.9,216.6,-32.92040879529266,12.151925447617273,539.5,10.669518347440189,2022-02-28,2022-02,2022-01,204.53453824936796,-36.65700271001302
1186,Điện sản xuất,20.2,16.6,-17.821782178217816,9.716144353132165,36.8,7.41967001690864,2022-02-28,2022-02,2022-01,17.544135999999998,-13.147841584158428
1187,Nước máy thương phẩm,263.8,258.9,-1.857467778620176,2.2027849046785093,522.7,1.755479834117324,2022-02-28,2022-02,2022-01,270.0516231612226,2.369834405315615
1188,Than đá (than sạch),4229.58756847223,4002.57953528487,-5.367143474685349,5.847665775387384,4002.57953528487,5.847665775387384,2022-01-29,2022-01,2021-12,3806.1,-10.012502675886154
1189,Dầu mỏ thô khai thác,891.999999999999,740.2894736842101,-17.007906537644516,-7.463815789473742,740.2894736842101,-7.463815789473742,2022-01-29,2022-01,2021-12,773.5,-13.284753363228603
1190,Khí đốt thiên nhiên dạng khí,755.0,617.826315789474,-18.168699895433903,-11.739097744360848,617.826315789474,-11.739097744360848,2022-01-29,2022-01,2021-12,656.1,-13.099337748344368
1191,Khí hoá lỏng (LPG),73.76872399999999,71.303,-3.3425059649940465,-6.153649073664283,71.303,-6.153649073664283,2022-01-29,2022-01,2021-12,74.1,0.44907378362680106
1192,"Xăng, dầu",1211.28838013525,1186.25832236151,-2.066399561345193,-1.351512439184745,1186.25832236151,-1.351512439184745,2022-01-29,2022-01,2021-12,1053.2,-13.051258703364937
1193,Alumin,102.18872,117.0,14.494045918179623,35.665071925678745,117.0,35.665071925678745,2022-01-29,2022-01,2021-12,118.7,16.157634619554884
1194,Thuỷ hải sản chế biến,374.5436370405894,343.17443701788716,-8.375312492440685,13.756182014843233,343.17443701788716,13.756182014843233,2022-01-29,2022-01,2021-12,336.4,-10.18403018189727
1195,Sữa tươi,166.21114510310878,156.61871084357347,-5.771234085165986,7.643857185352786,156.61871084357347,7.643857185352786,2022-01-29,2022-01,2021-12,156.4,-5.902820233277652
1196,Sữa bột,13.140681171746238,13.134199629623764,-0.0493242476380118,16.18634678031961,13.134199629623764,16.18634678031961,2022-01-29,2022-01,2021-12,9.7,-26.18343087985457
1197,Đường kính,97.58538382416921,168.24612456361098,72.409143634419,-29.39535136060414,168.24612456361098,-29.39535136060414,2022-01-29,2022-01,2021-12,193.2,97.98046841534241
1198,Bột ngọt,36.7976447382603,37.5856447382603,2.1414414036686367,15.423494071956398,37.5856447382603,15.423494071956398,2022-01-29,2022-01,2021-12,37.6,2.180452763884233
1199,Thức ăn cho gia súc,1067.1463745474157,1043.6932845228196,-2.1977388092184356,3.366128458712808,1043.6932845228196,3.366128458712808,2022-01-29,2022-01,2021-12,1091.9,2.319609197293346
1200,Thức ăn cho thủy sản,573.815217935096,574.8326826063368,0.17731573500302034,4.926662444601689,574.8326826063368,4.926662444601689,2022-01-29,2022-01,2021-12,517.5,-9.814172955842693
1201,Bia,438.2105176559801,396.17747496467314,-9.591974860883013,-3.6331518753752903,396.17747496467314,-3.6331518753752903,2022-01-29,2022-01,2021-12,371.1,-15.31467524215509
1202,Thuốc lá điếu,498.4583159341692,478.90285667588796,-3.923188486008513,-0.9237713583159604,478.90285667588796,-0.9237713583159604,2022-01-29,2022-01,2021-12,493.9,-0.9144828741850688
1203,Vải dệt từ sợi tự nhiên,64.45154541163355,61.452436403442924,-4.653277107687913,8.664814822130879,61.452436403442924,8.664814822130879,2022-01-29,2022-01,2021-12,62.2,-3.4933924349735435
1204,Vải dệt từ sợi tổng hợp hoặc sợi nhân tạo,85.78015933613081,89.60276025415375,4.456276308655504,-3.4185377911004906,89.60276025415375,-3.4185377911004906,2022-01-29,2022-01,2021-12,79.3,-7.554380157698475
1205,Quần áo mặc thường,447.26960629528827,436.2188578811809,-2.470713023771083,8.485463712503247,436.2188578811809,8.485463712503247,2022-01-29,2022-01,2021-12,445.5,-0.3956464446457346
1206,"Giày, dép da",24.377487187180133,23.16562436603621,-4.971237649880621,0.3528702175641456,23.16562436603621,0.3528702175641456,2022-01-29,2022-01,2021-12,24.6,0.912779939586585
1207,Phân U rê,208.62265516901408,226.02809859154928,8.343026508043579,4.814988531048343,226.02809859154928,4.814988531048343,2022-01-29,2022-01,2021-12,248.7,19.21044711012692
1208,Phân hỗn hợp N.P.K,320.9659516848184,327.44088868457544,2.0173283071829786,15.603963033898111,327.44088868457544,15.603963033898111,2022-01-29,2022-01,2021-12,271.8,-15.31812063763644
1209,Sơn hoá học,94.27446440377923,90.03836073836482,-4.493373356406565,6.04344913902824,90.03836073836482,6.04344913902824,2022-01-29,2022-01,2021-12,89.7,-4.852283630259322
1210,Xi măng,10.708077030340293,9.252395091810355,-13.594242312652455,1.1656089706053763,9.252395091810355,1.1656089706053763,2022-01-29,2022-01,2021-12,9.2,-14.083546710275854
1211,"Sắt, thép thô",2238.4497415895944,2300.0017083081907,2.7497587091183107,4.514938155505675,2300.0017083081907,4.514938155505675,2022-01-29,2022-01,2021-12,1939.6,-13.350746100619247
1212,Thép cán,813.8790578892911,758.6710509238951,-6.783318286696314,-1.2730589099676735,758.6710509238951,-1.2730589099676735,2022-01-29,2022-01,2021-12,825.2,1.390985798316109
1213,"Thép thanh, thép góc",980.6355765760371,1022.7184109613196,4.291383607784027,20.322547854640987,1022.7184109613196,20.322547854640987,2022-01-29,2022-01,2021-12,818.4,-16.543921151881406
1214,Điện thoại di động,20.738587000000003,20.884362,0.7029167416275754,8.577144169065477,20.884362,8.577144169065477,2022-01-29,2022-01,2021-12,17.0,-18.02720214255679
1215,Linh kiện điện thoại,64.05341578766419,50.2527451619724,-21.545565456556986,-9.294563733312415,50.2527451619724,-9.294563733312415,2022-01-29,2022-01,2021-12,47.0,-26.623741416376504
1216,Tivi,993.071968872104,1109.2835057520101,11.702227081476792,-33.50802188667669,1109.2835057520101,-33.50802188667669,2022-01-29,2022-01,2021-12,1010.3,1.7348220137018728
1217,Ô tô,35.50595657968,38.30625069981109,7.886829112312071,11.715383338557999,38.30625069981109,11.715383338557999,2022-01-29,2022-01,2021-12,36.5,2.7996525543234867
1218,Xe máy,354.07770687875677,293.9725848079115,-16.975121817377342,-0.1390210509589025,293.9725848079115,-0.1390210509589025,2022-01-29,2022-01,2021-12,322.9,-8.80532896397024
1219,Điện sản xuất,20.607477,20.323099352,-1.3799731427578337,6.008688017330215,20.323099352,6.008688017330215,2022-01-29,2022-01,2021-12,20.2,-1.9773259967729189
1220,Nước máy thương phẩm,268.19845617110764,266.5005029740871,-0.6330958131754727,2.35499380452886,266.5005029740871,2.35499380452886,2022-01-29,2022-01,2021-12,263.8,-1.6400005555220076
1221,Than đá (than sạch),4481.42048244645,4306.39654889544,-3.9055458919012693,25.91294419982411,47845.157253069156,8.95428276491414,2021-12-29,2021-12,2021-11,4229.58756847223,-5.619488618857332
1222,Dầu mỏ thô khai thác,777.9,792.1,1.8254274328319866,-3.4848300231509484,9100.000000000002,-5.699481865284952,2021-12-29,2021-12,2021-11,891.999999999999,14.66769507648786
1223,Khí đốt thiên nhiên dạng khí,554.8,565.1999999999999,1.8745493871665388,-31.903614457831324,7380.000000000001,-19.432314410480345,2021-12-29,2021-12,2021-11,755.0,36.08507570295603
1224,Khí hoá lỏng (LPG),63.182791,87.45892300000003,38.42206337481991,14.294078941014902,861.1940000000001,10.901434568727964,2021-12-29,2021-12,2021-11,73.76872399999999,16.754456130309265
1225,"Xăng, dầu",1391.254494,1503.1979813200012,8.046226467032085,1.6557842005581165,20617.057293604994,14.447927029421919,2021-12-29,2021-12,2021-11,1211.28838013525,-12.93552794552555
1226,Alumin,128.072,132.5,3.457430195515016,11.929572054809839,1456.0678400000002,5.200850893621194,2021-12-29,2021-12,2021-11,102.18872,-20.209944406271475
1227,Thuỷ hải sản chế biến,316.16532180151853,333.5389387150418,5.495105160340771,10.562186831906388,2986.1175067241884,-2.6321544248089026,2021-12-29,2021-12,2021-11,374.5436370405894,18.46449031994706
1228,Sữa tươi,195.80621921095718,153.4703388178453,-21.62131548411145,5.479984766288311,1770.0526751555283,5.503079632609428,2021-12-29,2021-12,2021-11,166.21114510310878,-15.114470943317343
1229,Sữa bột,13.473668695522875,14.202517258285424,5.409429155733477,25.63678350089866,151.45160399758032,13.067278435710932,2021-12-29,2021-12,2021-11,13.140681171746238,-2.4713946238509266
1230,Đường kính,27.721,122.13923216962908,340.601825942892,58.072558960150275,936.772921299628,-3.263646649507834,2021-12-29,2021-12,2021-11,97.58538382416921,252.02692480130304
1231,Bột ngọt,33.0414930118924,34.199070527790795,3.503405598172435,17.360336070825383,351.54711454029405,0.6338770279707546,2021-12-29,2021-12,2021-11,36.7976447382603,11.367984264560846
1232,Thức ăn cho gia súc,1087.708937833118,1105.8969205469564,1.6721369183626962,9.526701806475259,12433.237191121716,9.501071683484014,2021-12-29,2021-12,2021-11,1067.1463745474157,-1.890447211610308
1233,Thức ăn cho thủy sản,587.8560718016383,629.960767952316,7.162415797056724,14.989427101767319,6188.278289043591,-3.244249755987397,2021-12-29,2021-12,2021-11,573.815217935096,-2.3884849608698318
1234,Bia,369.69918500398927,433.2741262326588,17.196397451615567,5.390297423434305,4046.7733782226833,-7.053441772447741,2021-12-29,2021-12,2021-11,438.2105176559801,18.53164286830969
1235,Thuốc lá điếu,537.4513269613964,548.9211014686227,2.1341047889998492,13.561720915264928,5836.839579553478,0.8434613597602834,2021-12-29,2021-12,2021-11,498.4583159341692,-7.25517066776689
1236,Vải dệt từ sợi tự nhiên,63.69834398135497,65.24618924013082,2.429961537507026,15.373213603477296,688.2254962827033,3.3121207329108557,2021-12-29,2021-12,2021-11,64.45154541163355,1.1824505681011743
1237,Vải dệt từ sợi tổng hợp hoặc sợi nhân tạo,105.94403965265673,109.98230901425143,3.811700379591329,18.54827007089898,1167.0475302270386,7.311968671678798,2021-12-29,2021-12,2021-11,85.78015933613081,-19.032576426795018
1238,Quần áo mặc thường,432.5416968007105,450.18279737718467,4.078473984579148,11.958226120885755,4698.740235815659,4.983559036411805,2021-12-29,2021-12,2021-11,447.26960629528827,3.4049687240588895
1239,"Giày, dép da",24.44562682399987,25.683499090787258,5.063777974275908,11.260236731176548,317.77836828136043,8.175863499291069,2021-12-29,2021-12,2021-11,24.377487187180133,-0.2787395770634902
1240,Phân U rê,188.405,222.09,17.879037180541914,9.506434593954921,2476.4337361408443,1.0158176202095035,2021-12-29,2021-12,2021-11,208.62265516901408,10.730954682208065
1241,Phân hỗn hợp N.P.K,277.325828931743,310.6733746521088,12.024680805542104,9.684143184377419,3143.2061042510422,7.457033950153672,2021-12-29,2021-12,2021-11,320.9659516848184,15.736046988907162
1242,Sơn hoá học,91.75099244246506,95.62952606958645,4.227238881970166,12.628491909322321,931.9127248004099,0.048889540168815415,2021-12-29,2021-12,2021-11,94.27446440377923,2.750348409469879
1243,Xi măng,9.47125305095872,9.915586797238694,4.691393460709989,8.416941417843617,101.21914436577161,2.57734623783368,2021-12-29,2021-12,2021-11,10.708077030340293,13.058715385673025
1244,"Sắt, thép thô",2314.0812648625206,2317.1834953811167,0.13405884078925112,5.295699929221428,26154.330928521304,10.504214531055027,2021-12-29,2021-12,2021-11,2238.4497415895944,-3.2683175142260836
1245,Thép cán,873.6745873293193,906.6033411699976,3.768995266456841,17.977580068091342,9379.92325790449,33.483727520931694,2021-12-29,2021-12,2021-11,813.8790578892911,-6.844142007473678
1246,"Thép thanh, thép góc",902.4524316393959,905.6079434256864,0.34965962478024437,6.54453263235655,9853.893821896309,0.97455399415405,2021-12-29,2021-12,2021-11,980.6355765760371,8.663408972660605
1247,Điện thoại di động,22.747822999999997,21.449295,-5.708361630912989,11.33304920412938,233.685402,7.565215174663265,2021-12-29,2021-12,2021-11,20.738587000000003,-8.83265181024133
1248,Linh kiện điện thoại,60.6668529995666,68.3889198201416,12.72864247735113,7.582623916433391,580.8443957416259,29.46341763337807,2021-12-29,2021-12,2021-11,64.05341578766419,5.582229208628604
1249,Tivi,933.9866173641369,1172.1573103599098,25.500439574597934,-35.424505341892726,11165.7851963662,-38.64545254653056,2021-12-29,2021-12,2021-11,993.071968872104,6.326145408241032
1250,Ô tô,28.17007335859591,33.874341178688795,20.24938929863407,-1.2097258023484443,299.78722914936094,9.125354002424913,2021-12-29,2021-12,2021-11,35.50595657968,26.041406167817428
1251,Xe máy,290.78165882081964,326.68025430756666,12.345550139690147,10.971606484297425,2976.961975280474,-1.5901363911270323,2021-12-29,2021-12,2021-11,354.07770687875677,21.767551748145266
1252,Điện sản xuất,19.9681324,20.607477,3.2018247234778983,4.491804395629458,244.776850816323,3.9788102122263496,2021-12-29,2021-12,2021-11,20.607477,3.2018247234778983
1253,Nước máy thương phẩm,270.62406233825624,276.2680882988141,2.085559544037636,6.106435637623079,3235.1442477999867,3.2486294511253675,2021-12-29,2021-12,2021-11,268.19845617110764,-0.896300996367728
1254,Than đá (than sạch),3830.04045505251,4219.48361972809,10.168121440123045,27.33377662279912,43276.823841455356,6.875039025586332,2021-11-29,2021-11,2021-10,4481.42048244645,17.007131779369388
1255,Dầu mỏ thô khai thác,741.7000000000011,727.966666666667,-1.8516021751832312,-5.458874458874405,8257.966666666669,-6.470879156142956,2021-11-29,2021-11,2021-10,777.9,4.880679520021431
1256,Khí đốt thiên nhiên dạng khí,443.79999999999995,535.7166666666669,20.711281357969142,-10.713888888888846,6795.716666666668,-18.418767507002784,2021-11-29,2021-11,2021-10,554.8,25.01126633618746
1257,Khí hoá lỏng (LPG),58.283286000000004,63.73400000000001,9.352104821269009,-8.704342090190408,774.2862860000001,10.609317523952,2021-11-29,2021-11,2021-10,63.182791,8.40636370433883
1258,"Xăng, dầu",887.15362468,1008.8279705788034,13.715138225658706,-3.5203877268479147,18731.432788863796,13.279134481112933,2021-11-29,2021-11,2021-10,1391.254494,56.822274665431394
1259,Alumin,132.43460000000002,129.0,-2.5934310218024734,10.672899810140208,1324.49584,4.644850694754709,2021-11-29,2021-11,2021-10,128.072,-3.2941542466998897
1260,Thuỷ hải sản chế biến,290.27516906643905,321.3457691230358,10.703843582805803,2.3474295180257343,2657.7590153306637,-3.884290302945857,2021-11-29,2021-11,2021-10,316.16532180151853,8.919175835241248
1261,Sữa tươi,151.08300484849218,166.61389271705343,10.279705440155766,7.91955568456811,1587.3900098437794,3.6000530618074578,2021-11-29,2021-11,2021-10,195.80621921095718,29.60175064515957
1262,Sữa bột,13.957191930337059,14.317607027324643,2.5822894661510816,32.94679759561879,138.09302507109666,12.596833039338875,2021-11-29,2021-11,2021-10,13.473668695522875,-3.46433034114267
1263,Đường kính,22.154200000000003,28.43,28.32781143078961,9.551204334170052,815.342689129999,-8.5025261706906,2021-11-29,2021-11,2021-10,27.721,25.127515324407995
1264,Bột ngọt,32.3420427909316,33.1170705277908,2.3963475092442508,20.35514921042447,317.42362152840167,-0.8647683958928241,2021-11-29,2021-11,2021-10,33.0414930118924,2.162665560373682
1265,Thức ăn cho gia súc,1052.4791850844022,1088.5340020020485,3.425703560565424,13.36471421765151,11328.165334743691,9.506545726931222,2021-11-29,2021-11,2021-10,1087.708937833118,3.347311115315833
1266,Thức ăn cho thủy sản,611.5126052410984,651.5435208942482,6.546212671669622,2.8738298317668693,5622.004970183885,-3.8633465621926177,2021-11-29,2021-11,2021-10,587.8560718016383,-3.8685275228518208
1267,Bia,335.73145547986485,391.91770078165297,16.735472469054315,2.023333210246747,3635.7177677676877,-7.787431198542421,2021-11-29,2021-11,2021-10,369.69918500398927,10.11752964153267
1268,Thuốc lá điếu,549.276034940262,548.0807030011816,-0.21761953244698873,14.214871634037294,5298.54785412464,-0.11506771967466989,2021-11-29,2021-11,2021-10,537.4513269613964,-2.152780610599848
1269,Vải dệt từ sợi tự nhiên,58.87908694367243,62.23252655512652,5.695468094914943,-1.7675116451614912,621.5134896163439,1.952783976519484,2021-11-29,2021-11,2021-10,63.69834398135497,8.185006405233409
1270,Vải dệt từ sợi tổng hợp hoặc sợi nhân tạo,94.23365441188326,103.13937320844671,9.450677522955544,17.438330552523837,1054.260554768577,5.982085041510743,2021-11-29,2021-11,2021-10,105.94403965265673,12.426967110485677
1271,Quần áo mặc thường,413.02662431123895,430.6208692312147,4.259833115919804,5.842947501564595,4246.636610868978,4.247945778044283,2021-11-29,2021-11,2021-10,432.5416968007105,4.724894556619645
1272,"Giày, dép da",27.126238214207632,27.406193972659864,1.032047850651125,10.179342833133887,295.0554363392332,9.006583384022164,2021-11-29,2021-11,2021-10,24.44562682399987,-9.881987207513959
1273,Phân U rê,222.68913614084508,180.56698219600938,-18.915226254321865,-6.716645897935109,2246.505718336854,-0.09849766942400606,2021-11-29,2021-11,2021-10,188.405,-15.39551355534526
1274,Phân hỗn hợp N.P.K,267.10406596213693,284.33830238860446,6.452255365109465,3.4545635643321617,2839.545203055795,7.483694474424979,2021-11-29,2021-11,2021-10,277.325828931743,3.8268840771053902
1275,Sơn hoá học,78.7447021363045,90.43470519306133,14.845447045468305,2.2472866041921833,834.9669114814197,-1.3683040027730442,2021-11-29,2021-11,2021-10,91.75099244246506,16.51703537292846
1276,Xi măng,8.538025116671422,9.373140924728844,9.781135527778744,5.2831746363145555,91.20544544230304,1.871227225179581,2021-11-29,2021-11,2021-10,9.47125305095872,10.930255199941612
1277,"Sắt, thép thô",2262.8509698110506,2245.69375083133,-0.7582125031041329,4.6629244253167315,23768.759919108998,10.719578606058903,2021-11-29,2021-11,2021-10,2314.0812648625206,2.2639712351780474
1278,Thép cán,823.1150747718865,873.028053693184,6.063912623047287,11.604177248235388,8472.673383098356,35.3773103908097,2021-11-29,2021-11,2021-10,873.6745873293193,6.142459797792483
1279,"Thép thanh, thép góc",840.8771715609216,940.1004256468773,11.79997001247726,8.684557576868741,8985.933872478103,0.8657207158139641,2021-11-29,2021-11,2021-10,902.4524316393959,7.322741318351149
1280,Điện thoại di động,20.526514,20.73913,1.035811536240388,2.1032879622558482,210.22741399999998,6.183993339141566,2021-11-29,2021-11,2021-10,22.747822999999997,10.821657296509272
1281,Linh kiện điện thoại,62.895392685455505,63.446299928474104,0.8759103322141897,16.161268787662593,515.2349228503919,33.797195239901185,2021-11-29,2021-11,2021-10,60.6668529995666,-3.5432479085296364
1282,Tivi,642.6478695426711,716.220933142922,11.448425660013143,-51.043238225320835,9775.862201785076,-40.33147509861714,2021-11-29,2021-11,2021-10,933.9866173641369,45.33411867198623
1283,Ô tô,22.47937943436325,24.408454961582468,8.581533724504538,-21.06736131827678,262.1512695736587,9.0347627071163,2021-11-29,2021-11,2021-10,28.17007335859591,25.315173583188624
1284,Xe máy,241.5808177477343,275.5605191160289,14.065562690402515,0.4661925832392768,2635.0605812681165,-3.5017692389448314,2021-11-29,2021-11,2021-10,290.78165882081964,20.36620354703092
1285,Điện sản xuất,19.902122,19.875192,-0.13531220439709557,3.2808033226801854,224.07643341632297,3.8888142295988075,2021-11-29,2021-11,2021-10,19.9681324,0.3316751851888
1286,Nước máy thương phẩm,265.528039540358,271.7791637452334,2.3542237632215404,3.0759534846503556,2960.0312609081498,3.0298417940242643,2021-11-29,2021-11,2021-10,270.62406233825624,1.9192032625705764
1287,Than đá (than sạch),3911.73177980221,4268.41007862423,9.118168598974208,19.273467990425218,42058.30984529898,3.0040607559123487,2021-10-29,2021-10,2021-09,3830.04045505251,-2.0883672334464194
1288,Dầu mỏ thô khai thác,684.300000000002,711.7,4.004091772614046,-10.286146476742715,7500.000000000002,-6.939808668246599,2021-10-29,2021-10,2021-09,741.7000000000011,8.388133859418218
1289,Khí đốt thiên nhiên dạng khí,396.200000000002,473.8,19.58606764260415,-28.212121212121318,6290.000000000001,-18.6287192755498,2021-10-29,2021-10,2021-09,443.79999999999995,12.014134275617792
1290,Khí hoá lỏng (LPG),60.63066700000013,66.684,9.983945913047364,-4.757406399235663,718.9530000000001,14.08176926285607,2021-10-29,2021-10,2021-09,58.283286000000004,-3.8716067563632777
1291,"Xăng, dầu",1024.014935247799,1052.893249919852,2.820106785362924,6.568252940019946,17888.344443524846,15.483148732035843,2021-10-29,2021-10,2021-09,887.15362468,-13.365167426457532
1292,Alumin,118.48164,124.0,4.657565509727917,5.4421768707483125,1187.06124,3.2994275749121442,2021-10-29,2021-10,2021-09,132.43460000000002,11.776474397214628
1293,Thuỷ hải sản chế biến,271.24982123150374,322.1409071853503,18.76170303921141,5.793401374499268,2368.2789843265396,-3.382506826326619,2021-10-29,2021-10,2021-09,290.27516906643905,7.013957741449616
1294,Sữa tươi,159.6598264894066,163.4487305611211,2.3731104780862893,11.114024854603059,1433.1418428393547,4.013523600788133,2021-10-29,2021-10,2021-09,151.08300484849218,-5.371934712382711
1295,Sữa bột,12.353919355883631,12.826949768697862,3.828990615750996,1.9225249797207908,122.6451758821328,9.627594706751609,2021-10-29,2021-10,2021-09,13.957191930337059,12.977845558704075
