,Phân Loại,Số dự án,Vốn đăng ký cấp mới,Vốn đăng ký điều chỉnh,Vốn đăng ký,Date,Month,PreMonth,Số dự án trong tháng,Vốn đăng ký cấp mới trong tháng,Vốn đăng ký điều chỉnh trong tháng,Vốn đăng ký trong tháng,Vùng Miền,Trong Nước
898,Thái Bình,1,40,34.241492,74.241492,2022-03-29,2022-03,2022-02,,,,,Miền Bắc,Trong Nước
899,Bình Phước,10,34.366125600000004,2.78,37.146125600000005,2022-03-29,2022-03,2022-02,3,11.757406000000003,3.0,14.757406000000003,Miền Nam,Trong Nước
900,Hà Nội,64,33.32405924,175.946310890625,209.270370130625,2022-03-29,2022-03,2022-02,27,14.278348909999998,55.69793,69.97627890999999,Miền Bắc,Trong Nước
901,Hà Nam,3,31,122.697636625,153.697636625,2022-03-29,2022-03,2022-02,1,0.5,2.5545000000000044,3.0544999999999902,Miền Bắc,Trong Nước
902,Thanh Hóa,3,21,10.728684,31.728684,2022-03-29,2022-03,2022-02,1,16,9.728684,25.728684,Miền Bắc,Trong Nước
903,Xin-ga-po,40,626.59385095,1173.376719,1799.97056995,2022-03-29,2022-03,2022-02,11,403.823635,128.266435,532.09007,Châu Á,Nước Ngoài
904,Trung Quốc,48,379.51646469,482.133925,861.65038969,2022-03-29,2022-03,2022-02,20,300.64287869000003,38.929441999999995,339.57232068999997,Châu Á,Nước Ngoài
905,Đài Loan,18,219.857893,78.838870375,298.696763375,2022-03-29,2022-03,2022-02,8,175.93746,35.298806375,211.23626637499999,Châu Á,Nước Ngoài
906,Đặc khu hành chính Hồng Kông (TQ),21,191.659532,379.805666625,571.4651986250001,2022-03-29,2022-03,2022-02,,,,,Châu Á,Nước Ngoài
907,Nhật Bản,33,166.3437965,374.883406,541.2272025,2022-03-29,2022-03,2022-02,18,153.467859,114.65896199999997,268.12682099999995,Châu Á,Nước Ngoài
908,Hoa Kỳ,18,97.169403,21.63637721875,118.80578021875,2022-03-29,2022-03,2022-02,12,90.585403,0.21637699999999782,90.80178000000001,Châu Mỹ,Nước Ngoài
909,Hàn Quốc,58,83.44368890999999,1366.664532203125,1450.108221113125,2022-03-29,2022-03,2022-02,27,20.05474690999999,114.64931299999989,134.70405990999984,Châu Á,Nước Ngoài
910,Quần đảo Vigin thuộc Anh,6,38.45,3,41.45,2022-03-29,2022-03,2022-02,2,17.000000000000004,0,17.000000000000004,Châu Mỹ,Nước Ngoài
911,Xây-Sen,7,18.843668,9.075,27.918668,2022-03-29,2022-03,2022-02,,,,,Châu Phi,Nước Ngoài
912,Thái Lan,8,16.0563256,1.29495,17.3512756,2022-03-29,2022-03,2022-02,3,8.857406000000001,0.0,8.857406000000001,Châu Á,Nước Ngoài
913,Xa-moa,3,6.1,99.73097075976563,105.83097075976562,2022-03-29,2022-03,2022-02,2,0.09999999999999964,0.007250759765625503,0.10725075976561982,Châu Úc,Nước Ngoài
914,Đức,6,4.585946900000001,14.720009,19.3059559,2022-03-29,2022-03,2022-02,2,0.5200000000000005,2.3999999999999986,2.9200000000000017,Châu Âu,Nước Ngoài
915,Bỉ,1,0.843446,0.19565,1.039096,2022-03-29,2022-03,2022-02,,,,,Châu Âu,Nước Ngoài
916,Ma-lai-xi-a,5,0.398464,0.264,0.6624639999999999,2022-03-29,2022-03,2022-02,3,0.07846399999999998,0.0,0.07846399999999987,Châu Á,Nước Ngoài
917,TỔNG SỐ,183,631.76,3594.47,4226.23,2022-02-28,2022-02,2022-01,80,243.8,2324.21,2568.0099999999993,TỔNG SỐ,TỔNG SỐ
918,Long An,9,166.530716,122.298041,288.828757,2022-02-28,2022-02,2022-01,4,26.312279000000018,88.271023,114.583302,Miền Nam,Trong Nước
919,TP. Hồ Chí Minh,70,79.55621215,-8.781017,70.77519514999999,2022-02-28,2022-02,2022-01,31,41.43263207999999,-8.781017,14.846415079999986,Miền Nam,Trong Nước
920,Hải Phòng,11,73.297662,122.55344021875,195.85110221875,2022-02-28,2022-02,2022-01,3,3.882998999999998,102.26344,106.14643899999999,Miền Bắc,Trong Nước
921,Đồng Nai,4,52.65038737,51.9790108125,104.6293981825,2022-02-28,2022-02,2022-01,,,,,Miền Nam,Trong Nước
922,Bắc Ninh,11,32.35,1279.5501455,1311.9001455,2022-02-28,2022-02,2022-01,8,31.8,1048.7630390000002,1080.5630390000001,Miền Bắc,Trong Nước
923,Hà Nam,2,30.5,120.143136625,150.643136625,2022-02-28,2022-02,2022-01,,,,,Miền Bắc,Trong Nước
924,Bình Phước,7,22.6087196,-0.22,22.3887196,2022-02-28,2022-02,2022-01,,,,,Miền Nam,Trong Nước
925,Hà Nội,37,19.04571033,120.248380890625,139.294091220625,2022-02-28,2022-02,2022-01,11,14.220886999999998,21.884466890625006,36.10535389062501,Miền Bắc,Trong Nước
926,Bình Dương,5,14.881845,8.5,23.381845,2022-02-28,2022-02,2022-01,3,2.631845,6.5,9.131844999999998,Miền Nam,Trong Nước
927,Đà Nẵng,5,5.496059,1,6.496059,2022-02-28,2022-02,2022-01,,,,,Miền Trung,Trong Nước
928,Bắc Giang,3,5.207112,85.676153,90.883265,2022-02-28,2022-02,2022-01,1,2.7000000000000006,20.700000000000003,23.39999999999999,Miền Bắc,Trong Nước
929,Thanh Hóa,2,5,1,6,2022-02-28,2022-02,2022-01,,,,,Miền Bắc,Trong Nước
930,Tây Ninh,1,3,0.3,3.3,2022-02-28,2022-02,2022-01,,,,,Miền Nam,Trong Nước
931,Bà Rịa - Vũng Tàu,3,2.502,1.311148,3.813148,2022-02-28,2022-02,2022-01,1,0.34999999999999964,0.0,0.34999999999999964,Miền Nam,Trong Nước
932,Hải Dương,1,1.3,55.6005,56.900499999999994,2022-02-28,2022-02,2022-01,,,,,Miền Bắc,Trong Nước
933,Xin-ga-po,29,222.77021595000002,1045.110284,1267.88049995,2022-02-28,2022-02,2022-01,15,24.628235950000033,934.591297,959.21953295,Châu Á,Nước Ngoài
934,Đặc khu hành chính Hồng Kông (TQ),14,112.721888,394.054980625,506.776868625,2022-02-28,2022-02,2022-01,6,9.471888000000007,384.999980625,394.471868625,Châu Á,Nước Ngoài
935,Trung Quốc,28,78.873586,443.204483,522.078069,2022-02-28,2022-02,2022-01,13,65.168473,17.207336999999995,82.37581000000006,Châu Á,Nước Ngoài
936,Hàn Quốc,31,63.388942,1252.015219203125,1315.404161203125,2022-02-28,2022-02,2022-01,11,59.204133999999996,804.4770047031251,863.6811387031252,Châu Á,Nước Ngoài
937,Đài Loan,10,43.920433,43.540064,87.460497,2022-02-28,2022-02,2022-01,6,42.70722,0.0880640000000028,42.795284,Châu Á,Nước Ngoài
938,Quần đảo Vigin thuộc Anh,4,21.45,3,24.45,2022-02-28,2022-02,2022-01,,,,,Châu Mỹ,Nước Ngoài
939,Xây-Sen,6,18.543668,9.075,27.618668,2022-02-28,2022-02,2022-01,,,,,Châu Phi,Nước Ngoài
940,Nhật Bản,15,12.8759375,260.224444,273.1003815,2022-02-28,2022-02,2022-01,6,6.410352499999999,77.48184,83.89219250000002,Châu Á,Nước Ngoài
941,Thái Lan,5,7.1989196,1.29495,8.4938696,2022-02-28,2022-02,2022-01,,,,,Châu Á,Nước Ngoài
942,Hoa Kỳ,6,6.584,21.42000021875,28.00400021875,2022-02-28,2022-02,2022-01,2,5.0,0.0,5.0,Châu Mỹ,Nước Ngoài
943,Xa-moa,1,6,99.72372,105.72372,2022-02-28,2022-02,2022-01,0,0,92.72372,92.72372,Châu Úc,Nước Ngoài
944,Đức,4,4.0659469,12.320009,16.3859559,2022-02-28,2022-02,2022-01,,,,,Châu Âu,Nước Ngoài
945,Ma-lai-xi-a,2,0.32,0.264,0.5840000000000001,2022-02-28,2022-02,2022-01,1,0.03553600000000001,0.0,0.03553600000000001,Châu Á,Nước Ngoài
946,TỔNG SỐ,103,387.96,1270.26,1658.22,2022-01-29,2022-01,2021-12,103,387.96,1270.26,1658.22,TỔNG SỐ,TỔNG SỐ
947,Long An,5,140.218437,34.027018,174.245455,2022-01-29,2022-01,2021-12,5,140.218437,34.027018,174.245455,Miền Nam,Trong Nước
948,Hải Phòng,8,69.414663,20.29000021875,89.70466321875,2022-01-29,2022-01,2021-12,8,69.414663,20.29000021875,89.70466321875,Miền Bắc,Trong Nước
949,Quảng Ninh,2,69.2,0,69.2,2022-01-29,2022-01,2021-12,2,69.2,0,69.2,Miền Bắc,Trong Nước
950,TP. Hồ Chí Minh,39,38.12358007,17.8052,55.92878007,2022-01-29,2022-01,2021-12,39,38.12358007,17.8052,55.92878007,Miền Nam,Trong Nước
951,Bình Dương,2,12.25,2,14.25,2022-01-29,2022-01,2021-12,2,12.25,2,14.25,Miền Nam,Trong Nước
952,Hà Nội,26,4.82482333,98.363914,103.18873733,2022-01-29,2022-01,2021-12,26,4.82482333,98.363914,103.18873733,Miền Bắc,Trong Nước
953,Bắc Giang,2,2.507112,64.976153,67.483265,2022-01-29,2022-01,2021-12,2,2.507112,64.976153,67.483265,Miền Bắc,Trong Nước
954,Bà Rịa - Vũng Tàu,2,2.152,1.311148,3.4631480000000003,2022-01-29,2022-01,2021-12,2,2.152,1.311148,3.4631480000000003,Miền Nam,Trong Nước
955,Cần Thơ,1,1.26,1.711215,2.971215,2022-01-29,2022-01,2021-12,1,1.26,1.711215,2.971215,Miền Nam,Trong Nước
956,Bắc Ninh,3,0.55,230.7871065,231.3371065,2022-01-29,2022-01,2021-12,3,0.55,230.7871065,231.3371065,Miền Bắc,Trong Nước
957,Xin-ga-po,14,198.14198,110.518987,308.66096699999997,2022-01-29,2022-01,2021-12,14,198.14198,110.518987,308.66096699999997,Châu Á,Nước Ngoài
958,Đặc khu hành chính Hồng Kông (TQ),8,103.25,9.055,112.305,2022-01-29,2022-01,2021-12,,,,,Châu Á,Nước Ngoài
959,Trung Quốc,15,13.705113,425.997146,439.70225899999997,2022-01-29,2022-01,2021-12,15,13.705113,425.997146,439.70225899999997,Châu Á,Nước Ngoài
960,Xây-Sen,3,10.343668,3,13.343668,2022-01-29,2022-01,2021-12,,,,,Châu Phi,Nước Ngoài
961,Nhật Bản,9,6.465585,182.742604,189.208189,2022-01-29,2022-01,2021-12,9,6.465585,182.742604,189.208189,Châu Á,Nước Ngoài
962,Xa-moa,1,6,7,13,2022-01-29,2022-01,2021-12,1,6,7,13,Châu Úc,Nước Ngoài
963,Hàn Quốc,20,4.184808,447.5382145,451.72302249999996,2022-01-29,2022-01,2021-12,20,4.184808,447.5382145,451.72302249999996,Châu Á,Nước Ngoài
964,Hoa Kỳ,4,1.584,21.42000021875,23.00400021875,2022-01-29,2022-01,2021-12,4,1.584,21.42000021875,23.00400021875,Châu Mỹ,Nước Ngoài
965,Đài Loan,4,1.213213,43.452,44.665213,2022-01-29,2022-01,2021-12,4,1.213213,43.452,44.665213,Châu Á,Nước Ngoài
966,Ma-lai-xi-a,1,0.284464,0.264,0.5484640000000001,2022-01-29,2022-01,2021-12,,,,,Châu Á,Nước Ngoài
967,TỔNG SỐ,1738,15245.4,9014.8,24260.199999999997,2021-12-29,2021-12,2021-11,161,1187.6464713399946,992.9883471868752,2180.634818526869,TỔNG SỐ,TỔNG SỐ
968,Long An,54,3518.8,255.2,3774.0,2021-12-29,2021-12,2021-11,3,65.36732579,11.118088499999999,76.48541428999988,Miền Nam,Trong Nước
969,Cần Thơ,5,1316.8,9,1325.8,2021-12-29,2021-12,2021-11,1,0.0008370000000468281,0,0.0008370000000468281,Miền Nam,Trong Nước
970,Bắc Ninh,126,1170.5,320.6,1491.1,2021-12-29,2021-12,2021-11,16,628.614424,60.147072390625,688.7614963906249,Miền Bắc,Trong Nước
971,Quảng Ninh,10,1011.5,114,1125.5,2021-12-29,2021-12,2021-11,0,1011.5,0.049077999999994404,0.001782000000048356,Miền Bắc,Trong Nước
972,Vĩnh Phúc,27,703.1,33.2,736.3000000000001,2021-12-29,2021-12,2021-11,3,5.518529000000058,0.040475000000000705,5.559004000000073,Miền Bắc,Trong Nước
973,TP. Hồ Chí Minh,633,686.6,1124.3,1810.9,2021-12-29,2021-12,2021-11,66,103.76518628999986,6.775799117187489,110.54098540718746,Miền Nam,Trong Nước
974,Bình Dương,75,629.6,669.5,1299.1,2021-12-29,2021-12,2021-11,9,27.44313299999999,1.0266341015625358,28.46976710156241,Miền Nam,Trong Nước
975,Bắc Giang,21,621.8,652.7,1274.5,2021-12-29,2021-12,2021-11,3,8.411303999999973,298.83277300000003,307.24407700000006,Miền Bắc,Trong Nước
976,Thái Bình,6,459.9,1.4,461.29999999999995,2021-12-29,2021-12,2021-11,1,40.048024999999996,1.4,40.01244799999995,Miền Bắc,Trong Nước
977,Phú Thọ,15,434.2,133.5,567.7,2021-12-29,2021-12,2021-11,1,1.5632669999999962,133.5,1.5142380000000912,Miền Bắc,Trong Nước
978,Hưng Yên,28,393.8,272.6,666.4000000000001,2021-12-29,2021-12,2021-11,8,63.55367899999999,2.5092278203125034,66.06290682031249,Miền Bắc,Trong Nước
979,Bà Rịa - Vũng Tàu,21,345.1,10.4,355.5,2021-12-29,2021-12,2021-11,2,106.72112000000001,10.4,93.87432000000001,Miền Nam,Trong Nước
980,Bình Phước,49,327.5,109.4,436.9,2021-12-29,2021-12,2021-11,0,327.5,1.028714000000008,1.008070449999991,Miền Nam,Trong Nước
981,Hải Phòng,48,317.1,2727.6,3044.7,2021-12-29,2021-12,2021-11,3,0.874604330000011,246.34825599999976,247.22286032999955,Miền Bắc,Trong Nước
982,Đồng Nai,51,295.4,467,762.4,2021-12-29,2021-12,2021-11,5,9.244127509999942,53.41572600000001,62.65985350999995,Miền Nam,Trong Nước
983,Nghệ An,9,283.2,34.7,317.9,2021-12-29,2021-12,2021-11,2,16.79943800000001,69.7,86.499438,Miền Bắc,Trong Nước
984,Tây Ninh,16,247.9,573.9,821.8,2021-12-29,2021-12,2021-11,2,5.230455000000006,10.725718000000029,15.956173000000035,Miền Nam,Trong Nước
985,Hà Nội,362,237.5,838.8,1076.3,2021-12-29,2021-12,2021-11,19,11.687881970000007,40.66316135093746,52.35104332093749,Miền Bắc,Trong Nước
986,Hà Nam,20,237.2,68.6,305.79999999999995,2021-12-29,2021-12,2021-11,6,59.819242,4.700348999999996,64.51959099999996,Miền Bắc,Trong Nước
987,Xin-ga-po,221,6105.13,1238.08,7343.21,2021-12-29,2021-12,2021-11,25,752.841377740001,37.1154463124999,789.9568240525014,Châu Á,Nước Ngoài
988,Nhật Bản,199,2790.27,859.76,3650.0299999999997,2021-12-29,2021-12,2021-11,16,83.79068300000017,105.81895682031245,189.60963982031262,Châu Á,Nước Ngoài
989,Đặc khu hành chính Hồng Kông (TQ),126,1672.24,470.07,2142.31,2021-12-29,2021-12,2021-11,10,107.67152800000008,96.25026321874998,203.92179121875006,Châu Á,Nước Ngoài
990,Trung Quốc,204,1664.35,1047.54,2711.89,2021-12-29,2021-12,2021-11,21,33.43591820000006,152.92686296875002,186.3627811687502,Châu Á,Nước Ngoài
991,Hàn Quốc,361,1198.94,3162.82,4361.76,2021-12-29,2021-12,2021-11,39,143.20019192999985,429.7370262415625,572.9372181715626,Châu Á,Nước Ngoài
992,Hoa Kỳ,77,398.4,255.48,653.88,2021-12-29,2021-12,2021-11,6,26.79748060999998,8.596796999999981,35.39427761000002,Châu Mỹ,Nước Ngoài
993,Đài Loan,63,284.85,805.39,1090.24,2021-12-29,2021-12,2021-11,5,1.6611120000000028,48.52083510156251,50.18194710156263,Châu Á,Nước Ngoài
994,Quần đảo Vigin thuộc Anh,27,219.8,197.03,416.83000000000004,2021-12-29,2021-12,2021-11,0,219.8,13.409352000000013,13.406685910000078,Châu Mỹ,Nước Ngoài
995,Thái Lan,35,199.43,4.2,203.63,2021-12-29,2021-12,2021-11,2,9.303033209999995,8.410791,17.713824209999984,Châu Á,Nước Ngoài
996,Hà Lan,24,119.44,186.55,305.99,2021-12-29,2021-12,2021-11,1,119.44,7.271456999999998,305.99,Châu Âu,Nước Ngoài
997,Xây-Sen,17,93.62,39.19,132.81,2021-12-29,2021-12,2021-11,,,,,Châu Phi,Nước Ngoài
998,Đức,34,85.66,20.93,106.59,2021-12-29,2021-12,2021-11,34,85.66,0.0014609999999990464,106.59,Châu Âu,Nước Ngoài
999,Xa-moa,15,80.7,184.08,264.78000000000003,2021-12-29,2021-12,2021-11,1,0.04999999999999716,48.597992000000005,48.647992000000016,Châu Úc,Nước Ngoài
1000,Vương quốc Anh,48,53.25,120.62,173.87,2021-12-29,2021-12,2021-11,5,29.245466,19.997636999999997,49.24310299999999,Châu Âu,Nước Ngoài
1001,Ôx-trây-li-a,35,38.58,-5.88,32.699999999999996,2021-12-29,2021-12,2021-11,5,0.06902600000000092,0.9983269999999997,1.067352999999997,Châu Úc,Nước Ngoài
1002,Quần đảo Vigin thuộc Anh,1,27.5,1.76,29.26,2021-12-29,2021-12,2021-11,0,0.0,1.76,29.26,Châu Mỹ,Nước Ngoài
1003,TỔNG SỐ,1577,14057.753528660005,8021.811652813124,22079.565181473128,2021-11-29,2021-11,2021-10,202,1038.8351197500033,932.4374960937494,1971.2726158437508,TỔNG SỐ,TỔNG SỐ
1004,Long An,51,3453.43267421,244.0819115,3697.51458571,2021-11-29,2021-11,2021-10,5,79.98454900000024,3.5884624999999915,83.57301150000012,Miền Nam,Trong Nước
1005,Cần Thơ,4,1316.799163,9,1325.799163,2021-11-29,2021-11,2021-10,0,0.0,0,0.0,Miền Nam,Trong Nước
1006,Quảng Ninh,10,1011.547296,113.950922,1125.498218,2021-11-29,2021-11,2021-10,0,0.0,0.0,0.0,Miền Bắc,Trong Nước
1007,Vĩnh Phúc,24,697.581471,33.159525,730.740996,2021-11-29,2021-11,2021-10,3,2.8999999999999773,0.0,2.8999999999999773,Miền Bắc,Trong Nước
1008,Bắc Giang,18,613.388696,353.867227,967.2559229999999,2021-11-29,2021-11,2021-10,1,12.299999999999955,192.440988,204.7409879999999,Miền Bắc,Trong Nước
1009,Bình Dương,66,602.156867,668.4733658984375,1270.6302328984375,2021-11-29,2021-11,2021-10,10,21.938308000000006,7.599999999999909,29.538307999999915,Miền Nam,Trong Nước
1010,TP. Hồ Chí Minh,567,582.8348137100002,1117.5242008828125,1700.3590145928126,2021-11-29,2021-11,2021-10,98,166.96897100000018,250.24311159374997,417.2120825937502,Miền Nam,Trong Nước
1011,Bắc Ninh,110,541.885576,260.452927609375,802.338503609375,2021-11-29,2021-11,2021-10,6,4.3455000000000155,36.488501000000014,40.83400100000006,Miền Bắc,Trong Nước
1012,Đăk Lăk,8,454.8817,0,454.8817,2021-11-29,2021-11,2021-10,0,0.0,0,0.0,Tây Nguyên,Trong Nước
1013,Phú Thọ,14,432.636733,133.549029,566.185762,2021-11-29,2021-11,2021-10,2,100.203443,0.0,100.203443,Miền Bắc,Trong Nước
1014,Thái Bình,5,419.851975,1.435577,421.287552,2021-11-29,2021-11,2021-10,0,0.0,1.435577,1.4355770000000234,Miền Bắc,Trong Nước
1015,Hưng Yên,20,330.246321,270.0907721796875,600.3370931796876,2021-11-29,2021-11,2021-10,2,104.03300000000002,270.0907721796875,102.53300000000007,Miền Bắc,Trong Nước
1016,Bình Phước,49,327.52064355,108.371286,435.89192955,2021-11-29,2021-11,2021-10,2,8.982281759999978,14.709441999999996,23.691723759999945,Miền Nam,Trong Nước
1017,Hải Phòng,45,316.22539567,2481.251744,2797.4771396700003,2021-11-29,2021-11,2021-10,6,93.024327,4.800000000000182,97.82432700000027,Miền Bắc,Trong Nước
1018,Đồng Nai,46,286.15587249000004,413.584274,699.74014649,2021-11-29,2021-11,2021-10,3,13.200000000000045,93.16500000000002,106.36500000000012,Miền Nam,Trong Nước
1019,Nghệ An,7,266.400562,-35,231.40056199999998,2021-11-29,2021-11,2021-10,0,0.0,0,0.0,Miền Bắc,Trong Nước
1020,Tây Ninh,14,242.669545,563.174282,805.8438269999999,2021-11-29,2021-11,2021-10,,,,,Miền Nam,Trong Nước
1021,Bà Rịa - Vũng Tàu,19,238.37888,23.2468,261.62568,2021-11-29,2021-11,2021-10,2,16.0,3.0,18.99999999999997,Miền Nam,Trong Nước
1022,Hà Nội,343,225.81211803,798.1368386490625,1023.9489566790625,2021-11-29,2021-11,2021-10,43,23.217907989999958,264.011067,287.22897499,Miền Bắc,Trong Nước
1023,Hà Nam,14,177.380758,63.899651,241.280409,2021-11-29,2021-11,2021-10,3,23.5,3.0,26.5,Miền Bắc,Trong Nước
1024,Xin-ga-po,196,5352.288622259999,1200.9645536875,6553.253175947499,2021-11-29,2021-11,2021-10,22,184.9964859999991,405.72319600000003,590.719681999999,Châu Á,Nước Ngoài
1025,Nhật Bản,183,2706.479317,753.9410431796875,3460.420360179687,2021-11-29,2021-11,2021-10,33,277.7278459999998,12.909347000000025,290.63719299999957,Châu Á,Nước Ngoài
1026,Trung Quốc,183,1630.9140817999998,894.61313703125,2525.5272188312497,2021-11-29,2021-11,2021-10,17,144.59056099999998,42.63161699999989,187.22217799999953,Châu Á,Nước Ngoài
1027,Đặc khu hành chính Hồng Kông (TQ),116,1564.568472,373.81973678125,1938.38820878125,2021-11-29,2021-11,2021-10,15,67.4802259999999,46.660000000000025,114.14022599999998,Châu Á,Nước Ngoài
1028,Hàn Quốc,322,1055.7398080700002,2733.0829737584377,3788.8227818284377,2021-11-29,2021-11,2021-10,29,135.65507100000025,33.370921093749985,169.02599209375012,Châu Á,Nước Ngoài
1029,Hoa Kỳ,71,371.60251939,246.883203,618.48572239,2021-11-29,2021-11,2021-10,7,0.13824500000004036,230.05,230.188245,Châu Mỹ,Nước Ngoài
1030,Đài Loan,58,283.188888,756.8691648984375,1040.0580528984374,2021-11-29,2021-11,2021-10,7,16.474436000000026,8.004206999999951,24.47864299999992,Châu Á,Nước Ngoài
1031,Quần đảo Vigin thuộc Anh,27,219.80266609,183.620648,403.42331408999996,2021-11-29,2021-11,2021-10,5,55.46875,4.899999999999977,60.36874999999998,Châu Mỹ,Nước Ngoài
1032,Thái Lan,33,190.12696679,-4.210791,185.91617579,2021-11-29,2021-11,2021-10,2,1.0300000000000296,10.593,11.623000000000019,Châu Á,Nước Ngoài
1033,Hà Lan,23,141.633672,179.278543,320.912215,2021-11-29,2021-11,2021-10,5,46.21656899999999,46.411,92.627569,Châu Âu,Nước Ngoài
1034,Xây-Sen,16,93.315146,39.190973,132.506119,2021-11-29,2021-11,2021-10,3,27.5,3.0,30.500000000000014,Châu Phi,Nước Ngoài
1035,Đức,35,85.66598246,20.928539,106.59452146,2021-11-29,2021-11,2021-10,3,46.17493999999999,1.5500000000000007,47.72493999999999,Châu Âu,Nước Ngoài
1036,Xa-moa,14,80.65,135.482008,216.132008,2021-11-29,2021-11,2021-10,0,0.0,0.0,0.0,Châu Úc,Nước Ngoài
1037,Phi-li-pin,5,54.742523,0,54.742523,2021-11-29,2021-11,2021-10,0,0.0,0,0.0,Châu Á,Nước Ngoài
1038,Ôx-trây-li-a,30,38.510974,-6.878327,31.632647,2021-11-29,2021-11,2021-10,5,4.1045019999999965,0.0,4.1045019999999965,Châu Úc,Nước Ngoài
1039,Quần đảo Vigin thuộc Anh,1,27.5,1.763011,29.263011,2021-11-29,2021-11,2021-10,0,0.0,0.0,0.0,Châu Mỹ,Nước Ngoài
1040,Vương quốc Anh,43,24.004534,100.622363,124.62689700000001,2021-11-29,2021-11,2021-10,8,5.178878000000001,0.23326100000001304,5.412139000000025,Châu Âu,Nước Ngoài
1041,TỔNG SỐ,1375,13018.918408910002,7089.374156719375,20108.292565629377,2021-10-29,2021-10,2021-09,163,520.0286193100001,664.2155343515633,1184.2441536615624,TỔNG SỐ,TỔNG SỐ
1042,Long An,46,3373.44812521,240.493449,3613.94157421,2021-10-29,2021-10,2021-09,2,2.1349999999997635,41.810945000000004,43.94594499999994,Miền Nam,Trong Nước
1043,Cần Thơ,4,1316.799163,9,1325.799163,2021-10-29,2021-10,2021-09,1,0.8614149999998517,9,9.861414999999852,Miền Nam,Trong Nước
1044,Quảng Ninh,10,1011.547296,113.950922,1125.498218,2021-10-29,2021-10,2021-09,0,0.0,9.084617000000009,9.08461699999998,Miền Bắc,Trong Nước
1045,Vĩnh Phúc,21,694.681471,33.159525,727.840996,2021-10-29,2021-10,2021-09,0,0.0,0.1600000000000037,0.16000000000008185,Miền Bắc,Trong Nước
1046,Bắc Giang,17,601.088696,161.426239,762.514935,2021-10-29,2021-10,2021-09,1,4.0,17.01235200000002,21.012352000000078,Miền Bắc,Trong Nước
1047,Bình Dương,56,580.218559,660.8733658984376,1241.0919248984376,2021-10-29,2021-10,2021-09,12,87.97650000000004,1.2892140000000154,89.26571400000012,Miền Nam,Trong Nước
1048,Bắc Ninh,104,537.540076,223.964426609375,761.504502609375,2021-10-29,2021-10,2021-09,9,46.813912000000016,33.286604390625,80.10051639062499,Miền Bắc,Trong Nước
1049,Đăk Lăk,8,454.8817,0,454.8817,2021-10-29,2021-10,2021-09,1,22.0,0,22.0,Tây Nguyên,Trong Nước
1050,Thái Bình,5,419.851975,0,419.851975,2021-10-29,2021-10,2021-09,0,0.0,0,0.0,Miền Bắc,Trong Nước
1051,TP. Hồ Chí Minh,469,415.86584271,867.2810892890625,1283.1469319990624,2021-10-29,2021-10,2021-09,65,35.61563756999999,218.98428612500004,254.59992369499992,Miền Nam,Trong Nước
1052,Phú Thọ,12,332.43329,133.549029,465.98231899999996,2021-10-29,2021-10,2021-09,1,10.0,35.69999999999999,45.69999999999993,Miền Bắc,Trong Nước
1053,Bình Phước,47,318.53836179,93.661844,412.20020579000004,2021-10-29,2021-10,2021-09,4,40.58166619999997,42.465880000000006,83.0475462,Miền Nam,Trong Nước
1054,Đồng Nai,43,272.95587249,320.419274,593.3751464899999,2021-10-29,2021-10,2021-09,4,50.859999999999985,169.16390899999996,220.0239089999999,Miền Nam,Trong Nước
1055,Nghệ An,7,266.400562,-35,231.40056199999998,2021-10-29,2021-10,2021-09,0,0.0,0,0.0,Miền Bắc,Trong Nước
1056,Hưng Yên,18,226.213321,271.5907721796875,497.8040931796875,2021-10-29,2021-10,2021-09,2,0.8994380000000035,4.816681179687521,5.716119179687496,Miền Bắc,Trong Nước
1057,Hải Phòng,39,223.20106867,2476.451744,2699.65281267,2021-10-29,2021-10,2021-09,1,0.09999999999999432,10.656276000000162,10.75627600000007,Miền Bắc,Trong Nước
1058,Bà Rịa - Vũng Tàu,17,222.37888,20.2468,242.62568000000002,2021-10-29,2021-10,2021-09,1,7.5,0.0,7.5,Miền Nam,Trong Nước
1059,Hà Nội,300,202.59421004000004,534.1257716490625,736.7199816890625,2021-10-29,2021-10,2021-09,44,37.26028654000004,46.003341999999975,83.26362854000001,Miền Bắc,Trong Nước
1060,Thừa Thiên - Huế,2,158.504366,16.3,174.80436600000002,2021-10-29,2021-10,2021-09,0,0.0,0.0,0.0,Miền Trung,Trong Nước
1061,Hà Nam,11,153.880758,60.899651,214.780409,2021-10-29,2021-10,2021-09,,,,,Miền Bắc,Trong Nước
1062,Xin-ga-po,174,5167.29213626,795.2413576875,5962.5334939475,2021-10-29,2021-10,2021-09,28,182.65821554000104,195.102352,377.7605675400009,Châu Á,Nước Ngoài
1063,Nhật Bản,150,2428.751471,741.0316961796875,3169.7831671796876,2021-10-29,2021-10,2021-09,19,25.165379999999914,57.45508817968755,82.62046817968758,Châu Á,Nước Ngoài
1064,Đặc khu hành chính Hồng Kông (TQ),101,1497.088246,327.15973678125,1824.24798278125,2021-10-29,2021-10,2021-09,8,10.73333700000012,46.693086781249974,57.42642378124992,Châu Á,Nước Ngoài
1065,Trung Quốc,166,1486.3235207999999,851.98152003125,2338.30504083125,2021-10-29,2021-10,2021-09,14,49.857691999999815,26.48432959375009,76.34202159375036,Châu Á,Nước Ngoài
