,Phân Loại,Số dự án,Vốn đăng ký cấp mới,Vốn đăng ký điều chỉnh,Vốn đăng ký,Date,Month,PreMonth,Số dự án trong tháng,Vốn đăng ký cấp mới trong tháng,Vốn đăng ký điều chỉnh trong tháng,Vốn đăng ký trong tháng,Vùng Miền,Trong Nước
2660,Thụy Điển,2,,,2,2018-01-29,2018-01,2017-12,,,,,Châu Âu,Nước Ngoài
2661,Đức,1,,,1.5,2018-01-29,2018-01,2017-12,1,,,1.5,Châu Âu,Nước Ngoài
2662,Vương quốc Anh,4,,,1.442222,2018-01-29,2018-01,2017-12,4,,,1.442222,Châu Âu,Nước Ngoài
2663,Hà Lan,4,,,1.35,2018-01-29,2018-01,2017-12,4,,,1.35,Châu Âu,Nước Ngoài
2664,Lúc-xăm-bua,1,,,0.434783,2018-01-29,2018-01,2017-12,,,,,Châu Âu,Nước Ngoài
2665,Pa-ki-xtan,4,,,0.378067,2018-01-29,2018-01,2017-12,,,,,Châu Á,Nước Ngoài
2666,Ma-lai-xi-a,1,,,0.22,2018-01-29,2018-01,2017-12,1,,,0.22,Châu Á,Nước Ngoài
2667,Ôx-trây-li-a,2,,,0.2,2018-01-29,2018-01,2017-12,2,,,0.2,Châu Úc,Nước Ngoài
2668,TỔNG SỐ,2591,,,21275.89330142,2017-12-29,2017-12,2017-11,298,,,1478.455452999995,TỔNG SỐ,TỔNG SỐ
2669,Thanh Hóa,15,,,3159.396191,2017-12-29,2017-12,2017-11,3,,,12.58181999999988,Miền Bắc,Trong Nước
2670,Khánh Hòa,4,,,2584.857631,2017-12-29,2017-12,2017-11,1,,,1.2289969999997084,Miền Trung,Trong Nước
2671,TP. Hồ Chí Minh,864,,,2313.953722,2017-12-29,2017-12,2017-11,114,,,381.4697370000001,Miền Nam,Trong Nước
2672,Nam Định,16,,,2134.297243,2017-12-29,2017-12,2017-11,1,,,4.152000000000044,Miền Bắc,Trong Nước
2673,Bình Dương,189,,,1356.456322,2017-12-29,2017-12,2017-11,9,,,51.61999999999989,Miền Nam,Trong Nước
2674,Kiên Giang,7,,,1342.30276,2017-12-29,2017-12,2017-11,0,,,0.0,Miền Nam,Trong Nước
2675,Hà Nội,542,,,1111.247023,2017-12-29,2017-12,2017-11,54,,,37.75938699999983,Miền Bắc,Trong Nước
2676,Đồng Nai,83,,,1002.383241,2017-12-29,2017-12,2017-11,10,,,416.23220000000003,Miền Nam,Trong Nước
2677,Bắc Giang,69,,,764.901738,2017-12-29,2017-12,2017-11,8,,,162.628779,Miền Bắc,Trong Nước
2678,Tây Ninh,24,,,722.900529,2017-12-29,2017-12,2017-11,2,,,3.5499999999999545,Miền Nam,Trong Nước
2679,Bắc Ninh,184,,,371.706124,2017-12-29,2017-12,2017-11,18,,,46.26736299999999,Miền Bắc,Trong Nước
2680,Bình Phước,24,,,369.908832,2017-12-29,2017-12,2017-11,8,,,23.43956000000003,Miền Nam,Trong Nước
2681,Hưng Yên,37,,,360.638191,2017-12-29,2017-12,2017-11,3,,,8.300000000000011,Miền Bắc,Trong Nước
2682,Quảng Ngãi,7,,,313.839,2017-12-29,2017-12,2017-11,0,,,0.0,Miền Trung,Trong Nước
2683,Ninh Thuận,3,,,265.767759,2017-12-29,2017-12,2017-11,1,,,0.013187000000016269,Miền Trung,Trong Nước
2684,Hải Dương,48,,,247.935844,2017-12-29,2017-12,2017-11,8,,,50.55500000000001,Miền Bắc,Trong Nước
2685,Yên Bái,4,,,237.015955,2017-12-29,2017-12,2017-11,0,,,0.0,Miền Bắc,Trong Nước
2686,Nhật Bản,367,,,7745.841475,2017-12-29,2017-12,2017-11,38,,,86.70589000000018,Châu Á,Nước Ngoài
2687,Hàn Quốc,861,,,3973.256298,2017-12-29,2017-12,2017-11,94,,,183.609062,Châu Á,Nước Ngoài
2688,Xin-ga-po,186,,,3771.835545,2017-12-29,2017-12,2017-11,21,,,523.5435259999999,Châu Á,Nước Ngoài
2689,Trung Quốc,284,,,1409.71835042,2017-12-29,2017-12,2017-11,40,,,57.03028099999983,Châu Á,Nước Ngoài
2690,Đặc khu hành chính Hồng Kông (TQ),129,,,740.401682,2017-12-29,2017-12,2017-11,12,,,61.10244900000009,Châu Á,Nước Ngoài
2691,Hoa Kỳ,73,,,637.658099,2017-12-29,2017-12,2017-11,13,,,369.78175699999997,Châu Mỹ,Nước Ngoài
2692,Đức,33,,,338.038378,2017-12-29,2017-12,2017-11,1,,,0.5818200000000502,Châu Âu,Nước Ngoài
2693,Ô-man,3,,,327.025594,2017-12-29,2017-12,2017-11,0,,,0.0,Châu Á,Nước Ngoài
2694,Đài Loan,106,,,326.925559,2017-12-29,2017-12,2017-11,12,,,17.11056000000002,Châu Á,Nước Ngoài
2695,Hà Lan,36,,,307.476113,2017-12-29,2017-12,2017-11,1,,,0.05000000000001137,Châu Âu,Nước Ngoài
2696,Thái Lan,47,,,299.629597,2017-12-29,2017-12,2017-11,5,,,78.72999999999999,Châu Á,Nước Ngoài
2697,Quần đảo Vigin thuộc Anh,41,,,271.848026,2017-12-29,2017-12,2017-11,7,,,32.366907999999995,Châu Mỹ,Nước Ngoài
2698,Xa-moa,38,,,214.59,2017-12-29,2017-12,2017-11,7,,,39.170000000000016,Châu Úc,Nước Ngoài
2699,Vương quốc Anh,38,,,206.004113,2017-12-29,2017-12,2017-11,9,,,4.231024999999988,Châu Âu,Nước Ngoài
2700,Ấn Độ,44,,,151.376955,2017-12-29,2017-12,2017-11,3,,,0.15450000000001296,Châu Á,Nước Ngoài
2701,Ma-lai-xi-a,28,,,122.771161,2017-12-29,2017-12,2017-11,3,,,1.1500000000000057,Châu Á,Nước Ngoài
2702,Ôx-trây-li-a,33,,,89.057319,2017-12-29,2017-12,2017-11,2,,,0.15000000000000568,Châu Úc,Nước Ngoài
2703,Xây-Sen,27,,,72.604912,2017-12-29,2017-12,2017-11,3,,,5.087912000000003,Châu Phi,Nước Ngoài
2704,Pháp,44,,,63.62268,2017-12-29,2017-12,2017-11,6,,,1.2593999999999994,Châu Âu,Nước Ngoài
2705,Thụy Sỹ,6,,,30.72,2017-12-29,2017-12,2017-11,1,,,0.29999999999999716,Châu Âu,Nước Ngoài
2706,Bê-li-xê,4,,,22.030555,2017-12-29,2017-12,2017-11,1,,,0.5555549999999982,Châu Mỹ,Nước Ngoài
2707,Tây Ấn thuộc Anh,1,,,20,2017-12-29,2017-12,2017-11,0,,,0,Châu Mỹ,Nước Ngoài
2708,TỔNG SỐ,2293,,,19797.437848420006,2017-11-29,2017-11,2017-10,223,,,3496.8712174200064,TỔNG SỐ,TỔNG SỐ
2709,Thanh Hóa,12,,,3146.814371,2017-11-29,2017-11,2017-10,0,,,0.0,Miền Bắc,Trong Nước
2710,Khánh Hòa,3,,,2583.628634,2017-11-29,2017-11,2017-10,,,,,Miền Trung,Trong Nước
2711,Nam Định,15,,,2130.145243,2017-11-29,2017-11,2017-10,1,,,0.1999999999998181,Miền Bắc,Trong Nước
2712,TP. Hồ Chí Minh,750,,,1932.483985,2017-11-29,2017-11,2017-10,75,,,36.446594000000005,Miền Nam,Trong Nước
2713,Kiên Giang,7,,,1342.30276,2017-11-29,2017-11,2017-10,0,,,0.0,Miền Nam,Trong Nước
2714,Bình Dương,180,,,1304.836322,2017-11-29,2017-11,2017-10,10,,,44.440000000000055,Miền Nam,Trong Nước
2715,Hà Nội,488,,,1073.487636,2017-11-29,2017-11,2017-10,48,,,31.548214000000144,Miền Bắc,Trong Nước
2716,Tây Ninh,22,,,719.350529,2017-11-29,2017-11,2017-10,2,,,3.0,Miền Nam,Trong Nước
2717,Bắc Giang,61,,,602.272959,2017-11-29,2017-11,2017-10,11,,,8.051662999999962,Miền Bắc,Trong Nước
2718,Đồng Nai,73,,,586.151041,2017-11-29,2017-11,2017-10,10,,,188.29824299999996,Miền Nam,Trong Nước
2719,Hưng Yên,34,,,352.338191,2017-11-29,2017-11,2017-10,0,,,0.0,Miền Bắc,Trong Nước
2720,Bình Phước,16,,,346.469272,2017-11-29,2017-11,2017-10,1,,,3.5600000000000023,Miền Nam,Trong Nước
2721,Bắc Ninh,166,,,325.438761,2017-11-29,2017-11,2017-10,21,,,20.610149999999976,Miền Bắc,Trong Nước
2722,Quảng Ngãi,7,,,313.839,2017-11-29,2017-11,2017-10,1,,,40.0,Miền Trung,Trong Nước
2723,Ninh Thuận,2,,,265.754572,2017-11-29,2017-11,2017-10,0,,,0.0,Miền Trung,Trong Nước
2724,Yên Bái,4,,,237.015955,2017-11-29,2017-11,2017-10,,,,,Miền Bắc,Trong Nước
2725,Hải Dương,40,,,197.380844,2017-11-29,2017-11,2017-10,4,,,6.400000000000006,Miền Bắc,Trong Nước
2726,Nhật Bản,329,,,7659.135585,2017-11-29,2017-11,2017-10,29,,,2688.4894240000003,Châu Á,Nước Ngoài
2727,Hàn Quốc,767,,,3789.647236,2017-11-29,2017-11,2017-10,87,,,288.23907999999983,Châu Á,Nước Ngoài
2728,Xin-ga-po,165,,,3248.292019,2017-11-29,2017-11,2017-10,11,,,106.26688599999989,Châu Á,Nước Ngoài
2729,Trung Quốc,244,,,1352.6880694200001,2017-11-29,2017-11,2017-10,21,,,40.78075042000023,Châu Á,Nước Ngoài
2730,Đặc khu hành chính Hồng Kông (TQ),117,,,679.299233,2017-11-29,2017-11,2017-10,10,,,41.48829999999998,Châu Á,Nước Ngoài
2731,Đức,32,,,337.456558,2017-11-29,2017-11,2017-10,1,,,0.5,Châu Âu,Nước Ngoài
2732,Ô-man,3,,,327.025594,2017-11-29,2017-11,2017-10,0,,,0.0,Châu Á,Nước Ngoài
2733,Đài Loan,94,,,309.814999,2017-11-29,2017-11,2017-10,6,,,2.5545450000000187,Châu Á,Nước Ngoài
2734,Hà Lan,35,,,307.426113,2017-11-29,2017-11,2017-10,5,,,189.928113,Châu Âu,Nước Ngoài
2735,Hoa Kỳ,60,,,267.876342,2017-11-29,2017-11,2017-10,5,,,0.7950000000000159,Châu Mỹ,Nước Ngoài
2736,Quần đảo Vigin thuộc Anh,34,,,239.481118,2017-11-29,2017-11,2017-10,7,,,14.321247,Châu Mỹ,Nước Ngoài
2737,Thái Lan,42,,,220.899597,2017-11-29,2017-11,2017-10,4,,,4.900000000000006,Châu Á,Nước Ngoài
2738,Vương quốc Anh,29,,,201.773088,2017-11-29,2017-11,2017-10,2,,,2.7050000000000125,Châu Âu,Nước Ngoài
2739,Xa-moa,31,,,175.42,2017-11-29,2017-11,2017-10,5,,,40.06999999999999,Châu Úc,Nước Ngoài
2740,Ấn Độ,41,,,151.222455,2017-11-29,2017-11,2017-10,5,,,1.5020000000000095,Châu Á,Nước Ngoài
2741,Ma-lai-xi-a,25,,,121.621161,2017-11-29,2017-11,2017-10,2,,,41.599999999999994,Châu Á,Nước Ngoài
2742,Ôx-trây-li-a,31,,,88.907319,2017-11-29,2017-11,2017-10,2,,,0.11499999999999488,Châu Úc,Nước Ngoài
2743,Xây-Sen,24,,,67.517,2017-11-29,2017-11,2017-10,2,,,0.5,Châu Phi,Nước Ngoài
2744,Pháp,38,,,62.36328,2017-11-29,2017-11,2017-10,7,,,28.490872000000003,Châu Âu,Nước Ngoài
2745,Thụy Sỹ,5,,,30.42,2017-11-29,2017-11,2017-10,2,,,0.25,Châu Âu,Nước Ngoài
2746,Bê-li-xê,3,,,21.475,2017-11-29,2017-11,2017-10,0,,,0.0,Châu Mỹ,Nước Ngoài
2747,Tây Ấn thuộc Anh,1,,,20,2017-11-29,2017-11,2017-10,0,,,0,Châu Mỹ,Nước Ngoài
2748,TỔNG SỐ,2070,,,16300.566631,2017-10-27,2017-10,2017-09,226,,,1740.053426579998,TỔNG SỐ,TỔNG SỐ
2749,Thanh Hóa,12,,,3146.814371,2017-10-27,2017-10,2017-09,2,,,1.8636360000000423,Miền Bắc,Trong Nước
2750,Nam Định,14,,,2129.945243,2017-10-27,2017-10,2017-09,2,,,4.0,Miền Bắc,Trong Nước
2751,TP. Hồ Chí Minh,675,,,1896.037391,2017-10-27,2017-10,2017-09,84,,,971.2081310000001,Miền Nam,Trong Nước
2752,Kiên Giang,7,,,1342.30276,2017-10-27,2017-10,2017-09,0,,,0.0,Miền Nam,Trong Nước
2753,Bình Dương,170,,,1260.396322,2017-10-27,2017-10,2017-09,18,,,87.68819499999995,Miền Nam,Trong Nước
2754,Hà Nội,440,,,1041.939422,2017-10-27,2017-10,2017-09,42,,,9.591293999999834,Miền Bắc,Trong Nước
2755,Tây Ninh,20,,,716.350529,2017-10-27,2017-10,2017-09,0,,,716.350529,Miền Nam,Trong Nước
2756,Bắc Giang,50,,,594.221296,2017-10-27,2017-10,2017-09,3,,,4.1200000000000045,Miền Bắc,Trong Nước
2757,Đồng Nai,63,,,397.852798,2017-10-27,2017-10,2017-09,8,,,14.78597000000002,Miền Nam,Trong Nước
2758,Hưng Yên,34,,,352.338191,2017-10-27,2017-10,2017-09,2,,,200.136364,Miền Bắc,Trong Nước
2759,Bình Phước,15,,,342.909272,2017-10-27,2017-10,2017-09,1,,,0.30000000000001137,Miền Nam,Trong Nước
2760,Bắc Ninh,145,,,304.828611,2017-10-27,2017-10,2017-09,18,,,24.766456000000005,Miền Bắc,Trong Nước
2761,Quảng Ngãi,6,,,273.839,2017-10-27,2017-10,2017-09,1,,,4.838999999999999,Miền Trung,Trong Nước
2762,Ninh Thuận,2,,,265.754572,2017-10-27,2017-10,2017-09,,,,,Miền Trung,Trong Nước
2763,Hải Dương,36,,,190.980844,2017-10-27,2017-10,2017-09,3,,,23.985843999999986,Miền Bắc,Trong Nước
2764,Bà Rịa - Vũng Tàu,19,,,181.67255,2017-10-27,2017-10,2017-09,6,,,28.80000000000001,Miền Nam,Trong Nước
2765,Hải Phòng,45,,,171.831844,2017-10-27,2017-10,2017-09,4,,,5.199999999999989,Miền Bắc,Trong Nước
2766,Nhật Bản,300,,,4970.646161,2017-10-27,2017-10,2017-09,23,,,67.4199009999993,Châu Á,Nước Ngoài
2767,Hàn Quốc,680,,,3501.408156,2017-10-27,2017-10,2017-09,86,,,1196.4775610000002,Châu Á,Nước Ngoài
2768,Xin-ga-po,154,,,3142.025133,2017-10-27,2017-10,2017-09,16,,,239.21519799999987,Châu Á,Nước Ngoài
2769,Trung Quốc,223,,,1311.907319,2017-10-27,2017-10,2017-09,28,,,30.21044857999982,Châu Á,Nước Ngoài
2770,Đặc khu hành chính Hồng Kông (TQ),107,,,637.810933,2017-10-27,2017-10,2017-09,7,,,7.210312999999928,Châu Á,Nước Ngoài
2771,Đức,31,,,336.956558,2017-10-27,2017-10,2017-09,3,,,2.0287819999999783,Châu Âu,Nước Ngoài
2772,Ô-man,3,,,327.025594,2017-10-27,2017-10,2017-09,0,,,0.0,Châu Á,Nước Ngoài
2773,Đài Loan,88,,,307.260454,2017-10-27,2017-10,2017-09,1,,,12.67777799999999,Châu Á,Nước Ngoài
2774,Hoa Kỳ,55,,,267.081342,2017-10-27,2017-10,2017-09,7,,,8.220000000000027,Châu Mỹ,Nước Ngoài
2775,Quần đảo Vigin thuộc Anh,27,,,225.159871,2017-10-27,2017-10,2017-09,3,,,25.5,Châu Mỹ,Nước Ngoài
2776,Thái Lan,38,,,215.999597,2017-10-27,2017-10,2017-09,6,,,3.8909940000000063,Châu Á,Nước Ngoài
2777,Vương quốc Anh,27,,,199.068088,2017-10-27,2017-10,2017-09,3,,,0.242999999999995,Châu Âu,Nước Ngoài
2778,Ấn Độ,36,,,149.720455,2017-10-27,2017-10,2017-09,5,,,72.41739399999999,Châu Á,Nước Ngoài
2779,Xa-moa,26,,,135.35,2017-10-27,2017-10,2017-09,4,,,12.299999999999997,Châu Úc,Nước Ngoài
2780,Hà Lan,30,,,117.498,2017-10-27,2017-10,2017-09,4,,,16.35000000000001,Châu Âu,Nước Ngoài
2781,Ôx-trây-li-a,29,,,88.792319,2017-10-27,2017-10,2017-09,3,,,1.4063640000000106,Châu Úc,Nước Ngoài
2782,Ma-lai-xi-a,23,,,80.021161,2017-10-27,2017-10,2017-09,3,,,1.3544240000000087,Châu Á,Nước Ngoài
2783,Xây-Sen,22,,,67.017,2017-10-27,2017-10,2017-09,4,,,21.999999999999993,Châu Phi,Nước Ngoài
2784,Pháp,31,,,33.872408,2017-10-27,2017-10,2017-09,4,,,5.041813000000001,Châu Âu,Nước Ngoài
2785,Thụy Sỹ,3,,,30.17,2017-10-27,2017-10,2017-09,0,,,0.0,Châu Âu,Nước Ngoài
2786,Bê-li-xê,3,,,21.475,2017-10-27,2017-10,2017-09,0,,,0.0,Châu Mỹ,Nước Ngoài
2787,Tây Ấn thuộc Anh,1,,,20,2017-10-27,2017-10,2017-09,0,,,0,Châu Mỹ,Nước Ngoài
2788,TỔNG SỐ,1844,,,14560.513204420002,2017-09-29,2017-09,2017-08,220,,,1104.7427160000007,TỔNG SỐ,TỔNG SỐ
2789,Thanh Hóa,10,,,3144.950735,2017-09-29,2017-09,2017-08,1,,,90.0,Miền Bắc,Trong Nước
2790,Nam Định,12,,,2125.945243,2017-09-29,2017-09,2017-08,0,,,0.0,Miền Bắc,Trong Nước
2791,Kiên Giang,7,,,1342.30276,2017-09-29,2017-09,2017-08,0,,,0.0,Miền Nam,Trong Nước
2792,Bình Dương,152,,,1172.708127,2017-09-29,2017-09,2017-08,22,,,64.99400000000014,Miền Nam,Trong Nước
2793,Hà Nội,398,,,1032.348128,2017-09-29,2017-09,2017-08,56,,,422.82257400000003,Miền Bắc,Trong Nước
2794,TP. Hồ Chí Minh,591,,,924.82926,2017-09-29,2017-09,2017-08,64,,,132.75516399999992,Miền Nam,Trong Nước
2795,Tây Ninh,20,,,726.350529,2017-09-29,2017-09,2017-08,2,,,32.200000000000045,Miền Nam,Trong Nước
2796,Bắc Giang,47,,,590.101296,2017-09-29,2017-09,2017-08,5,,,18.18333300000006,Miền Bắc,Trong Nước
2797,Đồng Nai,55,,,383.066828,2017-09-29,2017-09,2017-08,2,,,38.599999999999966,Miền Nam,Trong Nước
2798,Bình Phước,14,,,342.609272,2017-09-29,2017-09,2017-08,4,,,47.73999999999995,Miền Nam,Trong Nước
2799,Bắc Ninh,127,,,280.062155,2017-09-29,2017-09,2017-08,17,,,30.42634700000002,Miền Bắc,Trong Nước
2800,Quảng Ngãi,5,,,269,2017-09-29,2017-09,2017-08,0,,,0,Miền Trung,Trong Nước
2801,Hải Dương,33,,,166.995,2017-09-29,2017-09,2017-08,6,,,17.099999999999994,Miền Bắc,Trong Nước
2802,Hải Phòng,41,,,166.631844,2017-09-29,2017-09,2017-08,4,,,1.953284999999994,Miền Bắc,Trong Nước
2803,Bà Rịa - Vũng Tàu,13,,,152.87255,2017-09-29,2017-09,2017-08,3,,,23.292290999999977,Miền Nam,Trong Nước
2804,Hưng Yên,32,,,152.201827,2017-09-29,2017-09,2017-08,2,,,14.04000000000002,Miền Bắc,Trong Nước
2805,Phú Thọ,14,,,144.988364,2017-09-29,2017-09,2017-08,,,,,Miền Bắc,Trong Nước
2806,Nhật Bản,277,,,4903.22626,2017-09-29,2017-09,2017-08,28,,,74.15287100000023,Châu Á,Nước Ngoài
2807,Xin-ga-po,138,,,2902.809935,2017-09-29,2017-09,2017-08,12,,,61.76529100000016,Châu Á,Nước Ngoài
2808,Hàn Quốc,594,,,2304.930595,2017-09-29,2017-09,2017-08,74,,,132.30558799999972,Châu Á,Nước Ngoài
2809,Trung Quốc,195,,,1281.69687042,2017-09-29,2017-09,2017-08,19,,,10.763378000000102,Châu Á,Nước Ngoài
2810,Đặc khu hành chính Hồng Kông (TQ),100,,,630.60062,2017-09-29,2017-09,2017-08,13,,,43.62132500000007,Châu Á,Nước Ngoài
2811,Đức,28,,,334.927776,2017-09-29,2017-09,2017-08,3,,,12.514397999999971,Châu Âu,Nước Ngoài
2812,Ô-man,3,,,327.025594,2017-09-29,2017-09,2017-08,,,,,Châu Á,Nước Ngoài
2813,Đài Loan,87,,,294.582676,2017-09-29,2017-09,2017-08,13,,,116.93795599999999,Châu Á,Nước Ngoài
2814,Hoa Kỳ,48,,,258.861342,2017-09-29,2017-09,2017-08,9,,,4.304999999999978,Châu Mỹ,Nước Ngoài
2815,Thái Lan,32,,,212.108603,2017-09-29,2017-09,2017-08,2,,,22.75,Châu Á,Nước Ngoài
2816,Quần đảo Vigin thuộc Anh,24,,,199.659871,2017-09-29,2017-09,2017-08,6,,,8.82648500000002,Châu Mỹ,Nước Ngoài
2817,Vương quốc Anh,24,,,198.825088,2017-09-29,2017-09,2017-08,5,,,184.1,Châu Âu,Nước Ngoài
2818,Xa-moa,22,,,123.05,2017-09-29,2017-09,2017-08,5,,,34.75,Châu Úc,Nước Ngoài
2819,Hà Lan,26,,,101.148,2017-09-29,2017-09,2017-08,3,,,30.700000000000003,Châu Âu,Nước Ngoài
2820,Ôx-trây-li-a,26,,,87.385955,2017-09-29,2017-09,2017-08,1,,,0.4454939999999965,Châu Úc,Nước Ngoài
2821,Ma-lai-xi-a,20,,,78.666737,2017-09-29,2017-09,2017-08,0,,,0.0,Châu Á,Nước Ngoài
2822,Ấn Độ,31,,,77.303061,2017-09-29,2017-09,2017-08,7,,,1.0448109999999957,Châu Á,Nước Ngoài
2823,Xây-Sen,18,,,45.017,2017-09-29,2017-09,2017-08,2,,,1.5670000000000002,Châu Phi,Nước Ngoài
2824,Thụy Sỹ,3,,,30.17,2017-09-29,2017-09,2017-08,1,,,0.10000000000000142,Châu Âu,Nước Ngoài
2825,Pháp,27,,,28.830595,2017-09-29,2017-09,2017-08,2,,,0.05999999999999872,Châu Âu,Nước Ngoài
2826,Bê-li-xê,3,,,21.475,2017-09-29,2017-09,2017-08,,,,,Châu Mỹ,Nước Ngoài
2827,Tây Ấn thuộc Anh,1,,,20,2017-09-29,2017-09,2017-08,0,,,0,Châu Mỹ,Nước Ngoài
2828,TỔNG SỐ,1624,,,13455.770488420001,2017-08-29,2017-08,2017-07,246,,,528.4464454200024,TỔNG SỐ,TỔNG SỐ
2829,Thanh Hóa,9,,,3054.950735,2017-08-29,2017-08,2017-07,1,,,0.4458309999999983,Miền Bắc,Trong Nước
2830,Nam Định,12,,,2125.945243,2017-08-29,2017-08,2017-07,0,,,0.0,Miền Bắc,Trong Nước
2831,Kiên Giang,7,,,1342.30276,2017-08-29,2017-08,2017-07,1,,,4.457122000000027,Miền Nam,Trong Nước
2832,Bình Dương,130,,,1107.714127,2017-08-29,2017-08,2017-07,26,,,64.39266599999996,Miền Nam,Trong Nước
2833,TP. Hồ Chí Minh,527,,,792.074096,2017-08-29,2017-08,2017-07,89,,,47.96329100000003,Miền Nam,Trong Nước
2834,Tây Ninh,18,,,694.150529,2017-08-29,2017-08,2017-07,0,,,0.0,Miền Nam,Trong Nước
2835,Hà Nội,342,,,609.525554,2017-08-29,2017-08,2017-07,49,,,27.095996000000014,Miền Bắc,Trong Nước
2836,Bắc Giang,42,,,571.917963,2017-08-29,2017-08,2017-07,8,,,56.323263999999995,Miền Bắc,Trong Nước
2837,Đồng Nai,53,,,344.466828,2017-08-29,2017-08,2017-07,8,,,46.85000000000002,Miền Nam,Trong Nước
2838,Bình Phước,10,,,294.869272,2017-08-29,2017-08,2017-07,2,,,12.0,Miền Nam,Trong Nước
2839,Quảng Ngãi,5,,,269,2017-08-29,2017-08,2017-07,1,,,35,Miền Trung,Trong Nước
2840,Bắc Ninh,110,,,249.635808,2017-08-29,2017-08,2017-07,18,,,20.74495300000001,Miền Bắc,Trong Nước
2841,Hải Phòng,37,,,164.678559,2017-08-29,2017-08,2017-07,6,,,18.252538000000015,Miền Bắc,Trong Nước
2842,Hải Dương,27,,,149.895,2017-08-29,2017-08,2017-07,3,,,9.700000000000017,Miền Bắc,Trong Nước
2843,Hưng Yên,30,,,138.161827,2017-08-29,2017-08,2017-07,3,,,4.708654999999993,Miền Bắc,Trong Nước
2844,Bà Rịa - Vũng Tàu,10,,,129.580259,2017-08-29,2017-08,2017-07,1,,,6.000000000000014,Miền Nam,Trong Nước
2845,Trà Vinh,2,,,125.9242,2017-08-29,2017-08,2017-07,0,,,0.0,Miền Nam,Trong Nước
2846,Nhật Bản,249,,,4829.073389,2017-08-29,2017-08,2017-07,29,,,20.75481899999977,Châu Á,Nước Ngoài
2847,Xin-ga-po,126,,,2841.044644,2017-08-29,2017-08,2017-07,26,,,25.380105000000185,Châu Á,Nước Ngoài
2848,Hàn Quốc,520,,,2172.625007,2017-08-29,2017-08,2017-07,76,,,235.1053780000002,Châu Á,Nước Ngoài
2849,Trung Quốc,176,,,1270.93349242,2017-08-29,2017-08,2017-07,28,,,49.601263419999896,Châu Á,Nước Ngoài
2850,Đặc khu hành chính Hồng Kông (TQ),87,,,586.979295,2017-08-29,2017-08,2017-07,17,,,34.86793699999998,Châu Á,Nước Ngoài
2851,Đức,25,,,322.413378,2017-08-29,2017-08,2017-07,2,,,0.09391700000003311,Châu Âu,Nước Ngoài
2852,Hoa Kỳ,39,,,254.556342,2017-08-29,2017-08,2017-07,4,,,2.5619140000000016,Châu Mỹ,Nước Ngoài
2853,Quần đảo Vigin thuộc Anh,18,,,190.833386,2017-08-29,2017-08,2017-07,2,,,36.44999999999999,Châu Mỹ,Nước Ngoài
2854,Thái Lan,30,,,189.358603,2017-08-29,2017-08,2017-07,3,,,6.799999999999983,Châu Á,Nước Ngoài
2855,Đài Loan,74,,,177.64472,2017-08-29,2017-08,2017-07,17,,,45.75530900000001,Châu Á,Nước Ngoài
2856,Xa-moa,17,,,88.3,2017-08-29,2017-08,2017-07,4,,,22.099999999999994,Châu Úc,Nước Ngoài
2857,Ôx-trây-li-a,25,,,86.940461,2017-08-29,2017-08,2017-07,6,,,16.189493,Châu Úc,Nước Ngoài
2858,Ma-lai-xi-a,20,,,78.666737,2017-08-29,2017-08,2017-07,2,,,4.507121999999995,Châu Á,Nước Ngoài
2859,Ấn Độ,24,,,76.25825,2017-08-29,2017-08,2017-07,3,,,0.21999999999999886,Châu Á,Nước Ngoài
2860,Hà Lan,23,,,70.448,2017-08-29,2017-08,2017-07,1,,,0.01999999999999602,Châu Âu,Nước Ngoài
2861,Xây-Sen,16,,,43.45,2017-08-29,2017-08,2017-07,4,,,12.000000000000004,Châu Phi,Nước Ngoài
2862,Thụy Sỹ,2,,,30.07,2017-08-29,2017-08,2017-07,0,,,0.0,Châu Âu,Nước Ngoài
2863,Pháp,25,,,28.770595,2017-08-29,2017-08,2017-07,3,,,3.158342000000001,Châu Âu,Nước Ngoài
2864,Tây Ấn thuộc Anh,1,,,20,2017-08-29,2017-08,2017-07,0,,,0,Châu Mỹ,Nước Ngoài
2865,Đan Mạch,4,,,15.72737,2017-08-29,2017-08,2017-07,0,,,0.0,Châu Âu,Nước Ngoài
2866,Vương quốc Anh,19,,,14.725088,2017-08-29,2017-08,2017-07,4,,,0.6314539999999997,Châu Âu,Nước Ngoài
2867,Hung-ga-ri,3,,,13.22455,2017-08-29,2017-08,2017-07,0,,,0.0,Châu Âu,Nước Ngoài
2868,Xlô-va-ki,1,,,11,2017-08-29,2017-08,2017-07,0,,,0,Châu Âu,Nước Ngoài
2869,TỔNG SỐ,1378,,,12927.324042999999,2017-07-28,2017-07,2017-06,195,,,1089.0874699999968,TỔNG SỐ,TỔNG SỐ
2870,Thanh Hóa,8,,,3054.504904,2017-07-28,2017-07,2017-06,0,,,0.0,Miền Bắc,Trong Nước
2871,Nam Định,12,,,2125.945243,2017-07-28,2017-07,2017-06,2,,,4.656400000000303,Miền Bắc,Trong Nước
2872,Kiên Giang,6,,,1337.845638,2017-07-28,2017-07,2017-06,1,,,33.0,Miền Nam,Trong Nước
2873,Bình Dương,104,,,1043.321461,2017-07-28,2017-07,2017-06,12,,,17.19699999999989,Miền Nam,Trong Nước
