,Phân Loại,E-Total-M,YOP,YTD-YOY,Total-YOY,Total-Pre-Month,E-MOM,Date,Month,PreMonth,PreYearMonth,Total-M,MOM,M-YOY
2823,Bộ Tài nguyên và Môi trường,132.1,65.23937963587323,52.8194598009793,967.5,128.4,2.881619937694694,2018-10-29,2018-10,2018-09,2017-10,130.2,1.4018691588784975,154.29687499999994
2824,Bộ Giáo dục - Đào tạo,122.4,58.68008150338958,31.766263863598738,796.0,103.7,18.032786885245898,2018-10-29,2018-10,2018-09,2017-10,121.4,17.068466730954682,105.76271186440681
2825,"Bộ Văn hoá, Thể thao và Du lịch",75.8,65.88856927297302,14.553881807647755,494.3,66.9,13.303437967115087,2018-10-29,2018-10,2018-09,2017-10,73.6,10.014947683109114,60.69868995633186
2826,Bộ Xây dựng,30.5,75.5118153608872,-48.7334829219646,205.63,27.5,10.909090909090907,2018-10-29,2018-10,2018-09,2017-10,28.1,2.181818181818201,-31.796116504854368
2827,Bộ Khoa học và Công nghệ,26.1,68.26446280991735,58.93784875889935,165.2,23.6,10.593220338983045,2018-10-29,2018-10,2018-09,2017-10,25.1,6.355932203389841,156.1224489795918
2828,Bộ Công Thương,23.4,74.20534841978507,-14.859228362877985,163.3,21.8,7.339449541284409,2018-10-29,2018-10,2018-09,2017-10,22.4,2.752293577981632,-4.680851063829792
2829,Bộ Thông tin và Truyền thông,13.8,69.84962406015039,18.04320203303685,92.9,13.3,3.759398496240607,2018-10-29,2018-10,2018-09,2017-10,12.8,-3.759398496240607,24.271844660194162
2830,Địa phương,27425.028000000002,72.13904319738104,17.868501707847017,202267.145,25625.048,7.0242990374106,2018-10-29,2018-10,2018-09,2017-10,27456.086,7.145500761598569,22.752159534387346
2831,Vốn ngân sách NN cấp tỉnh,19554.943,69.25362349142944,20.00061222823004,141712.58099999998,18122.197,7.906028170866918,2018-10-29,2018-10,2018-09,2017-10,19424.941,7.188664818068119,26.37909615087463
2832,Vốn ngân sách NN cấp huyện,6655.648,77.43604062226605,13.78091827659334,50777.0,6341.0,4.962119539504812,2018-10-29,2018-10,2018-09,2017-10,6845.008,7.948399306103141,16.963917570693894
2833,Vốn ngân sách NN cấp xã,1214.4370000000001,96.01125497730192,10.05963140043005,9777.045000000002,1162.359,4.480371382679564,2018-10-29,2018-10,2018-09,2017-10,1186.137,2.045667474506587,3.5927510917030503
2834,Hà Nội,3462.886,74.19431734781077,5.8554552481465265,28267.428,3441.281,0.6278185361788076,2018-10-29,2018-10,2018-09,2017-10,3482.065,1.1851400684803224,11.38573163257341
2835,TP. Hồ Chí Minh,3257.489,51.39136976453403,22.31625984412588,18438.375,2570.763,26.71292530661131,2018-10-29,2018-10,2018-09,2017-10,3639.524,41.57368843413414,61.45201608520813
2836,Hải Phòng,1396.856,89.05244353605953,51.57129453719645,8114.586,1468.281,-4.8645320616421515,2018-10-29,2018-10,2018-09,2017-10,1083.147,-26.23026518765822,-4.806739084581309
2837,Quảng Ninh,1182.361,59.83351744863869,38.926204025742265,7767.528,910.033,29.92506865135661,2018-10-29,2018-10,2018-09,2017-10,1363.795,49.86214785617665,24.62693113966712
2838,Bình Dương,916.354,74.22834673461556,11.080603455945635,5930.499,853.182,7.404281853109879,2018-10-29,2018-10,2018-09,2017-10,921.362,7.991260950184113,14.777710231009934
2839,Bà Rịa - Vũng Tàu,707.702,81.08807510052179,38.28477737496786,5278.052,681.733,3.8092625705371574,2018-10-29,2018-10,2018-09,2017-10,704.209,3.2968918916936616,59.29591291995041
2840,Thanh Hóa,572.42,80.94308137721697,32.23251834280501,5092.228,532.737,7.448891291575393,2018-10-29,2018-10,2018-09,2017-10,579.22,8.72531849674418,36.95054392929512
2841,Đồng Nai,810.177,70.13296881339653,22.53068886964273,5081.877,771.566,5.004238133873187,2018-10-29,2018-10,2018-09,2017-10,878.794,13.897450120922898,67.12416299471505
2842,Nghệ An,595.039,82.54518848884503,8.675688944959049,4834.325,543.112,9.561011356773562,2018-10-29,2018-10,2018-09,2017-10,536.843,-1.1542738882587713,-7.0926195775198835
2843,Vĩnh Phúc,611.717,76.35794647675907,-1.7122085086365928,4780.671,588.774,3.8967413642586166,2018-10-29,2018-10,2018-09,2017-10,619.752,5.261441571808518,-4.52060176091328
2844,Cần Thơ,713.681,76.4439368215988,13.609707237169971,4320.317,701.01,1.8075348425842748,2018-10-29,2018-10,2018-09,2017-10,769.758,9.806992767578208,66.37732407091198
2845,Quảng Nam,402.403,90.14480664372768,19.14733501764833,4125.99,396.401,1.5141233246132089,2018-10-29,2018-10,2018-09,2017-10,360.353,-9.093821660389352,-16.49487641761715
2846,Đà Nẵng,463.477,46.907410564600916,9.052506412823647,3697.82,435.347,6.461512310869267,2018-10-29,2018-10,2018-09,2017-10,464.026,6.587618612279414,5.784057594368221
2847,Kiên Giang,376.5,82.62093053952307,17.42619592414985,3686.788,373.817,0.7177308683125716,2018-10-29,2018-10,2018-09,2017-10,377.459,0.9742735081604224,7.423102317745105
2848,Bình Định,304.034,86.58393863731769,15.293372994368085,2976.348,300.94,1.028111915996547,2018-10-29,2018-10,2018-09,2017-10,264.931,-11.965508074699287,1.0327088012874555
2849,Thái Bình,377.385,74.14015238557526,12.459793127243856,2871.5,361.344,4.439260095642922,2018-10-29,2018-10,2018-09,2017-10,379.385,4.9927492915338405,22.31754813582492
2850,Bắc Ninh,380.561,57.97106343396759,21.81458863760743,2866.843,363.01,4.834853034351667,2018-10-29,2018-10,2018-09,2017-10,369.546,1.8005013635987979,37.46968231530391
2851,Hà Tĩnh,301.63,84.73333418400983,22.063341730579694,2788.996,319.62,-5.628558913710037,2018-10-29,2018-10,2018-09,2017-10,263.704,-17.494524748138417,35.09979917209722
2852,Phú Thọ,336.447,91.76206790048201,11.813084667510452,2709.5430000000006,321.831,4.541514024441383,2018-10-29,2018-10,2018-09,2017-10,313.669,-2.536113674568341,11.318960163250821
2853,Quảng Ngãi,285.391,82.38132112942743,-0.17366975281130692,2609.617,281.541,1.3674740091141473,2018-10-29,2018-10,2018-09,2017-10,282.258,0.2546698349441101,-0.22023394996482182
2854,Bắc Giang,314.848,69.9592595259365,46.80008778057615,2555.355,293.218,7.376764045863496,2018-10-29,2018-10,2018-09,2017-10,336.887,14.893014753528092,
2855,Lào Cai,322.623,87.1388720087441,7.70461593208276,2542.389,316.916,1.8007926390589262,2018-10-29,2018-10,2018-09,2017-10,326.623,3.0629567456360576,
2856,TỔNG SỐ,31473.537000000004,63.19774802933694,11.785728623222383,214493.706,29794.187,5.636502180777754,2018-09-28,2018-09,2018-08,2017-09,31497.748,5.7177629985339,17.52452520428342
2857,Trung ương,5981.7,60.36725812765725,-6.899989235586219,39784.8,5640.0,6.058510638297875,2018-09-28,2018-09,2018-08,2017-09,5872.7,4.12588652482269,-3.8523248199083184
2858,Bộ Giao thông Vận tải,1726.4,70.21838929642249,-43.46654535274356,12924.0,1652.5,4.472012102874444,2018-09-28,2018-09,2018-08,2017-09,1660.4,0.4780635400907727,-40.03611412062116
2859,Bộ NN và PTNT,727.3,52.713187513293505,9.082286593181237,4255.3,693.2,4.919215233698779,2018-09-28,2018-09,2018-08,2017-09,702.3,1.312752452394676,4.820895522388042
2860,Bộ Y tế,275.2,49.58850226928896,-38.19669658345275,1638.9,259.5,6.050096339113679,2018-09-28,2018-09,2018-08,2017-09,289.2,11.4450867052023,-18.535211267605632
2861,Bộ Tài nguyên và Môi trường,131.4,56.534052596089005,53.722038870553746,838.4,120.7,8.86495443247722,2018-09-28,2018-09,2018-08,2017-09,128.4,6.37945318972659,173.19148936170217
2862,Bộ Giáo dục - Đào tạo,113.7,50.394100145373265,31.36049192928519,683.6,98.6,15.314401622718066,2018-09-28,2018-09,2018-08,2017-09,103.7,5.172413793103445,78.79310344827587
2863,"Bộ Văn hoá, Thể thao và Du lịch",67.9,55.917974529662516,12.557016367051261,419.5,59.1,14.890016920473784,2018-09-28,2018-09,2018-08,2017-09,66.9,13.197969543147224,52.04545454545456
2864,Bộ Xây dựng,28.5,64.67877274479922,-50.78792958927075,176.13,25.5,11.764705882352942,2018-09-28,2018-09,2018-08,2017-09,27.5,7.843137254901961,-36.04651162790697
2865,Bộ Công Thương,22.5,63.89021425487924,-16.35930993456276,140.6,19.8,13.636363636363626,2018-09-28,2018-09,2018-08,2017-09,21.8,10.101010101010104,-9.166666666666671
2866,Bộ Khoa học và Công nghệ,23.6,57.47933884297522,59.811580882352985,139.10000000000002,21.1,11.848341232227483,2018-09-28,2018-09,2018-08,2017-09,23.6,11.848341232227483,136.00000000000003
2867,Bộ Thông tin và Truyền thông,13.8,59.849624060150376,17.231222385861543,79.6,12.1,14.049586776859528,2018-09-28,2018-09,2018-08,2017-09,13.3,9.91735537190084,20.90909090909092
2868,Địa phương,25491.837000000003,63.87981329280949,17.139574087872035,174708.906,24153.687,5.540147969955896,2018-09-28,2018-09,2018-08,2017-09,25625.048,6.091662113531555,23.834378775431304
2869,Vốn ngân sách NN cấp tỉnh,18062.47,61.74683521194508,19.10610034912341,122097.911,17022.218,6.111142507985747,2018-09-28,2018-09,2018-08,2017-09,18122.197,6.46201922687159,30.969119028691182
2870,Vốn ngân sách NN cấp huyện,6238.722,67.13093503509407,13.272437058096685,44020.101,5954.966,4.7650314040415935,2018-09-28,2018-09,2018-08,2017-09,6341.0,6.48255590376165,11.128636522958274
2871,Vốn ngân sách NN cấp xã,1190.645,84.36317049957049,10.537957602360805,8590.894,1176.503,1.2020368838838493,2018-09-28,2018-09,2018-08,2017-09,1162.359,-1.2022068792004745,1.0746956521739008
2872,Hà Nội,3455.912,65.14358497250676,5.265601554216531,24819.173,3431.624,0.7077698489111839,2018-09-28,2018-09,2018-08,2017-09,3441.281,0.2814119495609049,6.277980234712771
2873,TP. Hồ Chí Minh,2190.1,51.05374550332802,15.44545674370714,14800.223,2099.995,4.290724501725009,2018-09-28,2018-09,2018-08,2017-09,2570.763,22.417577184707582,56.945238095238096
2874,Hải Phòng,1564.642,74.7803343296961,61.63210187952333,6814.091,1270.359,23.165341450723773,2018-09-28,2018-09,2018-08,2017-09,1468.281,15.580005337074027,42.96796494644596
2875,Quảng Ninh,1022.624,51.59304480907688,48.944453141956444,6697.758,905.697,12.910167528433902,2018-09-28,2018-09,2018-08,2017-09,910.033,0.478747307322422,43.99256329113925
2876,Bình Dương,842.261,62.62222552654511,10.296656725788722,5003.224,790.941,6.488473855824893,2018-09-28,2018-09,2018-08,2017-09,853.182,7.869234241239226,15.607317073170734
2877,Bà Rịa - Vũng Tàu,706.438,70.59501591326274,37.45665455746371,4595.055,635.796,11.110796544803662,2018-09-28,2018-09,2018-08,2017-09,681.733,7.225116232250571,69.16451612903225
2878,Thanh Hóa,520.824,71.6548653801341,31.501267202329984,4507.895,517.493,0.6436802043698862,2018-09-28,2018-09,2018-08,2017-09,532.737,2.9457403288546686,49.226050420168065
2879,Nghệ An,538.046,72.29850868595665,6.342869370324195,4234.22,536.87,0.21904744165254897,2018-09-28,2018-09,2018-08,2017-09,543.112,1.1626650772067677,-10.672368421052639
2880,Vĩnh Phúc,615.606,67.01603243894738,-0.4524708667458981,4195.786,551.682,11.58710996552361,2018-09-28,2018-09,2018-08,2017-09,588.774,6.723438502615636,-7.860093896713622
2881,Đồng Nai,695.387,57.90072121953172,19.357665238630204,4195.521,672.442,3.412190196329192,2018-09-28,2018-09,2018-08,2017-09,771.566,14.740899586878868,60.0759336099585
2882,Quảng Nam,413.024,81.71626864266193,23.38238772420769,3740.21,402.289,2.668479625343977,2018-09-28,2018-09,2018-08,2017-09,396.401,-1.4636244093176742,-7.598834498834492
2883,Cần Thơ,439.027,59.18048203920472,0.13592354510161897,3344.653,401.356,9.385931691565588,2018-09-28,2018-09,2018-08,2017-09,701.01,74.6604012397971,50.10920770877945
2884,Kiên Giang,375.2,74.21455740355911,18.770765430256844,3311.671,372.125,0.826335236815595,2018-09-28,2018-09,2018-08,2017-09,373.817,0.45468592542827935,13.277878787878777
2885,Đà Nẵng,446.267,41.16665601113858,9.92663796046891,3245.263,433.804,2.872956450378524,2018-09-28,2018-09,2018-08,2017-09,435.347,0.3556905883763193,12.784196891191698
2886,Bình Định,332.427,78.65536552564356,16.577315764965576,2703.801,471.956,-29.56398477824203,2018-09-28,2018-09,2018-08,2017-09,300.94,-36.23558128300096,13.992424242424235
2887,Thái Bình,384.861,65.00352433599186,12.234301729721864,2517.632,346.48,11.077407065342854,2018-09-28,2018-09,2018-08,2017-09,361.344,4.29000230893557,13.27398119122256
2888,Hà Tĩnh,335.438,76.04999304268148,19.787680816812497,2503.184,341.364,-1.7359768458302511,2018-09-28,2018-09,2018-08,2017-09,319.62,-6.369740218652225,24.8515625
2889,Bắc Ninh,348.09,49.97395506844883,18.551703229545026,2471.362,325.888,6.812770031421849,2018-09-28,2018-09,2018-08,2017-09,363.01,11.391030047132759,41.249027237354085
2890,Phú Thọ,359.187,81.63297651849504,12.558837153701347,2410.452,322.667,11.318170125857321,2018-09-28,2018-09,2018-08,2017-09,321.831,-0.2590906414352787,24.740697674418627
2891,Quảng Ngãi,282.502,73.40233334354043,-0.2611874355503119,2325.187,279.186,1.187738640189707,2018-09-28,2018-09,2018-08,2017-09,281.541,0.8435236723904467,-0.16276595744680833
2892,Bắc Giang,342.945,62.700906442010464,46.72042876425974,2290.234,315.952,8.543386337165131,2018-09-28,2018-09,2018-08,2017-09,293.218,-7.195396769129474,
2893,Lào Cai,334.616,76.68781740241819,10.057137123193073,2237.466,303.696,10.181233865444383,2018-09-28,2018-09,2018-08,2017-09,316.916,4.353037247774068,
2894,TỔNG SỐ,30330.440000000002,55.15774200200082,11.25820076235415,183556.422,28737.5,5.543070900391484,2018-08-29,2018-08,2018-07,2017-08,29794.187,3.6770317529360597,14.759609323672507
2895,Trung ương,5663.0,51.325855858316416,-7.642299952764617,33826.100000000006,5302.8,6.792637851700988,2018-08-29,2018-08,2018-07,2017-08,5640.0,6.358904729576835,-4.983321540483175
2896,Bộ Giao thông Vận tải,1760.5,61.42533441888225,-43.731678304624154,11305.6,1634.6,7.702190138260121,2018-08-29,2018-08,2018-07,2017-08,1652.5,1.095069130062413,-42.33118129471296
2897,Bộ NN và PTNT,679.7,45.90245489871668,14.692955305187567,3705.5,656.3,3.565442632942279,2018-08-29,2018-08,2018-07,2017-08,693.2,5.622428767332039,-4.701677206488853
2898,Bộ Y tế,234.5,40.50529500756429,-41.70440689775301,1338.7,215.7,8.715808993973113,2018-08-29,2018-08,2018-07,2017-08,259.5,20.305980528511824,-15.00163773337701
2899,Bộ Tài nguyên và Môi trường,119.5,47.592717464598785,52.57241677475139,705.8,115.8,3.195164075993091,2018-08-29,2018-08,2018-07,2017-08,120.7,4.231433506044908,171.23595505617976
2900,Bộ Giáo dục - Đào tạo,99.6,42.08600317875014,29.075288265882875,570.9,88.3,12.797281993204976,2018-08-29,2018-08,2018-07,2017-08,98.6,11.664779161947905,72.37762237762234
2901,"Bộ Văn hoá, Thể thao và Du lịch",57.2,46.48056667102102,9.31034482758622,348.7,53.5,6.9158878504673,2018-08-29,2018-08,2018-07,2017-08,59.1,10.467289719626166,38.40749414519905
2902,Bộ Xây dựng,26.1,54.43328498246516,-52.97271573604062,148.23,24.83,5.114780507450661,2018-08-29,2018-08,2018-07,2017-08,25.5,2.698348771647204,-38.10679611650486
2903,Bộ Công Thương,20.3,53.893167927657736,-17.638888888888886,118.6,18.5,9.72972972972974,2018-08-29,2018-08,2018-07,2017-08,19.8,7.027027027027017,-16.806722689075627
2904,Bộ Khoa học và Công nghệ,21.7,47.97520661157025,60.27056874654886,116.1,20.7,4.830917874396135,2018-08-29,2018-08,2018-07,2017-08,21.1,1.9323671497584627,129.34782608695653
2905,Bộ Thông tin và Truyền thông,11.6,49.097744360902254,15.371024734982328,65.3,10.8,7.407407407407391,2018-08-29,2018-08,2018-07,2017-08,12.1,12.037037037037024,14.150943396226424
2906,Địa phương,24666.940000000002,56.10400626969634,16.65121591277159,149730.322,23434.7,5.2581855112290725,2018-08-29,2018-08,2018-07,2017-08,24153.687,3.068044395703808,20.60887548817294
2907,Vốn ngân sách NN cấp tỉnh,17304.166,53.52517481740657,17.941340487535044,104317.389,16512.825,4.792281151165838,2018-08-29,2018-08,2018-07,2017-08,17022.218,3.0848325468234634,28.60545482018736
2908,Vốn ngân sách NN cấp huyện,6146.805,61.01855619994818,14.220168405275956,37973.218,5808.554,5.823325392171611,2018-08-29,2018-08,2018-07,2017-08,5954.966,2.52062733685527,5.640226892731562
2909,Vốn ngân sách NN cấp xã,1215.969,76.27660556102363,11.65536012784429,7439.715,1113.321,9.2199823770503,2018-08-29,2018-08,2018-07,2017-08,1176.503,5.675092807914339,2.0532028489815843
2910,Hà Nội,3423.278,56.05084907072283,4.993760086115387,21354.915,3384.139,1.156542328787296,2018-08-29,2018-08,2018-07,2017-08,3431.624,1.403163404340063,7.152829104048621
2911,TP. Hồ Chí Minh,2213.822,43.891589004913676,13.785502217770798,12723.95,2197.754,0.7311100332430414,2018-08-29,2018-08,2018-07,2017-08,2099.995,-4.4481320475358075,33.59596666454607
2912,Quảng Ninh,1117.842,60.75168782521432,52.31841863355612,5887.279,1085.946,2.93716262134582,2018-08-29,2018-08,2018-07,2017-08,905.697,-16.59833914393532,41.04244368483754
2913,Hải Phòng,1307.459,58.01652805492626,65.80913417477592,5286.549,875.754,49.29523587674166,2018-08-29,2018-08,2018-07,2017-08,1270.359,45.05888639960537,54.621637016913496
2914,Bình Dương,786.352,52.199136606512454,9.433152523344603,4156.374,732.889,7.294829094173878,2018-08-29,2018-08,2018-07,2017-08,790.941,7.920981212707517,14.362119746504902
2915,Thanh Hóa,500.25,63.10206669017069,29.687084501493274,3969.828,517.275,-3.291286066405675,2018-08-29,2018-08,2018-07,2017-08,517.493,0.042143927311414586,23.10007041181396
2916,Bà Rịa - Vũng Tàu,656.576,60.06107509622009,32.80568618305483,3909.397,615.021,6.756679853208269,2018-08-29,2018-08,2018-07,2017-08,635.796,3.377933436419255,38.46817259192795
2917,Nghệ An,537.527,63.12269276608533,5.305779577549856,3696.831,492.41,9.162486545764708,2018-08-29,2018-08,2018-07,2017-08,536.87,9.029061148230127,-12.427963938335665
2918,Vĩnh Phúc,479.834,56.03586339212656,-1.877684263990048,3508.332,469.091,2.290173974772486,2018-08-29,2018-08,2018-07,2017-08,551.682,17.606605114999013,1.9307801460372076
2919,Đồng Nai,669.53,48.26377369218582,19.486061470770835,3497.222,632.037,5.932089418815664,2018-08-29,2018-08,2018-07,2017-08,672.442,6.3928219392219034,50.98705777745843
2920,Quảng Nam,420.481,73.08996215700483,28.54992091903,3345.378,412.542,1.9244101206665079,2018-08-29,2018-08,2018-07,2017-08,402.289,-2.485322706536536,-1.4270557419146144
2921,Kiên Giang,377.1,65.9178140028008,19.650207393432467,2941.446,369.854,1.9591514489501378,2018-08-29,2018-08,2018-07,2017-08,372.125,0.6140260751539728,16.094604038235943
2922,Cần Thơ,361.127,51.613755636873236,-0.260123152109216,2865.397,345.972,4.380412287699585,2018-08-29,2018-08,2018-07,2017-08,401.356,16.008231880036547,-13.819395982521499
2923,Đà Nẵng,451.07,35.72471290962895,9.735723603922082,2816.262,426.194,5.83677855624434,2018-08-29,2018-08,2018-07,2017-08,433.804,1.785571828791575,16.59987367119568
2924,Bình Định,463.684,72.92986721041255,14.994420845841617,2363.102,513.269,-9.660626299269964,2018-08-29,2018-08,2018-07,2017-08,471.956,-8.048995750766167,11.134240072338187
2925,Hà Tĩnh,340.345,65.82799078109723,18.15361578168438,2166.727,330.82,2.8792092376519065,2018-08-29,2018-08,2018-07,2017-08,341.364,3.1872317272232635,34.93128214047138
2926,Thái Bình,366.035,62.532132929221554,11.855628313065168,2152.326,338.676,8.078222253717442,2018-08-29,2018-08,2018-07,2017-08,346.48,2.3042672052345097,13.502127673514337
2927,Bắc Ninh,309.353,42.600792671829815,15.275374007766615,2106.737,283.615,9.074978403822072,2018-08-29,2018-08,2018-07,2017-08,325.888,14.905064964829066,28.159570242603706
2928,Phú Thọ,367.52,70.98766184682158,11.266653891539178,2096.118,314.76,16.761977379590803,2018-08-29,2018-08,2018-07,2017-08,322.667,2.512072690303711,28.03433115357754
2929,Quảng Ngãi,286.266,64.70771331764806,0.03997177085193471,2049.765,283.764,0.8817186112403306,2018-08-29,2018-08,2018-07,2017-08,279.186,-1.6133124709265587,-2.45209710556108
2930,Bắc Giang,303.043,52.958509655911236,41.362779344918806,1934.38,278.894,8.65884529606231,2018-08-29,2018-08,2018-07,2017-08,315.952,13.28748556799357,
2931,Lào Cai,311.096,65.47268347003681,10.309212270091692,1910.25,284.899,9.19518847030001,2018-08-29,2018-08,2018-07,2017-08,303.696,6.597776755973172,
2932,TỔNG SỐ,29205.077,44.505988867667746,10.565322604321153,153693.55899999998,27829.267,4.943752201594108,2018-07-27,2018-07,2018-06,2017-07,28737.5,3.2635893715777797,12.97963516276144
2933,Trung ương,5369.8,42.83403586396094,-8.10467686438166,28229.600000000002,5154.7,4.172890759889043,2018-07-27,2018-07,2018-06,2017-07,5302.8,2.8731060973480567,-12.32142857142857
2934,Bộ Giao thông Vận tải,1774.2,52.61869659695628,-42.94660320003769,9684.7,1703.4,4.1563930961606275,2018-07-27,2018-07,2018-06,2017-07,1634.6,-4.038980861805811,-45.622089155023296
2935,Bộ NN và PTNT,654.3,37.45779061469154,17.868558509394234,3023.8,636.5,2.796543597800465,2018-07-27,2018-07,2018-06,2017-07,656.3,3.1107619795757984,-7.952314165497896
2936,Bộ Y tế,203.5,33.04084720121029,-45.128385508265914,1092.0,187.2,8.707264957264968,2018-07-27,2018-07,2018-06,2017-07,215.7,15.224358974358964,-41.0655737704918
2937,Bộ Tài nguyên và Môi trường,110.7,39.19082939986514,53.594080338266394,581.2,105.1,5.328258801141786,2018-07-27,2018-07,2018-06,2017-07,115.8,10.180780209324453,182.4390243902439
2938,Bộ Giáo dục - Đào tạo,87.5,34.68464616500603,29.793103448275872,470.5,82.3,6.318347509112996,2018-07-27,2018-07,2018-06,2017-07,88.3,7.290400972053462,57.678571428571416
2939,"Bộ Văn hoá, Thể thao và Du lịch",52.2,38.682708482736736,8.162504658963869,290.2,47.8,9.205020920502108,2018-07-27,2018-07,2018-06,2017-07,53.5,11.924686192468627,30.48780487804879
2940,Bộ Xây dựng,25.4,45.0581128472541,-55.202628696604606,122.7,24.3,4.526748971193399,2018-07-27,2018-07,2018-06,2017-07,24.83,2.181069958847729,-46.02173913043479
2941,Bộ Công Thương,18.8,44.804943993820004,-18.03823773898587,98.6,18.3,2.7322404371584668,2018-07-27,2018-07,2018-06,2017-07,18.5,1.0928961748633839,-19.565217391304344
2942,Bộ Khoa học và Công nghệ,20.5,38.925619834710744,59.28305715251946,94.2,18.9,8.465608465608469,2018-07-27,2018-07,2018-06,2017-07,20.7,9.523809523809533,106.99999999999997
2943,Bộ Thông tin và Truyền thông,10.7,40.30075187969924,17.286652078774594,53.599999999999994,10.1,5.940594059405953,2018-07-27,2018-07,2018-06,2017-07,10.8,6.93069306930694,-10.0
2944,Địa phương,23835.277000000002,44.90032840658619,15.861669410545048,125463.95899999999,22674.0,5.121623886389699,2018-07-27,2018-07,2018-06,2017-07,23434.7,3.3549439887095502,20.87218898287601
2945,Vốn ngân sách NN cấp tỉnh,16869.627,42.117836649008495,16.446676207374537,87370.025,15877.0,6.251980852805943,2018-07-27,2018-07,2018-06,2017-07,16512.825,4.004692322227129,27.17825785582255
2946,Vốn ngân sách NN cấp huyện,5843.522,51.19754315150381,14.992930370720273,31861.381,5724.903,2.071982704335767,2018-07-27,2018-07,2018-06,2017-07,5808.554,1.4611775954981283,9.450800829093637
2947,Vốn ngân sách NN cấp xã,1122.128,63.90002665682414,12.290260422906812,6232.553,1071.914,4.684517601225451,2018-07-27,2018-07,2018-06,2017-07,1113.321,3.8629031806655973,1.4877848678213326
2948,Hà Nội,3438.602,47.208625109064016,4.956785074721637,17986.1,3214.2,6.981581731068374,2018-07-27,2018-07,2018-06,2017-07,3384.139,5.2871321013005,9.273038017641184
2949,TP. Hồ Chí Minh,2220.235,25.35699425574026,9.594807762343265,10532.609,2076.964,6.898097415265752,2018-07-27,2018-07,2018-06,2017-07,2197.754,5.81570022398077,17.194795499386757
2950,Quảng Ninh,1173.189,50.11678692770665,50.689674858702006,4856.68,1303.183,-9.975114776666047,2018-07-27,2018-07,2018-06,2017-07,1085.946,-16.669723285217813,75.96029516133734
2951,Hải Phòng,894.135,43.86971319479951,68.90184903973477,3997.471,792.607,12.809374633330279,2018-07-27,2018-07,2018-06,2017-07,875.754,10.49031865729171,70.44913116591925
2952,Thanh Hóa,528.717,55.332260286797805,31.82196525312625,3481.02,524.23,0.8559220189611381,2018-07-27,2018-07,2018-06,2017-07,517.275,-1.326707742784663,12.433733054245948
2953,Bình Dương,724.531,42.218519883243204,8.214466327354756,3361.664,661.357,9.552178324263608,2018-07-27,2018-07,2018-06,2017-07,732.889,10.815943582664133,12.757704994707424
2954,Nghệ An,484.605,53.811251617838394,3.8255177275991628,3151.499,461.1,5.097592713077418,2018-07-27,2018-07,2018-06,2017-07,492.41,6.790284103231414,-15.770621581030639
2955,Bà Rịa - Vũng Tàu,512.965,48.406015883150744,27.328844902627168,3150.765,483.801,6.028098329685136,2018-07-27,2018-07,2018-06,2017-07,615.021,27.122721945593327,74.70797777449519
2956,Vĩnh Phúc,469.706,48.38167034001191,-0.16883986611456692,3029.113,459.369,2.250260683676956,2018-07-27,2018-07,2018-06,2017-07,469.091,2.116381384028969,1.724646418208863
2957,Quảng Nam,425.335,64.18277723145532,33.87926716836432,2937.69,413.42,2.8820569880508913,2018-07-27,2018-07,2018-06,2017-07,412.542,-0.2123748246335566,-17.261255334852237
2958,Đồng Nai,598.458,38.56044526266688,17.646516410267424,2794.113,530.677,12.772552795768405,2018-07-27,2018-07,2018-06,2017-07,632.037,19.100130587909405,52.07820019249277
2959,Kiên Giang,374.9,57.58008270635747,20.186637415890374,2569.392,367.432,2.032484922380192,2018-07-27,2018-07,2018-06,2017-07,369.854,0.6591695878420865,16.981693045381505
2960,Cần Thơ,324.976,44.730659456752676,3.162197698112479,2483.274,302.777,7.331798650491962,2018-07-27,2018-07,2018-06,2017-07,345.972,14.266275179422479,-26.978853812919894
2961,Đà Nẵng,496.135,30.890033427913828,10.972406976251364,2435.133,437.776,13.33079017579766,2018-07-27,2018-07,2018-06,2017-07,426.194,-2.6456452615035886,18.587503338972496
2962,Bình Định,517.846,58.76094325140831,16.788086111811396,1903.995,455.662,13.646957613318648,2018-07-27,2018-07,2018-06,2017-07,513.269,12.642484999846388,26.729018574712413
2963,Hà Tĩnh,338.287,55.714723205057396,16.005379449163144,1833.849,325.574,3.9047958375054463,2018-07-27,2018-07,2018-06,2017-07,330.82,1.6113080282823518,38.242570120014705
2964,Bắc Ninh,281.664,36.30584595474491,14.119937506594482,1795.433,294.16,-4.248028283927127,2018-07-27,2018-07,2018-06,2017-07,283.615,-3.584783791134086,16.788486483147707
2965,Thái Bình,338.611,51.89572661094635,10.333261887275441,1786.226,300.454,12.699780998089551,2018-07-27,2018-07,2018-06,2017-07,338.676,12.721414925412873,19.44979367262725
2966,Quảng Ngãi,288.997,55.83596324054236,0.33981149822265877,1768.732,283.765,1.8437791834792847,2018-07-27,2018-07,2018-06,2017-07,283.764,-0.0003524042781748449,-2.3170794678049447
2967,Phú Thọ,298.622,57.99460307397203,4.939599338911037,1712.46,273.746,9.087256069495098,2018-07-27,2018-07,2018-06,2017-07,314.76,14.982502027426875,12.844707670686745
2968,Bắc Giang,320.473,45.800276129575565,41.93721359780963,1672.916,301.796,6.188617476706142,2018-07-27,2018-07,2018-06,2017-07,278.894,-7.58856976235603,
