,Phân Loại,E-Total-M,YOP,YTD-YOY,Total-YOY,Total-Pre-Month,E-MOM,Date,Month,PreMonth,PreYearMonth,Total-M,MOM,M-YOY
734,Hưng Yên,951.53,30.21551581253866,61.17734922929691,3627.783,827.375,15.005892128720348,2023-06-29,2023-06,2023-05,2022-06,1064.797,28.695815077806316,
735,An Giang,650.105,44.00000784489595,45.67067242554023,3365.246,642.455,1.1907448770730866,2023-06-29,2023-06,2023-05,2022-06,653.928,1.7858060097594404,25.87932733768632
736,Thái Bình,673.54,45.60294441572267,30.5856652425187,3310.455,624.203,7.903999179754024,2023-06-29,2023-06,2023-05,2022-06,676.04,8.30450991103855,17.547846619569157
737,Thái Nguyên,980.409,37.77158374807211,13.475855971261083,3259.889,729.086,34.47096775963331,2023-06-29,2023-06,2023-05,2022-06,932.01,27.83265622985492,2.317488198485009
738,Cần Thơ,673.12,39.51374989351588,70.42626578676388,3219.088,583.736,15.312401496566935,2023-06-29,2023-06,2023-05,2022-06,703.027,20.43577918785205,
739,Đắk Lắk,698.058,27.89655299594367,107.87657137881328,3055.717,559.426,24.781114928516004,2023-06-29,2023-06,2023-05,2022-06,695.5,24.32386052847025,
740,Bắc Giang,666.42,32.32574037436444,2.194583722812027,3027.303,600.939,10.896447060350553,2023-06-29,2023-06,2023-05,2022-06,680.508,13.24077818214495,4.515219417946923
741,Nam Định,613.537,34.0189963427326,15.212295822447942,3020.0,538.977,13.833614421394614,2023-06-29,2023-06,2023-05,2022-06,581.927,7.968800152882238,
742,Vĩnh Phúc,679.85,27.80115485128985,12.473920148099111,3003.778,570.673,19.13127132350752,2023-06-29,2023-06,2023-05,2022-06,730.177,27.950157095219154,19.442681410717782
743,Đồng Tháp,728.03,43.897244649032544,65.6218454623756,2951.638,679.7,7.1104899220244135,2023-06-29,2023-06,2023-05,2022-06,728.03,7.1104899220244135,
744,TỔNG SỐ,45139.09014000001,25.53024661125288,18.40169548888349,177039.89544,40046.607950000005,12.716388355184023,2023-05-29,2023-05,2023-04,2022-05,46215.651,15.404658136595046,21.042950457293117
745,Trung ương,8831.32,25.267923042443535,30.15019394290951,33610.78,7673.8,15.084052229664564,2023-05-29,2023-05,2023-04,2022-05,8631.32,12.477781542390986,24.647199838257805
746,Bộ Giao thông Vận tải,6678.73,27.98407731338541,79.51399390211813,25582.27,5881.34,13.557964681518158,2023-05-29,2023-05,2023-04,2022-05,6438.83,9.478962277304134,74.12690857757897
747,Bộ NN và PTNT,615.15,22.31541175125961,54.911991431671794,2198.48,534.5300000000001,15.082408845153665,2023-05-29,2023-05,2023-04,2022-05,603.35,12.874862028323932,52.16130333904974
748,Bộ Giáo dục - Đào tạo,75.5,13.390927364159019,27.46778908386409,297.39,62.13000000000001,21.5193948173185,2023-05-29,2023-05,2023-04,2022-05,70.5,13.471752776436489,34.23457730388421
749,"Bộ Văn hoá, Thể thao và Du lịch",67.42,14.41651148355059,26.411756701592054,278.7,53.22,26.68169860954528,2023-05-29,2023-05,2023-04,2022-05,57.42,7.891770011273962,37.59884974838249
750,Bộ Y tế,63.72,12.333527188136085,5.847855924801394,254.48999999999998,51.32,24.162120031176926,2023-05-29,2023-05,2023-04,2022-05,62.92,22.603273577552613,10.50228310502284
751,Bộ Tài nguyên và Môi trường,62.61,15.079786490791717,-36.188999553254675,242.82,52.34,19.621704241497895,2023-05-29,2023-05,2023-04,2022-05,97.16,85.63240351547572,1.4831836223104347
752,Bộ Công Thương,37.92,17.89197648540091,-6.178077414855281,161.43,31.94,18.722604884157803,2023-05-29,2023-05,2023-04,2022-05,43.260000000000005,35.441452723857225,-14.166666666666643
753,Bộ Xây dựng,24.32,18.59247575259254,-70.5827691490774,110.8,20.68,17.60154738878144,2023-05-29,2023-05,2023-04,2022-05,24.82,20.019342359767904,-75.4985192497532
754,Bộ Thông tin và Truyền thông,22.12,13.942198408832605,124.33251476043682,85.87,16.84,31.353919239904997,2023-05-29,2023-05,2023-04,2022-05,18.12,7.6009501187648425,92.35668789808918
755,Bộ Khoa học và Công nghệ,12.35,17.72897514470548,-32.93837336596047,52.06999999999999,10.23,20.72336265884651,2023-05-29,2023-05,2023-04,2022-05,10.75,5.0830889540566915,-37.96884016156953
756,Địa phương,36307.77014000001,25.592508442925677,15.948987883959504,143429.11544,32372.807950000002,12.155146368759787,2023-05-29,2023-05,2023-04,2022-05,36307.77014000001,12.155146368759787,16.47840691814362
757,Vốn ngân sách NN cấp tỉnh,24784.96914,24.10871424386652,19.572800593590117,97905.77809,22134.63195,11.97371248813559,2023-05-29,2023-05,2023-04,2022-05,25994.097,17.436319061993714,29.877343463135418
758,Vốn ngân sách NN cấp huyện,9980.497,29.071293509729934,10.30712954269626,39582.85635,8868.549,12.538105162411568,2023-05-29,2023-05,2023-04,2022-05,10002.303,12.783985294550433,3.619217850889413
759,Vốn ngân sách NN cấp xã,1542.304,32.68506778686307,0.07000964401375143,5940.481,1369.627,12.607593162225925,2023-05-29,2023-05,2023-04,2022-05,1587.931,15.93893811964864,-0.0870815414187831
760,Hà Nội,3726.366,28.887125223604716,-4.222244237632452,14898.001,3159.939,17.925251088707725,2023-05-29,2023-05,2023-04,2022-05,3770.85,19.332999782590733,-0.9998078201448664
761,TP. Hồ Chí Minh,2569.50814,14.413152892099292,25.37120201288549,10260.469439999999,2458.82395,4.501509349622211,2023-05-29,2023-05,2023-04,2022-05,3078.243,25.19167954257155,39.17265269805446
762,Bình Dương,1475.402,25.80972795338305,95.79311753931944,4820.08,1228.181,20.12903635539061,2023-05-29,2023-05,2023-04,2022-05,1529.507,24.534331666098083,93.44637784540043
763,Quảng Ninh,1142.333,30.827147939635267,-17.72638139919674,4729.768,1033.65,10.514487495767426,2023-05-29,2023-05,2023-04,2022-05,1121.802,8.528225221303117,-20.017767460165828
764,Hải Phòng,1190.352,18.94140608325705,38.94637450799863,4313.115,1015.818,17.181621117168632,2023-05-29,2023-05,2023-04,2022-05,1246.621,22.720900791283483,16.886133108803733
765,Bà Rịa - Vũng Tàu,891.84,29.289807761946268,10.093336336406367,3729.567,850.551,4.854382629613042,2023-05-29,2023-05,2023-04,2022-05,808.776,-4.911522060405559,14.811197546987657
766,Đồng Nai,749.88,24.80153615238004,23.080671177875516,3238.346,706.146,6.193336788709416,2023-05-29,2023-05,2023-04,2022-05,770.08,9.053935021935985,25.839523885782285
767,Hòa Bình,744.961,21.43046222850017,98.99520384002145,3087.725,652.89,14.102069261284456,2023-05-29,2023-05,2023-04,2022-05,780.624,19.56439829067685,73.04937497090441
768,Nghệ An,666.139,34.02417667570709,-3.5749052948604287,3073.574,645.382,3.2162347261002253,2023-05-29,2023-05,2023-04,2022-05,676.489,4.819936099860243,-13.353177678186029
769,Thanh Hóa,648.605,23.850168548867657,-23.641745482213423,2982.6,640.181,1.3158778532946087,2023-05-29,2023-05,2023-04,2022-05,829.339,29.547581074727304,-6.839917774058392
770,An Giang,627.16,35.30001823938308,50.7716037317542,2699.846,619.512,1.2345200738646014,2023-05-29,2023-05,2023-04,2022-05,642.455,3.7033988042201003,56.364543529583585
771,Bình Định,805.639,30.04081046739705,20.554480184952737,2678.688,733.004,9.90922286917943,2023-05-29,2023-05,2023-04,2022-05,810.292,10.544007945386397,7.0325420182497425
772,Hưng Yên,819.5,22.224707942241935,61.88784969616961,2668.378,703.653,16.463654670697053,2023-05-29,2023-05,2023-04,2022-05,827.375,17.582814256458803,
773,Thái Bình,622.203,36.297089761121626,34.43690802484127,2634.915,582.778,6.765011719728605,2023-05-29,2023-05,2023-04,2022-05,624.203,7.108195573614637,21.44570671450279
774,Cần Thơ,608.193,32.13587602353658,67.86328392089919,2570.425,551.294,10.32099025202524,2023-05-29,2023-05,2023-04,2022-05,583.736,5.88470035951778,
775,Hà Giang,617.489,35.48233190430283,84.60931912226854,2418.491,582.641,5.981041498967656,2023-05-29,2023-05,2023-04,2022-05,617.489,5.981041498967656,
776,Nam Định,533.8,28.028199476783662,11.492582981507255,2401.286,498.704,7.037441047194321,2023-05-29,2023-05,2023-04,2022-05,538.977,8.075531778369523,26.743562610229276
777,Bắc Giang,590.253,26.377603587951278,3.0704978194742125,2350.197,545.325,8.23875670471736,2023-05-29,2023-05,2023-04,2022-05,600.939,10.198322101499087,5.234595401079062
778,Vĩnh Phúc,566.956,30.178057760752424,12.668574736175557,2320.211,505.454,12.167675001088128,2023-05-29,2023-05,2023-04,2022-05,570.673,12.903053492503759,18.34385420641371
779,Đắk Lắk,517.914,25.96572696730589,97.12459764793195,2316.147,457.254,13.266149667362129,2023-05-29,2023-05,2023-04,2022-05,559.426,22.34469244664892,
780,Thái Nguyên,699.773,26.290600335770314,14.695594996584887,2250.167,484.123,44.544464939695075,2023-05-29,2023-05,2023-04,2022-05,729.086,50.5993311617089,19.48312028843003
781,Quảng Nam,515.469,24.488761642755215,-2.8656362606448056,2040.589,448.06,15.044636878989422,2023-05-29,2023-05,2023-04,2022-05,515.469,15.044636878989422,3.494530823348015
782,TỔNG SỐ,39303.5786,18.978714765919964,17.85628411375238,131157.77595,34874.816349999994,12.699026729068379,2023-04-29,2023-04,2023-03,2022-04,40046.607950000005,14.829588056024306,19.163911927047565
783,Trung ương,7513.8,18.50842558924598,29.95564414175925,24619.46,6701.52,12.120832288794176,2023-04-29,2023-04,2023-03,2022-04,7673.8,14.508350344399474,25.194550942164938
784,Bộ Giao thông Vận tải,5665.34,20.44203130359356,78.75338255676814,18687.54,5195.34,9.046568655756886,2023-04-29,2023-04,2023-03,2022-04,5881.34,13.20414063372175,75.0127956387702
785,Bộ NN và PTNT,527.83,16.003396723822117,55.109891190996194,1576.63,423.67,24.58517242193217,2023-04-29,2023-04,2023-03,2022-04,534.5300000000001,26.166591922958915,89.27445911971955
786,"Bộ Văn hoá, Thể thao và Du lịch",74.42999999999999,10.54514704399072,29.53989800095141,234.19,61.730000000000004,20.573465089907643,2023-04-29,2023-04,2023-03,2022-04,53.22,-13.785841568119238,35.35096642929807
787,Bộ Tài nguyên và Môi trường,61.72,11.36871508379888,28.72203350122993,219.77999999999997,53.51,15.342926555783976,2023-04-29,2023-04,2023-03,2022-04,52.34,-2.186507194916828,-37.54921847034959
788,Bộ Giáo dục - Đào tạo,61.22,9.725210817097993,9.54200556798952,200.67,51.82,18.13971439598609,2023-04-29,2023-04,2023-03,2022-04,62.13000000000001,19.895793130065613,45.46944509482557
789,Bộ Y tế,60.54,11.700776594720647,-33.842480424172194,188.41000000000003,51.23,18.172945539722818,2023-04-29,2023-04,2023-03,2022-04,51.32,0.1756783134881914,5.553270259152626
790,Bộ Công Thương,37.24,14.276562541562852,5.877034358047013,128.81,31.61,17.810819360961744,2023-04-29,2023-04,2023-03,2022-04,31.94,1.0439734261309894,-22.30600827049379
791,Bộ Xây dựng,25.88,15.384099070376212,-66.76454594888526,91.68,22.52,14.920071047957364,2023-04-29,2023-04,2023-03,2022-04,20.68,-8.170515097690938,-78.57660830829793
792,Bộ Thông tin và Truyền thông,22.14,11.211235590193215,145.22338234249594,69.05000000000001,18.62,18.904403866809872,2023-04-29,2023-04,2023-03,2022-04,16.84,-9.559613319011817,120.70773263433813
793,Bộ Khoa học và Công nghệ,12.23,14.545454545454545,-26.20487130765244,42.72,11.129999999999999,9.883198562443866,2023-04-29,2023-04,2023-03,2022-04,10.23,-8.086253369272228,-23.54260089686099
794,Địa phương,31789.7786,19.090811404403123,15.374020082387375,106538.31595,28173.296349999997,12.836560568106918,2023-04-29,2023-04,2023-03,2022-04,32372.807950000002,14.906000163520105,17.818603439655448
795,Vốn ngân sách NN cấp tỉnh,21591.3515,17.97385027768167,17.96688555525637,72577.5285,19295.342,11.899294140523665,2023-04-29,2023-04,2023-03,2022-04,22134.63195,14.714898289960331,22.48384179682992
796,Vốn ngân sách NN cấp huyện,8841.4211,21.72761034294335,11.957007369268652,29575.231450000003,7750.71235,14.072367812746919,2023-04-29,2023-04,2023-03,2022-04,8868.549,14.42237306097421,10.144325092933187
797,Vốn ngân sách NN cấp xã,1357.006,24.166312805023132,-0.36097244449777577,4385.556,1127.242,20.382845919509762,2023-04-29,2023-04,2023-03,2022-04,1369.627,21.502481277312242,1.1841772815858178
798,Hà Nội,3156.535,21.65512590737134,-4.917473257953958,11168.231,2969.036,6.315147408114939,2023-04-29,2023-04,2023-03,2022-04,3159.939,6.429797415726853,-2.834280358646822
799,TP. Hồ Chí Minh,2328.5396,10.620682950752103,26.59666548118497,7560.676949999999,2172.78935,7.168216744066797,2023-04-29,2023-04,2023-03,2022-04,2458.82395,13.164396263264095,12.267171623547938
800,Quảng Ninh,1009.384,23.22362067165287,-19.828923983289755,3563.169,984.538,2.523620215776319,2023-04-29,2023-04,2023-03,2022-04,1033.65,4.988329551525709,-21.02162631344096
801,Bình Dương,1186.997,17.688976414423248,97.67658532002602,3303.494,911.991,30.154464243616445,2023-04-29,2023-04,2023-03,2022-04,1228.181,34.67029828145235,83.42694993092633
802,Hải Phòng,1007.216,13.942447085462872,38.55297486421264,3114.161,828.33,21.595982277594672,2023-04-29,2023-04,2023-03,2022-04,1015.818,22.634457281518223,25.60874274776313
803,Bà Rịa - Vũng Tàu,824.046,22.07767066690426,4.771204244482632,2811.222,725.303,13.614034410446394,2023-04-29,2023-04,2023-03,2022-04,850.551,17.268369219484825,23.24021925445949
804,Đồng Nai,695.427,18.97633291715931,25.078282870350037,2477.747,658.725,5.571672549242848,2023-04-29,2023-04,2023-03,2022-04,706.146,7.198906979392007,38.73638464077456
805,Nghệ An,636.684,26.553794210438923,-2.0436690566983913,2398.737,624.577,1.9384319307307152,2023-04-29,2023-04,2023-03,2022-04,645.382,3.3310544576569328,-2.4570800693429504
806,Hòa Bình,644.708,16.20324717076047,103.79413020193633,2334.582,612.848,5.198678954651072,2023-04-29,2023-04,2023-03,2022-04,652.89,6.533757146959786,40.866311960335
807,Thanh Hóa,632.219,18.599972876090753,-22.87256812467278,2326.033,597.086,5.88407700063307,2023-04-29,2023-04,2023-03,2022-04,640.181,7.217553250285562,-33.903154199576676
808,An Giang,611.863,27.00000065374133,49.66031702777761,2065.037,550.676,11.111252351655068,2023-04-29,2023-04,2023-03,2022-04,619.512,12.500272392477598,54.859029768853304
809,Cần Thơ,607.428,25.233943626490333,68.898517761672,2018.366,544.417,11.574032405306951,2023-04-29,2023-04,2023-03,2022-04,551.294,1.2631861238719466,
810,Thái Bình,585.88,27.768706656467334,39.4074773839599,2015.814,497.493,17.766481136418008,2023-04-29,2023-04,2023-03,2022-04,582.778,17.142954775243084,35.3641824187157
811,Nam Định,525.6,22.111533811977576,12.596496066455387,1894.382,482.765,8.872847037378449,2023-04-29,2023-04,2023-03,2022-04,498.704,3.3016063716300863,28.50877419022342
812,Bình Định,730.339,20.975884927715345,27.678147831862603,1870.384,490.608,48.864062550957186,2023-04-29,2023-04,2023-03,2022-04,733.004,49.40726608616248,20.67001950793899
813,Hà Giang,651.796,27.437576318107148,88.40291063097587,1870.157,530.278,22.915904487834695,2023-04-29,2023-04,2023-03,2022-04,582.641,9.874631796906513,
814,Hưng Yên,693.85,15.317509273003521,66.51998294122603,1839.075,507.174,36.80709184619087,2023-04-29,2023-04,2023-03,2022-04,703.653,38.73995906730238,
815,Đắk Lắk,453.606,20.118629832054115,96.45779668976903,1794.585,448.948,1.0375366412145723,2023-04-29,2023-04,2023-03,2022-04,457.254,1.8501029072409523,
816,Bắc Giang,536.54,19.654257886242373,4.289227144658241,1751.159,456.998,17.40532781325082,2023-04-29,2023-04,2023-03,2022-04,545.325,19.327655700900223,1.8642184012179115
817,Vĩnh Phúc,500.493,22.739361771311707,10.85442468112521,1748.294,449.951,11.232778680345177,2023-04-29,2023-04,2023-03,2022-04,505.454,12.33534318181313,17.988664587573993
818,Ninh Bình,417.091,25.1112947742966,16.52588921446396,1619.732,381.018,9.467531717661643,2023-04-29,2023-04,2023-03,2022-04,417.091,9.467531717661643,13.743922027418037
819,Đồng Tháp,431.25,25.9858928902649,48.33117888654883,1553.689,402.26,7.206781683488288,2023-04-29,2023-04,2023-03,2022-04,431.25,7.206781683488288,
820,TỔNG SỐ,34559.329,13.391117575796486,18.08996043792797,91538.70999999999,30049.887000000002,15.006518992900027,2023-03-29,2023-03,2023-02,2022-03,34874.816349999994,16.056397649681657,20.89854961882868
821,Trung ương,6716.32,12.870824947568396,33.35135189868683,17120.46,5909.82,13.646777736039326,2023-03-29,2023-03,2023-02,2022-03,6701.52,13.396347096865895,29.305574314546476
822,Bộ Giao thông Vận tải,5243.34,14.297303847602654,83.59987919397096,13070.2,4620.45,13.481154433009792,2023-03-29,2023-03,2023-02,2022-03,5195.34,12.442294581696586,86.56731425288186
823,Bộ NN và PTNT,390.67,10.310758004134453,47.78497126645814,1015.8,354.81,10.10681773343481,2023-03-29,2023-03,2023-02,2022-03,423.67,19.407570248865596,76.14751372027274
824,Bộ Giáo dục - Đào tạo,68.23,7.48638348150603,24.93612672457843,166.26,53.41,27.747612806590553,2023-03-29,2023-03,2023-02,2022-03,51.82,-2.976970604755664,25.697375442681803
825,"Bộ Văn hoá, Thể thao và Du lịch",57.010000000000005,8.35712807779847,29.434385515141827,161.56,51.53,10.634581797011464,2023-03-29,2023-03,2023-02,2022-03,61.730000000000004,19.794294585678244,59.17998968540485
826,Bộ Y tế,56.82,7.000581564408257,9.706083390293884,144.45,49.809999999999995,14.07347922103996,2023-03-29,2023-03,2023-02,2022-03,51.23,2.850833166030924,10.338143441740243
827,Bộ Tài nguyên và Môi trường,54.23,8.127385133225896,-34.884068066474285,130.87,46.120000000000005,17.58456201214223,2023-03-29,2023-03,2023-02,2022-03,53.51,16.023417172593213,-28.290002680246587
828,Bộ Công Thương,36.61,10.703265620982256,20.63710181136787,96.57,30.21,21.185038066865275,2023-03-29,2023-03,2023-02,2022-03,31.61,4.634227077126781,-4.501510574018127
829,Bộ Xây dựng,25.42,11.5280061751183,-62.585774970046835,68.7,21.67,17.305029995385325,2023-03-29,2023-03,2023-02,2022-03,22.52,3.9224734656206692,-74.25108621083925
830,Bộ Thông tin và Truyền thông,19.92,7.827569410618608,146.62369551872314,48.21000000000001,15.530000000000001,28.267868641339334,2023-03-29,2023-03,2023-02,2022-03,18.62,19.896973599484852,263.671875
831,Bộ Khoa học và Công nghệ,14.13,11.743275451140619,-20.18051376996067,34.489999999999995,11.23,25.823686553873543,2023-03-29,2023-03,2023-02,2022-03,11.129999999999999,-0.8904719501335876,-13.182527301092037
832,Địa phương,27843.009000000002,13.516822378903267,15.06054310887508,74418.25,24140.067000000003,15.339402330573478,2023-03-29,2023-03,2023-02,2022-03,28173.296349999997,16.70761456461571,19.057282926115192
833,Vốn ngân sách NN cấp tỉnh,19003.556,12.714604989371258,17.573289635648763,50694.391,16260.188,16.87168684642515,2023-03-29,2023-03,2023-02,2022-03,19295.342,18.66616794344567,22.981983952649315
834,Vốn ngân sách NN cấp huyện,7689.162,15.460812616881563,11.550970684134711,20672.26,6883.091,11.710886867542484,2023-03-29,2023-03,2023-02,2022-03,7750.71235,12.605112296205291,12.670638171804157
835,Vốn ngân sách NN cấp xã,1150.291,16.819830650772666,0.7616894131181198,3051.599,996.788,15.399764042103243,2023-03-29,2023-03,2023-02,2022-03,1127.242,13.087436847153057,2.945226997092206
836,Hà Nội,3066.439,15.723489229434726,-4.52825359359791,8109.099,2571.224,19.25989334262593,2023-03-29,2023-03,2023-02,2022-03,2969.036,15.471697526158735,-0.9352480058830821
837,TP. Hồ Chí Minh,2125.925,7.353107675196542,37.10029502112849,5185.273,1553.388,36.85730802606949,2023-03-29,2023-03,2023-02,2022-03,2172.78935,39.874220091825094,3.4032804813453907
838,Quảng Ninh,988.718,16.67201551522382,-20.900931544973133,2557.965,799.093,23.730028920288376,2023-03-29,2023-03,2023-02,2022-03,984.538,23.20693586353528,-20.096189275041922
839,Bình Dương,881.967,11.172283553816326,108.31690938172059,2086.473,653.219,35.01857723060718,2023-03-29,2023-03,2023-02,2022-03,911.991,39.614891789736646,115.47947017989878
840,Hải Phòng,801.618,9.313435794724064,30.921521339076463,2080.233,522.329,53.46993944429664,2023-03-29,2023-03,2023-02,2022-03,828.33,58.58395762058015,39.786960439849736
841,Bà Rịa - Vũng Tàu,675.437,15.214484007204089,-2.796425969522005,1937.31,643.797,4.914592643333222,2023-03-29,2023-03,2023-02,2022-03,725.303,12.660201895939238,7.936812655326861
842,Nghệ An,630.945,19.57625505064482,-0.9272969395055242,1768.421,619.788,1.8001316579217388,2023-03-29,2023-03,2023-02,2022-03,624.577,0.7726835627666304,32.276312222561074
843,Đồng Nai,620.463,13.357225428921934,25.8513444863935,1744.058,586.027,5.876179766461263,2023-03-29,2023-03,2023-02,2022-03,658.725,12.405230475728928,47.274178475131805
844,Thanh Hóa,595.266,13.52992090245852,-17.354090620681774,1691.994,569.446,4.534231516245612,2023-03-29,2023-03,2023-02,2022-03,597.086,4.853840399265238,-25.544061092461703
845,Hòa Bình,596.638,11.664215574561219,113.18469398543073,1673.664,549.45,8.588224588224591,2023-03-29,2023-03,2023-02,2022-03,612.848,11.538447538447528,47.68240167527358
846,An Giang,535.381,18.80001856625374,46.75723922116174,1437.879,474.194,12.903368663458409,2023-03-29,2023-03,2023-02,2022-03,550.676,16.128841782055446,77.18816162890221
847,Nam Định,548.2,16.74041333227039,17.811582559952427,1434.217,480.367,14.121078258914537,2023-03-29,2023-03,2023-02,2022-03,482.765,0.49920165207018385,
848,Thái Bình,498.138,19.706842297901684,40.87975806062468,1430.579,472.28,5.4751418649953365,2023-03-29,2023-03,2023-02,2022-03,497.493,5.33857033962903,33.70987639389466
849,Cần Thơ,542.932,24.815379393058432,59.06808611970399,1409.453,488.276,11.193669154330749,2023-03-29,2023-03,2023-02,2022-03,544.417,11.49780042435016,
850,Đắk Lắk,444.033,14.978269097275163,96.50456307038382,1336.064,439.253,1.0882111220640525,2023-03-29,2023-03,2023-02,2022-03,448.948,2.2071562402533402,
851,Vĩnh Phúc,443.328,16.143506506682012,8.049160976255251,1241.178,414.331,6.998510852434393,2023-03-29,2023-03,2023-02,2022-03,449.951,8.596991294399885,14.048792852163999
852,Bắc Giang,438.363,13.423211692267634,4.563067410857926,1195.984,398.882,9.897914671506868,2023-03-29,2023-03,2023-02,2022-03,456.998,14.569722374035422,7.808990884556579
853,Ninh Bình,353.542,18.219010752048035,14.83779362588264,1175.165,333.97,5.860406623349391,2023-03-29,2023-03,2023-02,2022-03,381.018,14.087492888582801,15.81551854632552
854,Hà Giang,451.281,16.715915671306654,65.63869735309896,1139.364,377.762,19.46172457790884,2023-03-29,2023-03,2023-02,2022-03,530.278,40.37356854315681,
855,Hưng Yên,496.35,9.448335623508813,78.1151278395709,1134.401,335.665,47.870644839348756,2023-03-29,2023-03,2023-02,2022-03,507.174,51.095288457241594,
856,Bình Định,483.909,12.710189607741764,32.17232902145366,1133.346,477.036,1.4407717656529115,2023-03-29,2023-03,2023-02,2022-03,490.608,2.8450682967323218,
857,TỔNG SỐ,29996.74,8.335356800746773,18.31342967638517,56926.234000000004,26929.494000000002,11.38991323045282,2023-02-28,2023-02,2023-01,2022-02,30049.887000000002,11.58726933376468,40.123403251677246
858,Trung ương,6049.82,7.926876974255004,40.067296234944365,10544.14,4494.32,34.6103526228662,2023-02-28,2023-02,2023-01,2022-02,5909.82,31.495309635272974,63.29980657640232
859,Bộ Giao thông Vận tải,4720.45,8.671078176111122,91.74098665989382,7926.86,3206.41,47.219164111888375,2023-02-28,2023-02,2023-01,2022-02,4620.45,44.100411363487524,151.45032435021113
860,Bộ NN và PTNT,344.81,6.2438044606056575,45.82414716829052,615.13,270.32,27.556229653743713,2023-02-28,2023-02,2023-01,2022-02,354.81,31.25554897898789,123.68553776320766
861,"Bộ Văn hoá, Thể thao và Du lịch",61.53,5.925408648872335,39.45702459215971,114.55,53.019999999999996,16.050546963410042,2023-02-28,2023-02,2023-01,2022-02,51.53,-2.810260279139939,37.26691529035696
862,Bộ Tài nguyên và Môi trường,65.42,6.579163910857733,-16.160177271288376,105.94,40.519999999999996,61.451135241855894,2023-02-28,2023-02,2023-01,2022-02,46.120000000000005,13.820335636722632,-19.707520891364894
863,Bộ Giáo dục - Đào tạo,57.41,4.5942241466261295,11.204359673024527,102.03,44.62,28.66427610936799,2023-02-28,2023-02,2023-01,2022-02,53.41,19.69968623935455,31.51933021423295
864,Bộ Y tế,50.510000000000005,4.280798681787341,4.855175688509021,88.33000000000001,37.82,33.55367530407193,2023-02-28,2023-02,2023-01,2022-02,49.809999999999995,31.7028027498678,23.567353014140394
865,Bộ Công Thương,40.21,8.197302737163175,57.52928647497336,73.96000000000001,33.75,19.140740740740753,2023-02-28,2023-02,2023-01,2022-02,30.21,-10.48888888888888,35.22829006266787
866,Bộ Xây dựng,25.67,7.933684599120716,-53.719655442443226,47.28,21.61,18.787598334104587,2023-02-28,2023-02,2023-01,2022-02,21.67,0.2776492364646117,-58.66870112530993
867,Bộ Thông tin và Truyền thông,17.529999999999998,4.918006169832765,130.7282145033516,30.29,12.760000000000002,37.3824451410658,2023-02-28,2023-02,2023-01,2022-02,15.530000000000001,21.70846394984325,362.8912071535023
868,Bộ Khoa học và Công nghệ,10.93,6.830098740211099,-32.66196710305472,20.06,9.129999999999999,19.715224534501658,2023-02-28,2023-02,2023-01,2022-02,11.23,23.00109529025194,-17.668621700879754
869,Địa phương,23946.920000000002,8.434160031117774,14.278597921931578,46382.094000000005,22435.174000000003,6.738285158831388,2023-02-28,2023-02,2023-01,2022-02,24140.067000000003,7.59919668998333,35.422128789565164
870,Vốn ngân sách NN cấp tỉnh,16152.236,7.92814318887628,17.213922683532275,31582.883,15430.647,4.676336643563957,2023-02-28,2023-02,2023-01,2022-02,16260.188,5.375931417522551,36.06017304545253
871,Vốn ngân sách NN cấp huyện,6821.897,9.684817119622103,10.05093960456314,12921.904,6100.007,11.834248714796573,2023-02-28,2023-02,2023-01,2022-02,6883.091,12.837427891476196,36.815234690780386
872,Vốn ngân sách NN cấp xã,972.787,10.347357506510548,-1.2182839944013608,1877.307,904.52,7.547317914473979,2023-02-28,2023-02,2023-01,2022-02,996.788,10.200769468889575,18.086054115528597
873,Hà Nội,2610.591,9.854016679065882,-7.543194491190093,5082.027,2471.436,5.630532208804922,2023-02-28,2023-02,2023-01,2022-02,2571.224,4.037652603587546,17.495744520427465
874,TP. Hồ Chí Minh,1435.3,4.170928219352883,74.98906786845748,2941.26,1505.96,-4.692023692528352,2023-02-28,2023-02,2023-01,2022-02,1553.388,3.1493532364737433,80.53939087533342
875,Quảng Ninh,801.397,10.242877699642296,-21.490007848246577,1571.551,770.154,4.05672112330781,2023-02-28,2023-02,2023-01,2022-02,799.093,3.7575601762764137,-19.405079007113528
876,Hải Phòng,507.586,5.658496295727206,17.422028150694487,1263.872,756.286,-32.884385007788055,2023-02-28,2023-02,2023-01,2022-02,522.329,-30.93499020211931,46.52036949246681
877,Bà Rịa - Vũng Tàu,642.22,9.897617488343778,-4.600650682702096,1260.296,618.076,3.9063157281628946,2023-02-28,2023-02,2023-01,2022-02,643.797,4.161462344436615,-0.1499773560558566
878,Bình Dương,610.684,6.221920673457797,100.91208061582302,1161.971,551.287,10.774242817262135,2023-02-28,2023-02,2023-01,2022-02,653.219,18.489824719247878,
879,Nghệ An,626.538,12.66647478828804,-1.3425625346504546,1144.226,517.688,21.026177929563758,2023-02-28,2023-02,2023-01,2022-02,619.788,19.72230378142821,39.017349467852455
880,Thanh Hóa,608.518,9.082351451017194,-8.79665057746864,1135.8,527.282,15.406556643314204,2023-02-28,2023-02,2023-01,2022-02,569.446,7.996480061902361,4.145360108270239
881,Đồng Nai,555.212,8.4331124565478,29.114507334306126,1092.78,537.568,3.2821894160366583,2023-02-28,2023-02,2023-01,2022-02,586.027,9.014487469492252,56.10901554624982
