,Phân Loại,M,YTD,M-YOY,YTD-YOY,Date
736,Tư nhân,75301,523742,,110.6,2013-07-29
737,Cá thể,107863,750644,,116.8,2013-07-29
738,Khu vực có vốn đầu tư nước ngoài,7363,49623,,137.3,2013-07-29
739,Bán lẻ hàng hóa,163087,1143594,,111.4,2013-07-29
740,"Dịch vụ lưu trú, ăn uống",26285,179044,,114.7,2013-07-29
741,Du lịch lữ hành,2200,14274,,102,2013-07-29
742,Dịch vụ khác,21731,151003,,114.9,2013-07-29
743,TỔNG SỐ,212247,1275414,,111.9,2013-06-29
744,Nhà nước,21644,128387,,91.6,2013-06-29
745,Tập thể,1934,13468,,110.7,2013-06-29
746,Tư nhân,74959,448566,,110.5,2013-06-29
747,Cá thể,106474,642796,,116.8,2013-06-29
748,Khu vực có vốn đầu tư nước ngoài,7236,42197,,136.9,2013-06-29
749,Bán lẻ hàng hóa,163094,981522,,111.2,2013-06-29
750,"Dịch vụ lưu trú, ăn uống",25252,152265,,114.5,2013-06-29
751,Du lịch lữ hành,2046,11968,,102.6,2013-06-29
752,Dịch vụ khác,21855,129659,,115.4,2013-06-29
753,TỔNG SỐ,215507.4,1065887.6,,111.94451562472369,2013-05-29
754,Nhà nước,21688.1,106763.2,,89.35972891972548,2013-05-29
755,Tập thể,2284.6,11875.9,,110.66624341852135,2013-05-29
756,Tư nhân,75641.6,374027.3,,109.53634439187616,2013-05-29
757,Cá thể,108562.1,538193.4,,118.47931755964399,2013-05-29
758,Khu vực có vốn đầu tư nước ngoài,7331,35027.8,,133.51549736469843,2013-05-29
759,Bán lẻ hàng hóa,165575.6,820457.3,,111.50207967137284,2013-05-29
760,"Dịch vụ lưu trú, ăn uống",25731.9,127428.5,,116.76292121301259,2013-05-29
761,Du lịch lữ hành,2074.7,9930.6,,105.04442583806849,2013-05-29
762,Dịch vụ khác,22125.2,108071.2,,110.5627108298394,2013-05-29
763,TỔNG SỐ,213409,849890,,111.8,2013-04-29
764,Nhà nước,21719,85303,,90.8,2013-04-29
765,Tập thể,2493,9826,,112.9,2013-04-29
766,Tư nhân,75653,298901,,110,2013-04-29
767,Cá thể,106312,428235,,117.1,2013-04-29
768,Khu vực có vốn đầu tư nước ngoài,7232,27625,,135.2,2013-04-29
769,Bán lẻ hàng hóa,162589,653232,,110.6,2013-04-29
770,"Dịch vụ lưu trú, ăn uống",26508,102536,,116.3,2013-04-29
771,Du lịch lữ hành,2179,7982,,107.1,2013-04-29
772,Dịch vụ khác,22133,86140,,116.1,2013-04-29
773,TỔNG SỐ,211301,636163,,111.7,2013-03-29
774,Nhà nước,20351,62043,,90.6,2013-03-29
775,Tập thể,2464,7548,,113.1,2013-03-29
776,Tư nhân,73119,221258,,109.1,2013-03-29
777,Cá thể,108237,325015,,117.5,2013-03-29
778,Khu vực có vốn đầu tư nước ngoài,7130,20299,,134.5,2013-03-29
779,Bán lẻ hàng hóa,162407,491782,,110.8,2013-03-29
780,"Dịch vụ lưu trú, ăn uống",25626,75443,,115.4,2013-03-29
781,Du lịch lữ hành,1992,5675,,104,2013-03-29
782,Dịch vụ khác,21276,63263,,115.3,2013-03-29
783,TỔNG SỐ,210017,422223,,110.91667760105291,2013-02-28
784,Nhà nước,20366,42004,,92.26145785665908,2013-02-28
785,Tập thể,2718,5481,,119.34216087243755,2013-02-28
786,Tư nhân,75540,151344,,112.62181521972414,2013-02-28
787,Cá thể,105069,210766,,113.19674305430006,2013-02-28
788,Khu vực có vốn đầu tư nước ngoài,6324,12628,,126.6593201847458,2013-02-28
789,Bán lẻ hàng hóa,162930,328192,,110.36915093284709,2013-02-28
790,"Dịch vụ lưu trú, ăn uống",24467,48840,,113.00277802766115,2013-02-28
791,Du lịch lữ hành,1749,3523,,95.64828350684256,2013-02-28
792,Dịch vụ khác,20871,41668,,114.45745838009087,2013-02-28
793,TỔNG SỐ,209526.35033482278,209526.35033482278,108.10524893834017,108.10524893834017,2013-01-29
794,Nhà nước,22284,22284,99.6500917238954,99.6500917238954,2013-01-29
795,Tập thể,2765,2765,108.82892367939758,108.82892367939758,2013-01-29
796,Tư nhân,78169,78169,117.13680046498263,117.13680046498263,2013-01-29
797,Cá thể,99745,99745,103.40675686634799,103.40675686634799,2013-01-29
798,Khu vực có vốn đầu tư nước ngoài,6563,6563,114.70155800044819,114.70155800044819,2013-01-29
799,Bán lẻ hàng hóa,160298,160298,105.282324068662,105.282324068662,2013-01-29
800,"Dịch vụ lưu trú, ăn uống",25054,25054,116.44361102259455,116.44361102259455,2013-01-29
801,Du lịch lữ hành,1714,1714,88.61559734772571,88.61559734772571,2013-01-29
802,Dịch vụ khác,22460,22460,124.01081984871543,124.01081984871543,2013-01-29
803,TỔNG SỐ,204607,2324443,,115.9692818994658,2012-12-28
804,Nhà nước,28492,288884,,98.75665212024465,2012-12-28
805,Tập thể,1882,23002,,107.56316807139567,2012-12-28
806,Tư nhân,71647,824234,,120.84127269249284,2012-12-28
807,Cá thể,96296,1120881,,116.96490638647764,2012-12-28
808,Khu vực có vốn đầu tư nước ngoài,6290,67442,,134.69525985680434,2012-12-28
809,Bán lẻ hàng hóa,156045,1789643,,115.17009891170704,2012-12-28
810,"Dịch vụ lưu trú, ăn uống",23504,273277,,117.19456197824749,2012-12-28
811,Du lịch lữ hành,2109,23915,,128.06655727208087,2012-12-28
812,Dịch vụ khác,22949,237608,,119.64637963460402,2012-12-28
813,TỔNG SỐ,201577,2117897,,116.41806847199516,2012-11-29
814,Nhà nước,24928,262885,,99.61740862961865,2012-11-29
815,Tập thể,1832,21075,,109.52958603923429,2012-11-29
816,Tư nhân,71387,751648,,121.43063657915472,2012-11-29
817,Cá thể,96701,1020703,,117.07011038921928,2012-11-29
818,Khu vực có vốn đầu tư nước ngoài,6729,61586,,136.21102655386522,2012-11-29
819,Bán lẻ hàng hóa,154637,1632434,,115.6281661813185,2012-11-29
820,"Dịch vụ lưu trú, ăn uống",24043,250397,,118.57411758469465,2012-11-29
821,Du lịch lữ hành,2120,22510,,131.2569564226296,2012-11-29
822,Dịch vụ khác,20777,212556,,118.68165731019825,2012-11-29
823,TỔNG SỐ,200926,1917320,,117.0790908099541,2012-10-29
824,Nhà nước,25172,238207,,99.80790942180737,2012-10-29
825,Tập thể,1843,19262,,111.34640097596856,2012-10-29
826,Tư nhân,70899,680466,,122.36845062845957,2012-10-29
827,Cá thể,96771,924965,,117.80811826070227,2012-10-29
828,Khu vực có vốn đầu tư nước ngoài,6240,54419,,134.57571357048147,2012-10-29
829,Bán lẻ hàng hóa,153904.14949,1478328.6853119573,,116.20432174825604,2012-10-29
830,"Dịch vụ lưu trú, ăn uống",24074.429920000002,226594.1002330727,,119.33707708580445,2012-10-29
831,Du lịch lữ hành,2134.18003,20410.32084031421,,130.84712796372753,2012-10-29
832,Dịch vụ khác,20812.96974,191986.86121753283,,120.01311789062598,2012-10-29
833,TỔNG SỐ,195105,1713147.0231897912,,117.30934911982351,2012-09-29
834,Nhà nước,25930,213803,,100.13138783241725,2012-09-29
835,Tập thể,1858,17446,,112.44278148301538,2012-09-29
836,Tư nhân,68140,607778,,122.83999076128298,2012-09-29
837,Cá thể,93166,826105,,117.89345142662502,2012-09-29
838,Khu vực có vốn đầu tư nước ngoài,6011,48015,,133.9877570950559,2012-09-29
839,Bán lẻ hàng hóa,150036,1322556,,116.50505712402044,2012-09-29
840,"Dịch vụ lưu trú, ăn uống",23095,201827,,119.07897169891562,2012-09-29
841,Du lịch lữ hành,2212,18374,,130.94305756997775,2012-09-29
842,Dịch vụ khác,19762,170390,,120.28694076571252,2012-09-29
843,TỔNG SỐ,190322,1517721,,117.9,2012-08-29
844,Nhà nước,22675,184920,,105,2012-08-29
845,Tập thể,1609,15367,,110.8,2012-08-29
846,Tư nhân,68345,541478,,124.4,2012-08-29
847,Cá thể,92349,734486,,116.5,2012-08-29
848,Khu vực có vốn đầu tư nước ngoài,5344,41470,,132,2012-08-29
849,Bán lẻ hàng hóa,145585,1171623,,117,2012-08-29
850,"Dịch vụ lưu trú, ăn uống",23288,179299,,119.9,2012-08-29
851,Du lịch lữ hành,2347,16335,,131.3,2012-08-29
852,Dịch vụ khác,19102,150464,,121.1,2012-08-29
853,TỔNG SỐ,189186.9999999999,1327533,,118.7,2012-07-30
854,Nhà nước,23056,163070,,100,2012-07-30
855,Tập thể,1705,13862,,112.9,2012-07-30
856,Tư nhân,67224,472737,,125.2,2012-07-30
857,Cá thể,91980,641852,,119.3,2012-07-30
858,Khu vực có vốn đầu tư nước ngoài,5222,36012,,132.7,2012-07-30
859,Bán lẻ hàng hóa,145581,1027107,,118.2,2012-07-30
860,"Dịch vụ lưu trú, ăn uống",22420,155312,,119.3,2012-07-30
861,Du lịch lữ hành,2081,13738,,126.6,2012-07-30
862,Dịch vụ khác,19105,131376,,121.7,2012-07-30
863,TỔNG SỐ,188011,1137403,,119.5,2012-06-29
864,Nhà nước,22950,139928,,100.8,2012-06-29
865,Tập thể,1749,12202,,114.5,2012-06-29
866,Tư nhân,66381,404763,,126,2012-06-29
867,Cá thể,91795,549792,,120,2012-06-29
868,Khu vực có vốn đầu tư nước ngoài,5136,30718,,133.6,2012-06-29
869,Bán lẻ hàng hóa,144634,880716,,118.9,2012-06-29
870,"Dịch vụ lưu trú, ăn uống",22342,132841,,120.2,2012-06-29
871,Du lịch lữ hành,2107,11684,,126.6,2012-06-29
872,Dịch vụ khác,18928,112162,,122.3,2012-06-29
873,TỔNG SỐ,191800,952157,,120.81104592176214,2012-05-29
874,Nhà nước,22133,134163,,116.78046835159367,2012-05-29
875,Tập thể,2032,10730,,118.55835088509784,2012-05-29
876,Tư nhân,69753,332002,,124.88310524319922,2012-05-29
877,Cá thể,88657,450223,,118.68838613737803,2012-05-29
878,Khu vực có vốn đầu tư nước ngoài,9225,25039,,131.88367064398992,2012-05-29
879,Bán lẻ hàng hóa,135296,732662,,119.49552179638205,2012-05-29
880,"Dịch vụ lưu trú, ăn uống",20981,108123,,118.57772183086784,2012-05-29
881,Du lịch lữ hành,2000,9455,,123.8673753234525,2012-05-29
882,Dịch vụ khác,33523,101917,,134.2392168514094,2012-05-29
883,TỔNG SỐ,192432,762151,,121.6,2012-04-30
884,Nhà nước,22465,88496,,128.9,2012-04-30
885,Tập thể,2115,8792,,116.7,2012-04-30
886,Tư nhân,69932,272776,,126,2012-04-30
887,Cá thể,91834,368453,,116.3,2012-04-30
888,Khu vực có vốn đầu tư nước ngoài,6086,23634,,137.3,2012-04-30
889,Bán lẻ hàng hóa,149309,593370,,120,2012-04-30
890,"Dịch vụ lưu trú, ăn uống",22362,87713,,123.4,2012-04-30
891,Du lịch lữ hành,1816,7275,,113.2,2012-04-30
892,Dịch vụ khác,18945,73793,,135.1,2012-04-30
893,TỔNG SỐ,189056,569723,,121.8,2012-03-29
894,Nhà nước,22126,66033,,128.7,2012-03-29
895,Tập thể,2085,6678,,119.2,2012-03-29
896,Tư nhân,68463,202845,,125.7,2012-03-29
897,Cá thể,90425,276620,,116.9,2012-03-29
898,Khu vực có vốn đầu tư nước ngoài,5957,17547,,136.7,2012-03-29
899,Bán lẻ hàng hóa,146703,444061,,120.1,2012-03-29
900,"Dịch vụ lưu trú, ăn uống",22132,65352,,124.6,2012-03-29
901,Du lịch lữ hành,1776,5460,,114.2,2012-03-29
902,Dịch vụ khác,18445,54850,,134.3,2012-03-29
903,TỔNG SỐ,186463,380280,,122.04,2012-02-29
904,Nhà nước,21724,44086,,129.08,2012-02-29
905,Tập thể,1873,4413,,119.75,2012-02-29
906,Tư nhân,65308,132042,,122.69,2012-02-29
907,Cá thể,91941,188400,,119.52,2012-02-29
908,Khu vực có vốn đầu tư nước ngoài,5617,11339,,133.25,2012-02-29
909,Bán lẻ hàng hóa,145591,297845,,120.55,2012-02-29
910,"Dịch vụ lưu trú, ăn uống",21299,42816,,125.57,2012-02-29
911,Du lịch lữ hành,1750,3684,,117.1,2012-02-29
912,Dịch vụ khác,17823,35935,,131.72,2012-02-29
913,TỔNG SỐ,191061,191061,122,122,2012-01-30
914,Nhà nước,21690,21690,130.1,130.1,2012-01-30
915,Tập thể,2309,2309,127.72,127.72,2012-01-30
916,Tư nhân,66569,66569,121.98,121.98,2012-01-30
917,Cá thể,94876,94876,119.49,119.49,2012-01-30
918,Khu vực có vốn đầu tư nước ngoài,5617,5617,135.36,135.36,2012-01-30
919,Bán lẻ hàng hóa,149653,149653,121.23,121.23,2012-01-30
920,"Dịch vụ lưu trú, ăn uống",21991,21991,133.33,133.33,2012-01-30
921,Du lịch lữ hành,1362,1362,111.1,111.1,2012-01-30
922,Dịch vụ khác,18055,18055,116.93,116.93,2012-01-30
