,Ngành,Total-M,Total-YOY,YOY,YTD-YOY,Date,Month,PreMonth,MOM
1798,Sản phẩm từ chất dẻo,380,2706.014902,21.158488001628697,38.27180598282857,2021-07-29,2021-07,2021-06,-10.588235294117638
1799,Cao su,330.26772954686237,1533.6962235468623,34.81383492411544,73.60634705947317,2021-07-29,2021-07,2021-06,49.326821413871755
1800,"Túi xách, ví, va li, mũ, ô dù",320,2008.272337,9.621413575733044,8.55908244575862,2021-07-29,2021-07,2021-06,-1.538461538461533
1801,Gỗ và sản phẩm gỗ,1300,9505.849854,14.18071961829392,53.688057780023655,2021-07-29,2021-07,2021-06,-13.333333333333329
1802,Giấy và các sản phẩm từ giấy,130,919.523873,4.580775532256027,14.116202963305781,2021-07-29,2021-07,2021-06,-5.109489051094897
1803,"Xơ, sợi dệt các loại",478.29759617689353,3121.2010801768934,55.60856516430431,62.838134952843006,2021-07-29,2021-07,2021-06,4.760182055714736
1804,"Dệt, may",3300,18610.707451000002,7.745972429920101,14.074970489640421,2021-07-29,2021-07,2021-06,10.000000000000014
1805,Giày dép,1750,12133.441003,28.03390981759631,27.726057674469914,2021-07-29,2021-07,2021-06,-12.5
1806,"Nguyên phụ liệu dệt, may, da, giày",160,1154.268853,25.038077025034042,24.907670256010263,2021-07-29,2021-07,2021-06,-5.882352941176478
1807,Sắt thép,995.3456905040002,5520.291072504,122.70485017218263,118.07452722685085,2021-07-29,2021-07,2021-06,4.773230579368445
1808,Sản phẩm từ sắt thép,330,2259.182919,29.489451775524657,32.53196600359246,2021-07-29,2021-07,2021-06,-5.714285714285722
1809,Kim loại thường khác và sản phẩm,300,2097.989409,30.091994727527577,49.663791293511366,2021-07-29,2021-07,2021-06,-3.225806451612897
1810,"Điện tử, máy tính và linh kiện",3500,27369.399329,-13.874661916061925,16.462657209388283,2021-07-29,2021-07,2021-06,-12.5
1811,Điện thoại và linh kiện,4300,29353.554592,0.3761217936746277,11.882329612857461,2021-07-29,2021-07,2021-06,30.30303030303031
1812,"Máy ảnh, máy quay phim và LK",300,2119.0920020000003,27.650576460429505,65.42893040391357,2021-07-29,2021-07,2021-06,50.0
1813,"Máy móc thiết bị, dụng cụ PT khác",2650,19747.399193,15.80569207473441,55.43453828389855,2021-07-29,2021-07,2021-06,15.217391304347828
1814,Dây điện và cáp điện,190,1586.736284,1.224732961429396,25.34293806343851,2021-07-29,2021-07,2021-06,-5.0
1815,Phương tiện vận tải và phụ tùng,1050,6508.950609,68.93927669968016,48.49176724563111,2021-07-29,2021-07,2021-06,16.66666666666667
1816,SP nội thất từ chất liệu khác gỗ,220,1839.831896,-0.9314822813096555,46.659677960205386,2021-07-29,2021-07,2021-06,-18.51851851851852
1817,"Đồ chơi, dụng cụ thể thao và bộ phận",210,1571.919923,-28.147265013405715,11.006611336929112,2021-07-29,2021-07,2021-06,-4.545454545454547
1818,TỔNG TRỊ GIÁ,26500,157629.990076,17.279971211971443,28.399322149795267,2021-06-29,2021-06,2021-05,1.9230769230769198
1819,Khu vực kinh tế trong nước,7583,40888.31396999999,14.208542350899279,16.836462091384917,2021-06-29,2021-06,2021-05,9.012064737307028
1820,Khu vực có vốn đầu tư NN,18917,116741.676106,18.558062152461233,33.00977636497652,2021-06-29,2021-06,2021-05,-0.6662988132729453
1821,Dầu thô,117,738.73167,-7.897108916226614,-9.949739883476255,2021-06-29,2021-06,2021-05,-18.68743890181608
1822,Dầu thô,117,738.73167,-7.897108916226614,-9.949739883476255,2021-06-29,2021-06,2021-05,-18.68743890181608
1823,Hàng hoá khác,18800,116002.944436,18.77037361718736,33.4150954813133,2021-06-29,2021-06,2021-05,-0.529100529100532
1824,Thủy sản,780,4053.668801,9.145567206501255,12.513223246991572,2021-06-29,2021-06,2021-05,4.0
1825,Rau quả,360,2067.421198,40.36343657400704,17.709003987679296,2021-06-29,2021-06,2021-05,-10.0
1826,Hạt điều,376.80146916381614,1651.631575163816,46.00935406512488,11.128807293530272,2021-06-29,2021-06,2021-05,11.084055173204305
1827,Cà phê,219.11496577992025,1517.7430867799203,0.680032594172701,-4.492823966192034,2021-06-29,2021-06,2021-05,-11.72423996575182
1828,Chè,19.546378304466725,94.88831930446673,-2.506820527604532,4.454092432761641,2021-06-29,2021-06,2021-05,1.1372634950956666
1829,Hạt tiêu,119.70420400858984,499.2797250085898,156.26927600411284,40.47903676407458,2021-06-29,2021-06,2021-05,17.02638221243113
1830,Gạo,225.74669893833547,1636.2136709383353,-0.6144730748693661,-4.6920779708040925,2021-06-29,2021-06,2021-05,-44.46148740662596
1831,Sắn và sản phẩm của sắn,85.1883275682609,614.3270675682609,60.55271695860651,30.502958476287688,2021-06-29,2021-06,2021-05,-3.9046287348719346
1832,Clanhke và xi măng,117.95766533095612,812.3241513309562,5.603725449227255,31.959008316251328,2021-06-29,2021-06,2021-05,-28.080623565189228
1833,Dầu thô,117,738.73167,-7.897108916226614,-9.949739883476255,2021-06-29,2021-06,2021-05,-18.68743890181608
1834,Dầu thô,117,738.73167,-7.897108916226614,-9.949739883476255,2021-06-29,2021-06,2021-05,-18.68743890181608
1835,Xăng dầu,172.49220798322497,623.153514983225,239.60907002178237,6.1883190476797125,2021-06-29,2021-06,2021-05,89.34018380183073
1836,Hóa chất,230,1067.568228,67.09881690041794,29.25219371842013,2021-06-29,2021-06,2021-05,12.19512195121952
1837,Sản phẩm hóa chất,155,909.276706,37.06848795019869,36.79297481402756,2021-06-29,2021-06,2021-05,-3.125
1838,Chất dẻo nguyên liệu,172.3971716039758,1027.9310616039759,94.49579776019502,74.08034983758057,2021-06-29,2021-06,2021-05,-7.400522568444771
1839,Sản phẩm từ chất dẻo,425,2308.8150189999997,45.62702017871379,40.49125377869831,2021-06-29,2021-06,2021-05,6.25
1840,Cao su,221.17107055503294,1148.921333555033,36.17254174736604,79.95403238854516,2021-06-29,2021-06,2021-05,59.679217830298995
1841,"Túi xách, ví, va li, mũ, ô dù",325,1681.34572,17.05048354581193,7.915464498532415,2021-06-29,2021-06,2021-05,4.838709677419345
1842,Gỗ và sản phẩm gỗ,1500,8128.11419,57.056107979416396,61.06079652158144,2021-06-29,2021-06,2021-05,7.142857142857139
1843,Giấy và các sản phẩm từ giấy,137,778.671201,20.61906599867652,14.263005295507696,2021-06-29,2021-06,2021-05,-2.142857142857153
1844,"Xơ, sợi dệt các loại",456.56430410031163,2610.687702100312,77.51078252377238,62.21714417130934,2021-06-29,2021-06,2021-05,-5.561806965526756
1845,"Dệt, may",3000,15231.249589,13.732589031937763,14.938136613675582,2021-06-29,2021-06,2021-05,17.64705882352942
1846,Giày dép,2000,10396.561215,38.93866173475175,27.835644271613646,2021-06-29,2021-06,2021-05,2.564102564102555
1847,"Nguyên phụ liệu dệt, may, da, giày",170,990.930449,37.02818274755529,24.467384641246426,2021-06-29,2021-06,2021-05,0.0
1848,Sắt thép,950,4563.50678,127.99969502760794,118.93168025209883,2021-06-29,2021-06,2021-05,24.11679403619975
1849,Sản phẩm từ sắt thép,350,1914.447841,47.746739175644365,32.05042422232111,2021-06-29,2021-06,2021-05,25.0
1850,Kim loại thường khác và sản phẩm,310,1782.440845,61.362408424100465,52.18985869690957,2021-06-29,2021-06,2021-05,14.81481481481481
1851,"Điện tử, máy tính và linh kiện",4000,23726.74281,1.7988010255810707,22.071649852639922,2021-06-29,2021-06,2021-05,8.108108108108112
1852,Điện thoại và linh kiện,3300,25066.674145,-9.466377711144531,14.187485170603281,2021-06-29,2021-06,2021-05,-10.810810810810807
1853,"Máy ảnh, máy quay phim và LK",200,1793.833665,10.148048174108013,71.50254304013035,2021-06-29,2021-06,2021-05,-31.034482758620683
1854,"Máy móc thiết bị, dụng cụ PT khác",2300,17023.4587,20.464658543574814,63.4305705224084,2021-06-29,2021-06,2021-05,-14.81481481481481
1855,Dây điện và cáp điện,200,1405.387992,6.326218055477312,30.343969359174594,2021-06-29,2021-06,2021-05,-21.568627450980387
1856,Phương tiện vận tải và phụ tùng,900,5372.492815,57.40145917063953,42.815192729814896,2021-06-29,2021-06,2021-05,1.1235955056179847
1857,SP nội thất từ chất liệu khác gỗ,270,1619.82896,36.56248720833091,56.89600068647894,2021-06-29,2021-06,2021-05,-1.818181818181813
1858,"Đồ chơi, dụng cụ thể thao và bộ phận",220,1367.432168,-11.639988442992447,21.67982805103125,2021-06-29,2021-06,2021-05,-26.66666666666667
1859,TỔNG TRỊ GIÁ,26000,130941,35.62774036097181,30.72022221685549,2021-05-29,2021-05,2021-04,1.9607843137254832
1860,Khu vực kinh tế trong nước,6956.1107922074625,33055,18.771927700534505,16.571155675000753,2021-05-29,2021-05,2021-04,3.8535501971851573
1861,Khu vực có vốn đầu tư NN,19043.889207792537,97885.88887079254,43.04276559046582,36.307246627041934,2021-05-29,2021-05,2021-04,1.2865078597624517
1862,Dầu thô,143.88920779253766,631.1670387925376,33.28280106036752,-8.877122481495846,2021-05-29,2021-05,2021-04,41.067850776997716
1863,Dầu thô,143.88920779253766,631.1670387925376,33.28280106036752,-8.877122481495846,2021-05-29,2021-05,2021-04,41.067850776997716
1864,Hàng hoá khác,18900,97254.721832,43.12255562037956,36.74730794725741,2021-05-29,2021-05,2021-04,1.069518716577548
1865,Thủy sản,750,3235.777542,17.399153981937232,12.034565366428083,2021-05-29,2021-05,2021-04,15.384615384615373
1866,Rau quả,400,1770.09303,48.26386095299159,18.013583985705466,2021-05-29,2021-05,2021-04,5.263157894736835
1867,Hạt điều,339.203919569105,1288.030149569105,29.027711454016668,4.8743528828117775,2021-05-29,2021-05,2021-04,43.2050098962776
1868,Cà phê,248.21645907654676,1303.2864130765468,12.65442797402605,-4.974021580234094,2021-05-29,2021-05,2021-04,18.734231010385315
1869,Chè,19.326584118438763,78.17785111843877,23.749926402450455,10.431368702419164,2021-05-29,2021-05,2021-04,6.511253231881554
1870,Hạt tiêu,102.28822060934758,386.59052560934754,69.47010834984184,25.230998500501016,2021-05-29,2021-05,2021-04,8.925747397737013
1871,Gạo,406.46875185718955,1478.5843648571895,-17.184998843528547,-0.741050618889858,2021-05-29,2021-05,2021-04,12.155618303295299
1872,Sắn và sản phẩm của sắn,88.649772040763,532.712604040763,47.73386671328447,27.541263360765612,2021-05-29,2021-05,2021-04,19.43463060960933
1873,Clanhke và xi măng,164.01374869799574,726.6538336979958,50.798021234255344,44.20886245658613,2021-05-29,2021-05,2021-04,19.729035346616584
1874,Dầu thô,143.88920779253766,631.1670387925376,33.28280106036752,-8.877122481495846,2021-05-29,2021-05,2021-04,41.067850776997716
1875,Dầu thô,143.88920779253766,631.1670387925376,33.28280106036752,-8.877122481495846,2021-05-29,2021-05,2021-04,41.067850776997716
1876,Xăng dầu,91.10174317975768,426.7106181797577,144.8647737443265,-20.396745177639303,2021-05-29,2021-05,2021-04,16.304844290862164
1877,Hóa chất,205,838.752234,68.81747402827568,21.85597232232344,2021-05-29,2021-05,2021-04,17.142857142857153
1878,Sản phẩm hóa chất,160,754.799346,48.43131248708937,36.83124117072447,2021-05-29,2021-05,2021-04,14.285714285714278
1879,Chất dẻo nguyên liệu,186.1751020478522,847.1932400478522,85.99996448129662,68.81258728498912,2021-05-29,2021-05,2021-04,4.650070681287289
1880,Sản phẩm từ chất dẻo,400,1877.761225,52.135459648499676,38.93436295889654,2021-05-29,2021-05,2021-04,14.285714285714278
1881,Cao su,138.50961544042954,922.9116784404296,54.36252651026285,93.87558789348205,2021-05-29,2021-05,2021-04,-2.925571866196748
1882,"Túi xách, ví, va li, mũ, ô dù",310,1359.136541,35.80920702484775,6.152426490503316,2021-05-29,2021-05,2021-04,24.0
1883,Gỗ và sản phẩm gỗ,1400,6597.865709,80.29763631679035,61.25630252187614,2021-05-29,2021-05,2021-04,16.66666666666667
1884,Giấy và các sản phẩm từ giấy,140,644.7544800000001,31.916169234348956,13.534701659369958,2021-05-29,2021-05,2021-04,16.66666666666667
1885,"Xơ, sợi dệt các loại",483.4530283035485,2164.6723613035483,127.42898196582902,60.08821508736722,2021-05-29,2021-05,2021-04,14.867202243271961
1886,"Dệt, may",2550,12211.112064,35.1138637593057,15.048011155903993,2021-05-29,2021-05,2021-04,10.869565217391312
1887,Giày dép,1950,8460.51425,48.95423471274859,26.403263511177144,2021-05-29,2021-05,2021-04,21.875
1888,"Nguyên phụ liệu dệt, may, da, giày",170,824.291989,55.460374179403544,22.648889629230013,2021-05-29,2021-05,2021-04,0.0
1889,Sắt thép,765.4081040176757,3557.3221410176757,211.88602709025236,113.29734597356702,2021-05-29,2021-05,2021-04,21.47818104691912
1890,Sản phẩm từ sắt thép,280,1522.684506,35.226960898510896,25.54147544887509,2021-05-29,2021-05,2021-04,-6.666666666666671
1891,Kim loại thường khác và sản phẩm,270,1432.113006,41.45313591071914,46.27108591390092,2021-05-29,2021-05,2021-04,-10.0
1892,"Điện tử, máy tính và linh kiện",3700,19547.077296,9.364830156130594,26.049872144751546,2021-05-29,2021-05,2021-04,-5.128205128205138
1893,Điện thoại và linh kiện,3700,21886.841076,26.415571503287623,19.55349235118271,2021-05-29,2021-05,2021-04,-7.5
1894,"Máy ảnh, máy quay phim và LK",290,1592.042308,106.4399042013489,84.18361043655494,2021-05-29,2021-05,2021-04,-3.3333333333333286
1895,"Máy móc thiết bị, dụng cụ PT khác",2700,14873.038067,56.818805311535414,74.83189182268399,2021-05-29,2021-05,2021-04,-6.896551724137936
1896,Dây điện và cáp điện,255,1215.868712,51.103902895298916,36.59689550822989,2021-05-29,2021-05,2021-04,2.0
1897,Phương tiện vận tải và phụ tùng,890,4436.750003,80.9851035045368,39.08031116678822,2021-05-29,2021-05,2021-04,11.25
1898,SP nội thất từ chất liệu khác gỗ,275,1357.658202,69.73798078722834,62.650208803677145,2021-05-29,2021-05,2021-04,5.769230769230774
1899,"Đồ chơi, dụng cụ thể thao và bộ phận",300,1192.8973529999998,87.1323936172459,36.36013211692631,2021-05-29,2021-05,2021-04,50.0
1900,TỔNG TRỊ GIÁ,25500,103901,44.900000000000006,28.30000000000001,2021-04-29,2021-04,2021-03,-10.83916083916084
1901,Khu vực kinh tế trong nước,6698,25765,23.799999999999997,12.799999999999997,2021-04-29,2021-04,2021-03,-1.3752687222075224
1902,Khu vực có vốn đầu tư NN,18802,78136,54.19999999999999,34.400000000000006,2021-04-29,2021-04,2021-03,-13.786304485386495
1903,Dầu thô,102,487.070743,7.379516182429953,-16.696902610271138,2021-04-29,2021-04,2021-03,-35.68726355611601
1904,Dầu thô,102,487.070743,7.379516182429953,-16.696902610271138,2021-04-29,2021-04,2021-03,-35.68726355611601
1905,Hàng hoá khác,18700,77649,54.599999999999994,34.900000000000006,2021-04-29,2021-04,2021-03,-13.625866050808312
1906,Thủy sản,650,2386.3625970000003,5.515247234058208,6.063290689996876,2021-04-29,2021-04,2021-03,-5.109489051094897
1907,Rau quả,380,1346.7196119999999,11.471894460710175,9.45454421739322,2021-04-29,2021-04,2021-03,0.0
1908,Hạt điều,236.86595868034786,893.9942586803478,-18.954288114340457,-7.402519963140435,2021-04-29,2021-04,2021-03,-1.3058505498550517
1909,Cà phê,209.0521469371676,1017.8062279371677,-25.768729724345945,-11.62072899054364,2021-04-29,2021-04,2021-03,-23.9810374773936
1910,Chè,18.1451100536425,59.50971005364251,10.54845870150612,7.862117383089,2021-04-29,2021-04,2021-03,14.90553217778357
1911,Hạt tiêu,93.9063748039728,273.9230068039728,29.821931521288917,10.273762077876896,2021-04-29,2021-04,2021-03,8.83463518703924
1912,Gạo,362.41497127500287,1011.054363275003,36.61845294090867,1.2089130286431953,2021-04-29,2021-04,2021-03,47.094446011949344
1913,Sắn và sản phẩm của sắn,74.22451226104477,442.98332626104474,-25.206976995938604,23.89105259066187,2021-04-29,2021-04,2021-03,-47.617352519217995
1914,Clanhke và xi măng,136.98744688218235,528.4585288821823,43.77536057933213,33.921470908516,2021-04-29,2021-04,2021-03,-17.13292227930151
1915,Dầu thô,102,487.070743,7.379516182429953,-16.696902610271138,2021-04-29,2021-04,2021-03,-35.68726355611601
1916,Dầu thô,102,487.070743,7.379516182429953,-16.696902610271138,2021-04-29,2021-04,2021-03,-35.68726355611601
1917,Xăng dầu,78.33013640594793,308.6744644059479,42.36851542748735,-37.916875298216915,2021-04-29,2021-04,2021-03,-5.715465484752883
1918,Hóa chất,175,632.3312060000001,38.14923459758592,11.468998587629002,2021-04-29,2021-04,2021-03,-10.256410256410248
1919,Sản phẩm hóa chất,140,583.576568,25.444172052380722,31.514868503851687,2021-04-29,2021-04,2021-03,-26.31578947368422
1920,Chất dẻo nguyên liệu,177.90250960732754,647.5752876073275,43.7490516714939,61.296059913512835,2021-04-29,2021-04,2021-03,-11.048745196336228
1921,Sản phẩm từ chất dẻo,350,1427.408843,24.22924846682031,31.110002321672425,2021-04-29,2021-04,2021-03,-15.701253094544882
1922,Cao su,142.68393654558932,817.3510485455893,169.00765599702032,111.58296206628705,2021-04-29,2021-04,2021-03,-41.23681239241992
1923,"Túi xách, ví, va li, mũ, ô dù",250,1019.714955,25.585784846553963,-2.864257834658588,2021-04-29,2021-04,2021-03,-12.280701754385973
1924,Gỗ và sản phẩm gỗ,1200,4988.087292,71.6935657306854,50.53772684728142,2021-04-29,2021-04,2021-03,-16.08391608391608
1925,Giấy và các sản phẩm từ giấy,120,486.017207,3.258102032961858,5.298537965747727,2021-04-29,2021-04,2021-03,-25.0
1926,"Xơ, sợi dệt các loại",420.8799542968458,1638.0570122968459,100.32288899337593,43.389116171369295,2021-04-29,2021-04,2021-03,-18.34360907130788
1927,"Dệt, may",2300,9505.854655,42.153137302805504,8.986901095393193,2021-04-29,2021-04,2021-03,-14.81481481481481
1928,Giày dép,1600,6391.843132,32.52649776832129,18.74001987189007,2021-04-29,2021-04,2021-03,-3.6299581767368068
1929,"Nguyên phụ liệu dệt, may, da, giày",170,642.3778540000001,40.305069108252184,14.14881206963014,2021-04-29,2021-04,2021-03,-8.340971091502524
1930,Sắt thép,630.0786671493281,2673.587701149328,98.16126386612163,87.90786132553413,2021-04-29,2021-04,2021-03,-6.8142107188188845
1931,Sản phẩm từ sắt thép,300,1216.4511,21.972098557196105,20.920430354194835,2021-04-29,2021-04,2021-03,-9.090909090909093
1932,Kim loại thường khác và sản phẩm,300,1147.33441,86.55216459616878,45.56172883452351,2021-04-29,2021-04,2021-03,-9.090909090909093
1933,"Điện tử, máy tính và linh kiện",3900,15853.298923,29.35906502858009,30.75224962443113,2021-04-29,2021-04,2021-03,-17.02127659574468
1934,Điện thoại và linh kiện,4000,18371.13095,59.954285001364894,19.44586852839967,2021-04-29,2021-04,2021-03,-6.976744186046517
1935,"Máy ảnh, máy quay phim và LK",300,1290.733138,95.23457649123458,78.29226299847903,2021-04-29,2021-04,2021-03,-3.225806451612897
1936,"Máy móc thiết bị, dụng cụ PT khác",2900,12000.790818,75.84267338064555,76.86712366313316,2021-04-29,2021-04,2021-03,-17.14285714285714
1937,Dây điện và cáp điện,250,946.454976,29.9890114049187,31.1923630341916,2021-04-29,2021-04,2021-03,-9.090909090909093
1938,Phương tiện vận tải và phụ tùng,800,3453.348439,67.56439079580028,27.979134434958425,2021-04-29,2021-04,2021-03,-19.191919191919197
1939,SP nội thất từ chất liệu khác gỗ,260,1064.687985,74.34124423269105,58.30853517453278,2021-04-29,2021-04,2021-03,-18.75
1940,"Đồ chơi, dụng cụ thể thao và bộ phận",200,860.026409,13.181384118348575,20.36022774349975,2021-04-29,2021-04,2021-03,-20.0
1941,TỔNG TRỊ GIÁ,28600,77343.55829,19.150098418527065,22.00821357983864,2021-03-29,2021-03,2021-02,43.0
1942,Khu vực kinh tế trong nước,6791.4000000000015,18299.650034,5.279544846165635,4.941917409047974,2021-03-29,2021-03,2021-02,46.145900581020044
1943,Khu vực có vốn đầu tư NN,21808.6,59043.908256,24.247746363465225,28.484227732663385,2021-03-29,2021-03,2021-02,42.052434456928836
1944,Dầu thô,158.6,383.73706,39.486909452574025,-21.639434357680926,2021-03-29,2021-03,2021-02,202.09523809523813
1945,Dầu thô,158.6,383.73706,39.486909452574025,-21.639434357680926,2021-03-29,2021-03,2021-02,202.09523809523813
1946,Hàng hoá khác,21650,58660.171196,24.148385804862585,29.024119310168857,2021-03-29,2021-03,2021-02,41.503267973856225
1947,Thủy sản,685,1687.426281,8.753908512274776,3.2748857749141678,2021-03-29,2021-03,2021-02,71.25
1948,Rau quả,380,944.092887,6.283667466854965,6.137649350251991,2021-03-29,2021-03,2021-02,26.666666666666657
1949,Hạt điều,240,634.190233,-22.52806545913637,-5.794770131123926,2021-03-29,2021-03,2021-02,38.00876830447146
1950,Cà phê,275,771.409721,-10.987579278022395,-11.33341939653306,2021-03-29,2021-03,2021-02,42.74549124700974
1951,Chè,15.791328502415459,41.17619850241546,21.386479040651338,6.238388140078513,2021-03-29,2021-03,2021-02,15.856165535501106
1952,Hạt tiêu,86.28353891441701,173.842198914417,4.637224010227385,-1.2641443603450284,2021-03-29,2021-03,2021-02,95.42688157282683
1953,Gạo,246.38249852449343,605.8399335244934,-18.639928820832537,-17.42701178570978,2021-03-29,2021-03,2021-02,53.649569628880755
1954,Sắn và sản phẩm của sắn,141.69675614100268,395.68419614100264,23.65541825243116,53.17664353992899,2021-03-29,2021-03,2021-02,73.92126188488163
1955,Clanhke và xi măng,165.30985603703232,382.3135590370323,68.5789800776534,27.72545412039304,2021-03-29,2021-03,2021-02,68.39234006855136
1956,Dầu thô,158.6,383.73706,39.486909452574025,-21.639434357680926,2021-03-29,2021-03,2021-02,202.09523809523813
1957,Dầu thô,158.6,383.73706,39.486909452574025,-21.639434357680926,2021-03-29,2021-03,2021-02,202.09523809523813
1958,Xăng dầu,83.07845693747457,221.07576393747456,-30.45794158943322,-50.00278465096185,2021-03-29,2021-03,2021-02,18.683509910677955
1959,Hóa chất,195,465.056036,16.075057989759657,5.551505677962936,2021-03-29,2021-03,2021-02,14.705882352941174
1960,Sản phẩm hóa chất,190,448.505696,50.204839478183004,35.03885024403078,2021-03-29,2021-03,2021-02,58.333333333333314
1961,Chất dẻo nguyên liệu,200,458.386428,89.96369917185231,65.05147565681145,2021-03-29,2021-03,2021-02,89.95813494829684
1962,Sản phẩm từ chất dẻo,415.19003881818185,1057.254155818182,36.53043821951613,31.01470268640054,2021-03-29,2021-03,2021-02,38.396679606060616
1963,Cao su,242.8117710333059,721.4918960333059,178.27978143639024,116.49388291337567,2021-03-29,2021-03,2021-02,15.221162544202443
1964,"Túi xách, ví, va li, mũ, ô dù",285,766.299748,-5.59928218886607,-9.92300154985621,2021-03-29,2021-03,2021-02,13.999999999999986
1965,Gỗ và sản phẩm gỗ,1430,3698.584712,43.26019274356568,41.459264549080956,2021-03-29,2021-03,2021-02,30.0
1966,Giấy và các sản phẩm từ giấy,160,364.835025,9.454791794992417,5.642852793201911,2021-03-29,2021-03,2021-02,77.77777777777777
1967,"Xơ, sợi dệt các loại",515.4280632662135,1221.5377282662134,48.248266772909545,31.026199617239968,2021-03-29,2021-03,2021-02,98.69156074628486
1968,"Dệt, may",2700,7183.67378,15.250128827234292,1.1209320228294075,2021-03-29,2021-03,2021-02,28.571428571428584
1969,Giày dép,1660.2669976363638,4738.435734636364,19.76224352759661,13.475043228569689,2021-03-29,2021-03,2021-02,22.982740565656584
1970,"Nguyên phụ liệu dệt, may, da, giày",185.46999900000003,474.314898,15.038464261614124,7.410649092351477,2021-03-29,2021-03,2021-02,32.47857071428572
1971,Sắt thép,676.1531688572311,1825.526687857231,49.83312832795315,65.22758780543148,2021-03-29,2021-03,2021-02,35.23063377144621
1972,Sản phẩm từ sắt thép,330,885.070358,16.82711945166902,16.45124202139189,2021-03-29,2021-03,2021-02,17.85714285714286
1973,Kim loại thường khác và sản phẩm,330,805.2782139999999,46.94515581979718,28.351919084047097,2021-03-29,2021-03,2021-02,65.0
1974,"Điện tử, máy tính và linh kiện",4700,11965.467798000001,27.119659019484516,31.346899002710103,2021-03-29,2021-03,2021-02,56.66666666666666
1975,Điện thoại và linh kiện,4300,14076.404729,-18.965598549036315,9.292387796419959,2021-03-29,2021-03,2021-02,34.375
1976,"Máy ảnh, máy quay phim và LK",310,971.403236,56.221656478091774,70.33764419112896,2021-03-29,2021-03,2021-02,19.230769230769226
1977,"Máy móc thiết bị, dụng cụ PT khác",3500,9100.310497999999,77.15836482541764,77.1867288791218,2021-03-29,2021-03,2021-02,59.09090909090909
1978,Dây điện và cáp điện,275,703.9988599999999,27.644247480138944,33.055562261369346,2021-03-29,2021-03,2021-02,52.77777777777777
1979,Phương tiện vận tải và phụ tùng,990,2666.017207,28.618827783178006,20.040041091935294,2021-03-29,2021-03,2021-02,41.428571428571445
1980,SP nội thất từ chất liệu khác gỗ,320,801.165195,68.1289975197663,53.06733264420748,2021-03-29,2021-03,2021-02,28.0
1981,"Đồ chơi, dụng cụ thể thao và bộ phận",250,636.216817,19.407265771638848,18.29193361443255,2021-03-29,2021-03,2021-02,25.0
1982,TỔNG TRỊ GIÁ,20000,48545.770525,-4.7038750442781065,23.247793932026667,2021-02-28,2021-02,2021-01,-27.797833935018048
1983,Khu vực kinh tế trong nước,4647,11475.746350000001,-15.1409000805467,4.447850369314182,2021-02-28,2021-02,2021-01,-38.57237276933245
1984,Khu vực có vốn đầu tư NN,15352.5,37070.024175,-1.0185798813815268,30.520461050129455,2021-02-28,2021-02,2021-01,-23.752172833374715
1985,Dầu thô,52.5,204.177644,-69.43727758306218,-45.698074598206595,2021-02-28,2021-02,2021-01,-61.11111111111111
1986,Dầu thô,52.5,204.177644,-69.43727758306218,-45.698074598206595,2021-02-28,2021-02,2021-01,-61.11111111111111
1987,Hàng hoá khác,15300,36865.846531,-0.25236026375870324,31.54304089018717,2021-02-28,2021-02,2021-01,-23.5
1988,Thủy sản,400,1011.160901,-20.363711036412624,0.7077271146754356,2021-02-28,2021-02,2021-01,-33.33333333333334
1989,Rau quả,300,609.619841,19.771897774301976,14.597774854714757,2021-02-28,2021-02,2021-01,15.40278244571347
1990,Hạt điều,173.90199401716131,441.5198880171613,-6.924640621285562,21.493245265299905,2021-02-28,2021-02,2021-01,-35.05920997685415
1991,Cà phê,192.65056822294605,473.2221772229461,-38.366885049244615,-15.656617232125754,2021-02-28,2021-02,2021-01,-11.34405879020359
1992,Chè,13.63011491829204,28.23884991829204,1.0561795576863915,9.668967277789406,2021-02-28,2021-02,2021-01,-15.277723120340909
1993,Hạt tiêu,44.15131542804822,92.87460542804823,-23.37405912040515,-0.7837434634255374,2021-02-28,2021-02,2021-01,-13.844756173540958
1994,Gạo,160.35352335811695,352.23558435811697,-32.59894175639282,-18.25063743251161,2021-02-28,2021-02,2021-01,4.450780624033655
1995,Sắn và sản phẩm của sắn,81.47178476360853,256.0955757636085,15.305641163668597,78.17963486640403,2021-02-28,2021-02,2021-01,-43.42442846985315
1996,Clanhke và xi măng,98.16946303480064,214.47167403480063,4.83753380959611,6.562517488150732,2021-02-28,2021-02,2021-01,
1997,Dầu thô,52.5,204.177644,-69.43727758306218,-45.698074598206595,2021-02-28,2021-02,2021-01,-61.11111111111111
1998,Dầu thô,52.5,204.177644,-69.43727758306218,-45.698074598206595,2021-02-28,2021-02,2021-01,-61.11111111111111
1999,Xăng dầu,70,140.7486,-55.31745147467252,-56.38557224593274,2021-02-28,2021-02,2021-01,62.84308876555497
2000,Hóa chất,170,321.854311,19.729317367874913,18.067669832602306,2021-02-28,2021-02,2021-01,6.25
2001,Sản phẩm hóa chất,120,264.86492599999997,4.231512782301266,28.802215072901248,2021-02-28,2021-02,2021-01,-14.285714285714292
2002,Chất dẻo nguyên liệu,105.28635694093141,241.2789919409314,16.412775730785413,39.92051251166262,2021-02-28,2021-02,2021-01,-11.490097042061649
2003,Sản phẩm từ chất dẻo,300,676.182611,12.713215080439085,34.463903903140476,2021-02-28,2021-02,2021-01,-11.764705882352942
