,Ngành,Total-M,Total-YOY,YOY,YTD-YOY,Date,Month,PreMonth,MOM
1082,Khu vực có vốn đầu tư NN,22034.28566696083,276762.41054896085,-10.586432609672542,12.10547812408737,2022-12-29,2022-12,2022-11,1.090057532424126
1083,Dầu thô,234.2856669608309,2319.332940960831,82.55994463866517,32.846803253840676,2022-12-29,2022-12,2022-11,-5.02800555424902
1084,Dầu thô,234.2856669608309,2319.332940960831,82.55994463866517,32.846803253840676,2022-12-29,2022-12,2022-11,-5.02800555424902
1085,Hàng hoá khác,21800,274443.077608,-11.074048913997586,11.95775435319284,2022-12-29,2022-12,2022-11,1.16009280742459
1086,Thủy sản,760,10930.245766,-15.397350292655815,23.060472706543493,2022-12-29,2022-12,2022-11,1.3333333333333428
1087,Rau quả,280,3337.798831,-5.149422924346553,-5.891798866973957,2022-12-29,2022-12,2022-11,-17.64705882352942
1088,Hạt điều,258.52122695440903,3073.094475954409,-12.6423335896868,-15.497781969128567,2022-12-29,2022-12,2022-11,-43.54360278683133
1089,Cà phê,314.09179245957426,3943.051632459574,-16.844961369246093,28.330335049462633,2022-12-29,2022-12,2022-11,17.72876253110907
1090,Chè,20.794225273705695,236.7779252737057,3.6954571803872795,10.727739153999778,2022-12-29,2022-12,2022-11,-12.003039835627405
1091,Hạt tiêu,65.95620873460247,962.8334427346025,-6.748331224984852,2.672228083619416,2022-12-29,2022-12,2022-11,14.271542368304708
1092,Gạo,282.8759207908113,3517.7505477908117,11.010964127570261,7.002459565431906,2022-12-29,2022-12,2022-11,-4.36901946687442
1093,Sắn và sản phẩm của sắn,125.43737765316827,1376.1550006531684,12.500780188385235,17.101823681104108,2022-12-29,2022-12,2022-11,13.039131975540002
1094,Clanhke và xi măng,101.10132973942821,1360.4046827394282,-31.07996570552281,-22.61738222743834,2022-12-29,2022-12,2022-11,-0.09592869055697406
1095,Dầu thô,234.2856669608309,2319.332940960831,82.55994463866517,32.846803253840676,2022-12-29,2022-12,2022-11,-5.02800555424902
1096,Dầu thô,234.2856669608309,2319.332940960831,82.55994463866517,32.846803253840676,2022-12-29,2022-12,2022-11,-5.02800555424902
1097,Xăng dầu,234.9007044258646,2027.9275564258646,66.05677644841023,41.0391020200486,2022-12-29,2022-12,2022-11,183.67395878281928
1098,Hóa chất,240,3120.972428,-17.541657336276145,24.71527106222912,2022-12-29,2022-12,2022-11,0.0
1099,Sản phẩm hóa chất,225,2511.684493,4.013122591405676,26.066914505836152,2022-12-29,2022-12,2022-11,-2.173913043478265
1100,Chất dẻo nguyên liệu,183.46254358866958,2294.0674865886695,-3.5905649753301105,1.3607658326878465,2022-12-29,2022-12,2022-11,-2.7919571351756787
1101,Sản phẩm từ chất dẻo,410,5447.228775,-17.142778073393927,10.487876142399926,2022-12-29,2022-12,2022-11,7.89473684210526
1102,Cao su,364.60997967875943,3314.3170236787596,-14.951196203698984,1.098977599120147,2022-12-29,2022-12,2022-11,11.21788524477914
1103,"Túi xách, ví, va li, mũ, ô dù",340,4097.877895,1.7006861344473094,35.598376197128715,2022-12-29,2022-12,2022-11,-2.857142857142861
1104,Gỗ và sản phẩm gỗ,1170,15857.217234,-18.18928132172188,7.079222353320148,2022-12-29,2022-12,2022-11,6.363636363636374
1105,Giấy và các sản phẩm từ giấy,150,1892.072334,2.047032865165349,11.997968889118553,2022-12-29,2022-12,2022-11,7.142857142857139
1106,"Xơ, sợi dệt các loại",300.5717617686672,4688.671988768667,-43.473408284831294,-16.408335205290342,2022-12-29,2022-12,2022-11,8.601177249607545
1107,"Dệt, may",2850,37495.578771,-21.116932204833077,14.487427593863927,2022-12-29,2022-12,2022-11,1.7857142857142776
1108,Giày dép,1900,23932.089126,-1.8675036034007348,34.82729081236849,2022-12-29,2022-12,2022-11,-5.0
1109,"Nguyên phụ liệu dệt, may, da, giày",170,2237.963407,-20.49387483876393,12.158756977675495,2022-12-29,2022-12,2022-11,6.25
1110,Sắt thép,464.8402976733065,7877.997924673306,-51.537992121078986,-33.17514105426788,2022-12-29,2022-12,2022-11,12.260901464482401
1111,Sản phẩm từ sắt thép,350,4637.378908,-12.041495404651897,17.343003757964098,2022-12-29,2022-12,2022-11,-2.7777777777777857
1112,Kim loại thường khác và sản phẩm,330,4482.107747,-20.413220923905413,19.348849232255233,2022-12-29,2022-12,2022-11,6.451612903225794
1113,"Điện tử, máy tính và linh kiện",4500,55241.688355,-14.665637997974173,8.748997422273106,2022-12-29,2022-12,2022-11,15.384615384615373
1114,Điện thoại và linh kiện,4400,59292.335246,-21.538312176488134,3.0622330447175727,2022-12-29,2022-12,2022-11,-12.0
1115,"Máy ảnh, máy quay phim và LK",600,6468.329973,-3.4902017373748606,24.014062084572956,2022-12-29,2022-12,2022-11,0.0
1116,"Máy móc thiết bị, dụng cụ PT khác",3700,45721.543632,-13.583066668992018,19.29744582354347,2022-12-29,2022-12,2022-11,-2.631578947368425
1117,Dây điện và cáp điện,290,3408.409586,-8.933375249102554,9.612941275749037,2022-12-29,2022-12,2022-11,3.5714285714285836
1118,Phương tiện vận tải và phụ tùng,1200,12064.440924,11.7527703742266,13.638776609414577,2022-12-29,2022-12,2022-11,20.0
1119,SP nội thất từ chất liệu khác gỗ,240,2771.90289,-20.359180626314128,-2.686231796035571,2022-12-29,2022-12,2022-11,20.0
1120,"Đồ chơi, dụng cụ thể thao và bộ phận",400,4230.221368,25.45393310249308,44.777852779428684,2022-12-29,2022-12,2022-11,5.263157894736835
1121,TỔNG TRỊ GIÁ,29180,342210,-8.401877050269519,13.42931946876351,2022-11-29,2022-11,2022-10,-3.600925008258997
1122,Khu vực kinh tế trong nước,7383.3107856393835,87457.6830726394,-14.20895808236233,10.06393222490685,2022-11-29,2022-11,2022-10,-2.2602116986767413
1123,Khu vực có vốn đầu tư NN,21796.689214360616,254752.3169273606,-6.252380207229578,14.632631074544022,2022-11-29,2022-11,2022-10,-4.046770869097216
1124,Dầu thô,246.68921436061592,2158,56.588135178866395,33.452054138140284,2022-11-29,2022-11,2022-10,112.75164311417697
1125,Dầu thô,246.68921436061592,2158,56.588135178866395,33.452054138140284,2022-11-29,2022-11,2022-10,112.75164311417697
1126,Hàng hoá khác,21550,252593.680856,-6.6810802003686405,14.494648837976825,2022-11-29,2022-11,2022-10,-4.646017699115049
1127,Thủy sản,750,10135.805001,-17.522182854301548,26.95631808786368,2022-11-29,2022-11,2022-10,-16.666666666666657
1128,Rau quả,340,3092.855923,30.511494160725732,-4.881036948846699,2022-11-29,2022-11,2022-10,-2.857142857142861
1129,Hạt điều,457.91307932435325,3002.938137324353,39.1091417402356,-10.112355332374932,2022-11-29,2022-11,2022-10,68.59511791859757
1130,Cà phê,266.7927409638554,3544.8094909638553,9.918334661537841,31.5395915747456,2022-11-29,2022-11,2022-10,28.49410364130108
1131,Chè,23.630617733684705,203.92860473368472,35.219221557538816,5.234582784924967,2022-11-29,2022-11,2022-10,1.4611183111697983
1132,Hạt tiêu,57.71884002582311,894.6576520258232,-23.95069478230789,3.1847170092338786,2022-11-29,2022-11,2022-10,-0.8332223230002427
1133,Gạo,295.7994566340622,3241.256902634062,-0.14020380501490592,6.876100691339545,2022-11-29,2022-11,2022-10,-11.44331404973991
1134,Sắn và sản phẩm của sắn,110.96810056920029,1238.2383765692002,-11.70565079487615,16.410908245623318,2022-11-29,2022-11,2022-10,65.88643716973169
1135,Clanhke và xi măng,101.19840804713233,1253.6731600471323,-45.49721142375074,-22.19637089585737,2022-11-29,2022-11,2022-10,14.047341165740292
1136,Dầu thô,246.68921436061592,2158,56.588135178866395,33.452054138140284,2022-11-29,2022-11,2022-10,112.75164311417697
1137,Dầu thô,246.68921436061592,2158,56.588135178866395,33.452054138140284,2022-11-29,2022-11,2022-10,112.75164311417697
1138,Xăng dầu,82.80658028455285,1703.9441472845529,-38.58379972161177,31.43765121380605,2022-11-29,2022-11,2022-10,-23.435813428138573
1139,Hóa chất,240,2930.110246,-19.564954724252516,32.4989125357433,2022-11-29,2022-11,2022-10,-4.0
1140,Sản phẩm hóa chất,230,2277.157835,13.71994948480733,28.216652387285137,2022-11-29,2022-11,2022-10,9.523809523809533
1141,Chất dẻo nguyên liệu,188.73185611173054,2103.9945961117305,-7.44837941012409,1.496406469579071,2022-11-29,2022-11,2022-10,54.50862050152597
1142,Sản phẩm từ chất dẻo,380,5001.85757,-16.991550270634733,12.772998121964065,2022-11-29,2022-11,2022-10,-2.564102564102569
1143,Cao su,327.83394404262435,2934.4034610426243,-8.39421058749771,2.976606974985856,2022-11-29,2022-11,2022-10,-31.258962814372396
1144,"Túi xách, ví, va li, mũ, ô dù",350,3742.849528,32.43283545776413,39.25557179114591,2022-11-29,2022-11,2022-10,16.66666666666667
1145,Gỗ và sản phẩm gỗ,1100,14586.553422,-14.577064605194408,9.027902580471618,2022-11-29,2022-11,2022-10,-8.333333333333343
1146,Giấy và các sản phẩm từ giấy,140,1726.967466,-18.016257177098396,11.966985380135654,2022-11-29,2022-11,2022-10,0.0
1147,"Xơ, sợi dệt các loại",276.7665778408985,4360.2234138408985,-45.89793830362484,-14.122906375611734,2022-11-29,2022-11,2022-10,-10.347930196789974
1148,"Dệt, may",2800,34529.994946,-8.021725013640562,18.50549999640741,2022-11-29,2022-11,2022-10,0.0
1149,Giày dép,2000,22124.819479,26.75457541380173,39.90632373714669,2022-11-29,2022-11,2022-10,5.263157894736835
1150,"Nguyên phụ liệu dệt, may, da, giày",160,2065.2527090000003,-17.973162787508173,15.925577142299517,2022-11-29,2022-11,2022-10,-5.882352941176478
1151,Sắt thép,414.0714100896248,7359.450870089625,-63.83214129609291,-32.044681385465765,2022-11-29,2022-11,2022-10,12.791696563314204
1152,Sản phẩm từ sắt thép,360,4285.4168119999995,5.030072516700685,20.577694556479045,2022-11-29,2022-11,2022-10,2.857142857142847
1153,Kim loại thường khác và sản phẩm,310,4125.348366,-11.801238411899021,23.482878904006313,2022-11-29,2022-11,2022-10,3.333333333333343
1154,"Điện tử, máy tính và linh kiện",3900,50522.247095,-16.07210430934873,10.979247231915565,2022-11-29,2022-11,2022-10,-17.89473684210526
1155,Điện thoại và linh kiện,5000,55370.440144,-6.3101322183193815,6.639973323111661,2022-11-29,2022-11,2022-10,-0.9900990099009874
1156,"Máy ảnh, máy quay phim và LK",600,5855.801158,-10.768704588297595,27.463369065729353,2022-11-29,2022-11,2022-10,-22.077922077922068
1157,"Máy móc thiết bị, dụng cụ PT khác",3800,41968.48143,-8.29066125555697,23.27681193051761,2022-11-29,2022-11,2022-10,-7.317073170731703
1158,Dây điện và cáp điện,280,3123.065555,-7.3164951259946065,11.895825252958886,2022-11-29,2022-11,2022-10,-9.677419354838719
1159,Phương tiện vận tải và phụ tùng,1000,10790.663427,4.982480161521096,13.077869609396302,2022-11-29,2022-11,2022-10,0.0
1160,SP nội thất từ chất liệu khác gỗ,200,2528.869564,-19.842147385265676,-0.7143686172685335,2022-11-29,2022-11,2022-10,2.564102564102555
1161,"Đồ chơi, dụng cụ thể thao và bộ phận",380,3825.813362,29.61692502332849,46.97547768589288,2022-11-29,2022-11,2022-10,-7.317073170731703
1162,TỔNG TRỊ GIÁ,30270,312820,4.544201832789867,15.928844070893476,2022-10-29,2022-10,2022-09,1.1022044088176273
1163,Khu vực kinh tế trong nước,7554.048268323724,80360.17622132375,-4.909429008072536,13.415535587712398,2022-10-29,2022-10,2022-09,-0.21718404946740577
1164,Khu vực có vốn đầu tư NN,22715.951731676276,232459.82377867625,8.118663729700515,16.823791495036872,2022-10-29,2022-10,2022-09,1.5487236853550144
1165,Dầu thô,115.95173167627463,1738.4999656762745,-58.0283225802954,19.075615864578552,2022-10-29,2022-10,2022-09,-31.595867596653775
1166,Dầu thô,115.95173167627463,1738.4999656762745,-58.0283225802954,19.075615864578552,2022-10-29,2022-10,2022-09,-31.595867596653775
1167,Hàng hoá khác,22600,230722,9.000015120038384,16.807147098771424,2022-10-29,2022-10,2022-09,1.8018018018018012
1168,Thủy sản,900,9388.602449,0.9229269347007545,32.713110802555974,2022-10-29,2022-10,2022-09,0.0
1169,Rau quả,350,2795.95005,44.80871094069988,-6.522872989663455,2022-10-29,2022-10,2022-09,40.0
1170,Hạt điều,271.6051834581868,2551.0410294581866,-22.319348889837613,-15.292639769130531,2022-10-29,2022-10,2022-09,10.659117500597404
1171,Cà phê,207.6303374267065,3269.9579914267065,-4.5801629228884195,33.351075076015746,2022-10-29,2022-10,2022-09,-13.464584577452726
1172,Chè,23.29031862354628,181.1076776235463,1.1614145479689881,2.7217451930508787,2022-10-29,2022-10,2022-09,21.536509200380152
1173,Hạt tiêu,58.203807139747504,828.6489511397475,-19.28595997232729,4.740050928509305,2022-10-29,2022-10,2022-09,-2.73072451887802
1174,Gạo,334.02272618942044,2939.6372961894203,3.8141599697011657,7.422898733112305,2022-10-29,2022-10,2022-09,8.51467589661577
1175,Sắn và sản phẩm của sắn,66.89401645033821,1092.3568994503382,-18.124838147042425,16.456050806702805,2022-10-29,2022-10,2022-09,-32.18548086048585
1176,Clanhke và xi măng,88.7336846372112,1146.846574637211,-42.21262491509884,-19.556473490937265,2022-10-29,2022-10,2022-09,-23.55064070655888
1177,Dầu thô,115.95173167627463,1738.4999656762745,-58.0283225802954,19.075615864578552,2022-10-29,2022-10,2022-09,-31.595867596653775
1178,Dầu thô,115.95173167627463,1738.4999656762745,-58.0283225802954,19.075615864578552,2022-10-29,2022-10,2022-09,-31.595867596653775
1179,Xăng dầu,108.15315096025013,1577.4234789602501,13.576451506505066,35.802021596100815,2022-10-29,2022-10,2022-09,-40.50340834403624
1180,Hóa chất,250,2692.9850260000003,-3.555630763303327,40.76958161872628,2022-10-29,2022-10,2022-09,38.888888888888886
1181,Sản phẩm hóa chất,210,2064.164062,13.055577922913741,31.160279659096005,2022-10-29,2022-10,2022-09,5.0
1182,Chất dẻo nguyên liệu,122.14972569110898,1904.4319156911088,-44.39465134655267,1.8928339090255264,2022-10-29,2022-10,2022-09,-11.756338924442062
1183,Sản phẩm từ chất dẻo,390,4612.7716390000005,-5.238394577163618,15.970234889669285,2022-10-29,2022-10,2022-09,8.333333333333329
1184,Cao su,476.91154725720077,2769.7803112572005,39.75636488518154,11.159912539234298,2022-10-29,2022-10,2022-09,56.11016174493406
1185,"Túi xách, ví, va li, mũ, ô dù",300,3377.737482,58.198404507920486,39.37603595509108,2022-10-29,2022-10,2022-09,-14.285714285714292
1186,Gỗ và sản phẩm gỗ,1200,13475.083073000002,25.857577670951002,11.446996814057343,2022-10-29,2022-10,2022-09,9.09090909090908
1187,Giấy và các sản phẩm từ giấy,140,1577.489392,-8.720236195516819,15.008851479744024,2022-10-29,2022-10,2022-09,-6.666666666666671
1188,"Xơ, sợi dệt các loại",308.7118662719249,4083.3038622719246,-34.25896077371368,-10.566038863195374,2022-10-29,2022-10,2022-09,-8.16146619882062
1189,"Dệt, may",2800,31814.051341,5.664853241926821,21.922408565137516,2022-10-29,2022-10,2022-09,-1.754385964912288
1190,Giày dép,1900,20057.13397,102.74754011931776,40.88853764651762,2022-10-29,2022-10,2022-09,5.555555555555557
1191,"Nguyên phụ liệu dệt, may, da, giày",170,1913.7326440000002,17.773336291245315,20.62796294431692,2022-10-29,2022-10,2022-09,-5.555555555555557
1192,Sắt thép,367.11160724246315,6880.221961242463,-70.980262004435,-28.959857889399316,2022-10-29,2022-10,2022-09,-6.289857273547099
1193,Sản phẩm từ sắt thép,350,3946.59278,0.20431201142274347,22.896585980498855,2022-10-29,2022-10,2022-09,-12.5
1194,Kim loại thường khác và sản phẩm,300,3825.1398130000002,-2.2161044560948966,27.959028655330215,2022-10-29,2022-10,2022-09,-9.090909090909093
1195,"Điện tử, máy tính và linh kiện",4750,46595.147746,12.348573222553455,13.988101002878423,2022-10-29,2022-10,2022-09,-1.0416666666666572
1196,Điện thoại và linh kiện,5050,50135.80236,-9.406392953045568,7.619833267657185,2022-10-29,2022-10,2022-09,-4.716981132075475
1197,"Máy ảnh, máy quay phim và LK",770,5289.716171,16.10077757983133,34.88340590569791,2022-10-29,2022-10,2022-09,10.000000000000014
1198,"Máy móc thiết bị, dụng cụ PT khác",4100,38304.852831000004,12.318120965568696,28.107413978610026,2022-10-29,2022-10,2022-09,2.499999999999986
1199,Dây điện và cáp điện,310,2839.045106,9.069871975473092,14.066248582030696,2022-10-29,2022-10,2022-09,24.0
1200,Phương tiện vận tải và phụ tùng,1000,9763.549499,33.19699111726581,13.659907388675023,2022-10-29,2022-10,2022-09,5.263157894736835
1201,SP nội thất từ chất liệu khác gỗ,195,2327.280786,5.361085407208705,1.2936986938289436,2022-10-29,2022-10,2022-09,8.333333333333329
1202,"Đồ chơi, dụng cụ thể thao và bộ phận",410,3444.548664,61.26347240280893,49.123907171579276,2022-10-29,2022-10,2022-09,28.125
1203,TỔNG TRỊ GIÁ,29940,282520,10.347532330730132,17.284825910492742,2022-09-29,2022-09,2022-08,-10.30557219892151
1204,Khu vực kinh tế trong nước,7570.490165429535,73224.57948942954,7.3903524530332305,16.39467945233028,2022-09-29,2022-09,2022-08,-16.22101116393165
1205,Khu vực có vốn đầu tư NN,22369.509834570465,209295.42051057046,11.3855599251593,17.5994781989602,2022-09-29,2022-09,2022-08,-8.109793215726953
1206,Dầu thô,169.5098345704659,1659.483078570466,-3.8822221179136704,40.19044799778598,2022-09-29,2022-09,2022-08,-50.68611544678704
1207,Dầu thô,169.5098345704659,1659.483078570466,-3.8822221179136704,40.19044799778598,2022-09-29,2022-09,2022-08,-50.68611544678704
1208,Hàng hoá khác,22200,207635.937432,11.52082015150333,17.448215035933472,2022-09-29,2022-09,2022-08,-7.5
1209,Thủy sản,900,8533.389825999999,44.60163836837506,38.02290155011002,2022-09-29,2022-09,2022-08,0.6881188157912987
1210,Rau quả,250,2445.213481,8.077334226380657,-11.062268287833561,2022-09-29,2022-09,2022-08,3.0237045953170423
1211,Hạt điều,245.44311358412966,2290.60657658413,-28.191246104304668,-13.950046973457447,2022-09-29,2022-09,2022-08,-12.360009790054988
1212,Cà phê,239.93683558674786,3075.506147586748,11.325590453078746,37.63452244963074,2022-09-29,2022-09,2022-08,-6.606818256329348
1213,Chè,19.16322821576764,155.73524321576764,-5.695484855318938,1.597780040773074,2022-09-29,2022-09,2022-08,-10.337013505146402
1214,Hạt tiêu,59.837812970081906,774.3768949700819,-2.8473536673559607,7.696390895179746,2022-09-29,2022-09,2022-08,-16.955188475745047
1215,Gạo,307.8134118076812,2639.680415807681,5.128401680374964,9.314474535176558,2022-09-29,2022-09,2022-08,-0.374049714255122
1216,Sắn và sản phẩm của sắn,98.6426170960791,1036.3321690960793,12.281013407696875,21.024877656099378,2022-09-29,2022-09,2022-08,-0.6718677317571604
1217,Clanhke và xi măng,116.06857854310886,1097.3152675431088,-34.376731462842685,-13.740010614877136,2022-09-29,2022-09,2022-08,-4.051146019429126
1218,Dầu thô,169.5098345704659,1659.483078570466,-3.8822221179136704,40.19044799778598,2022-09-29,2022-09,2022-08,-50.68611544678704
1219,Dầu thô,169.5098345704659,1659.483078570466,-3.8822221179136704,40.19044799778598,2022-09-29,2022-09,2022-08,-50.68611544678704
1220,Xăng dầu,181.78041455826684,1545.7862155582668,7.801595511134039,44.96237715509582,2022-09-29,2022-09,2022-08,57.35671804544148
1221,Hóa chất,180,2384.953792,-12.688091799507447,44.208098874916004,2022-09-29,2022-09,2022-08,-37.93103448275862
1222,Sản phẩm hóa chất,200,1849.869555,26.65523109250654,33.27370753911944,2022-09-29,2022-09,2022-08,-13.043478260869563
1223,Chất dẻo nguyên liệu,138.42322972810393,1784.904825728104,-36.67614242727376,8.216633774054657,2022-09-29,2022-09,2022-08,-33.582271843342454
1224,Sản phẩm từ chất dẻo,360,4199.953665999999,-5.966247274039873,17.778094472857916,2022-09-29,2022-09,2022-08,-20.0
1225,Cao su,305.49679913625295,2318.912103136253,1.9692243029890477,7.833158555287895,2022-09-29,2022-09,2022-08,-4.480452910257313
1226,"Túi xách, ví, va li, mũ, ô dù",350,3132.944135,201.1966776354178,40.2495471518551,2022-09-29,2022-09,2022-08,-12.5
1227,Gỗ và sản phẩm gỗ,1100,12256.857335,54.48297913908897,10.049701548478467,2022-09-29,2022-09,2022-08,-18.51851851851852
1228,Giấy và các sản phẩm từ giấy,150,1460.248403,4.797853952341384,19.86445785337945,2022-09-29,2022-09,2022-08,-11.764705882352942
1229,"Xơ, sợi dệt các loại",336.1463358509764,3788.183523850976,-25.741672578739667,-7.518026931432232,2022-09-29,2022-09,2022-08,-1.206699607275894
1230,"Dệt, may",2850,29134.685427,24.123573572872402,24.274591558721625,2022-09-29,2022-09,2022-08,-25.0
1231,Giày dép,1800,18168.528651,165.1048800120438,36.615282564128165,2022-09-29,2022-09,2022-08,-25.0
1232,"Nguyên phụ liệu dệt, may, da, giày",180,1748.613141,33.79719134719886,21.25210973080914,2022-09-29,2022-09,2022-08,-5.26315789473685
1233,Sắt thép,391.75226561556957,6474.479925615569,-72.01254278231775,-23.105360817745478,2022-09-29,2022-09,2022-08,-15.194017138964327
1234,Sản phẩm từ sắt thép,400,3636.798489,34.76971343140906,27.07078782117216,2022-09-29,2022-09,2022-08,0.0
1235,Kim loại thường khác và sản phẩm,330,3527.894629,13.62831418154498,31.51280665843788,2022-09-29,2022-09,2022-08,-17.5
1236,"Điện tử, máy tính và linh kiện",4800,41510.535198,0.4395665438854621,13.264226856621164,2022-09-29,2022-09,2022-08,9.09090909090908
1237,Điện thoại và linh kiện,5300,45395.856751,-6.787046819966093,10.690068229089576,2022-09-29,2022-09,2022-08,-7.017543859649123
1238,"Máy ảnh, máy quay phim và LK",700,4527.475770999999,17.57830278666104,38.94447840598474,2022-09-29,2022-09,2022-08,16.66666666666667
1239,"Máy móc thiết bị, dụng cụ PT khác",4000,34063.04848,33.9364366963338,29.76286418506899,2022-09-29,2022-09,2022-08,-6.976744186046517
1240,Dây điện và cáp điện,250,2522.657905,-12.16328934455639,14.42065038848827,2022-09-29,2022-09,2022-08,-13.793103448275872
1241,Phương tiện vận tải và phụ tùng,950,8777.485734,41.662828921218676,11.966636401077892,2022-09-29,2022-09,2022-08,-5.0
1242,SP nội thất từ chất liệu khác gỗ,180,2147.045232,47.16267541187952,1.636263739622109,2022-09-29,2022-09,2022-08,0.0
1243,"Đồ chơi, dụng cụ thể thao và bộ phận",320,3042.088885,37.41322886000211,47.98927373560977,2022-09-29,2022-09,2022-08,-8.57142857142857
1244,TỔNG TRỊ GIÁ,33380,250800,22.135527161265742,17.332665821622072,2022-08-29,2022-08,2022-07,10.081456320284943
1245,Khu vực kinh tế trong nước,9036.263472029761,66137.33655902976,26.53799331644325,18.396086914841362,2022-08-29,2022-08,2022-07,13.882775484338183
1246,Khu vực có vốn đầu tư NN,24343.73652797024,184662.66344097024,20.578321538069332,16.956430441818497,2022-08-29,2022-08,2022-07,8.734218776539308
1247,Dầu thô,343.73652797023834,1663.7256069702382,352.2688675319189,65.15399014765825,2022-08-29,2022-08,2022-07,-11.475178874391062
1248,Dầu thô,343.73652797023834,1663.7256069702382,352.2688675319189,65.15399014765825,2022-08-29,2022-08,2022-07,-11.475178874391062
1249,Hàng hoá khác,24000,182998.937834,19.324943498311754,16.64694339682748,2022-08-29,2022-08,2022-07,9.09090909090908
1250,Thủy sản,893.8492550909091,7535.267681090909,51.27315374603293,35.521760859610794,2022-08-29,2022-08,2022-07,-0.6834161010101099
1251,Rau quả,242.66259981818183,2170.193566818182,6.513214523656345,-13.814126088011804,2022-08-29,2022-08,2022-07,-6.668230839160842
1252,Hạt điều,280.05835349383443,2047.5915494938345,-11.33766605299438,-11.747400928299868,2022-08-29,2022-08,2022-07,7.639126308845405
1253,Cà phê,256.9104415408876,2817.9017175408876,8.958779142659367,39.567902037679005,2022-08-29,2022-08,2022-07,-9.556198438177063
1254,Chè,21.372507168125114,135.03990516812513,22.55957387144369,1.560119280672808,2022-08-29,2022-08,2022-07,6.601214542720186
1255,Hạt tiêu,72.05484830633283,711.8941193063329,9.28144286680859,8.281853050755345,2022-08-29,2022-08,2022-07,-12.306467167307744
1256,Gạo,308.9691098803251,2301.576777880325,27.437117592814303,8.4646234737572,2022-08-29,2022-08,2022-07,-6.656343885687278
1257,Sắn và sản phẩm của sắn,99.30984791870198,940.823118918702,18.082682354080234,22.43231247035517,2022-08-29,2022-08,2022-07,10.368034473997724
1258,Clanhke và xi măng,120.96921821141513,961.9487942114151,-22.853814443140394,-12.169338227468245,2022-08-29,2022-08,2022-07,26.682268409216306
1259,Dầu thô,343.73652797023834,1663.7256069702382,352.2688675319189,65.15399014765825,2022-08-29,2022-08,2022-07,-11.475178874391062
1260,Dầu thô,343.73652797023834,1663.7256069702382,352.2688675319189,65.15399014765825,2022-08-29,2022-08,2022-07,-11.475178874391062
1261,Xăng dầu,115.52122897337773,1269.6382399733777,-25.307386400591966,41.430595084777565,2022-08-29,2022-08,2022-07,0.3515089665010436
1262,Hóa chất,290,2206.6939789999997,43.535854620471866,52.430682795416374,2022-08-29,2022-08,2022-07,-3.3333333333333286
1263,Sản phẩm hóa chất,230,1634.447275,48.97157569871763,32.86958963266332,2022-08-29,2022-08,2022-07,-8.0
1264,Chất dẻo nguyên liệu,208.41307519824994,1641.64854919825,-1.4118310962279423,14.737571454962435,2022-08-29,2022-08,2022-07,47.08041857551342
1265,Sản phẩm từ chất dẻo,450,3818.786823,8.422529797878326,19.968891225300283,2022-08-29,2022-08,2022-07,4.651162790697683
1266,Cao su,319.8264736842105,2000.9014806842104,3.0303377787503507,8.106239041799014,2022-08-29,2022-08,2022-07,-6.957057031291669
1267,"Túi xách, ví, va li, mũ, ô dù",400,2795.719528,201.9350200208583,32.02100687796781,2022-08-29,2022-08,2022-07,8.108108108108112
1268,Gỗ và sản phẩm gỗ,1350,11066.722162,64.97937755947402,6.150387716150064,2022-08-29,2022-08,2022-07,3.846153846153854
1269,Giấy và các sản phẩm từ giấy,170,1304.245231,19.29251706179471,21.311933950854026,2022-08-29,2022-08,2022-07,3.030303030303031
1270,"Xơ, sợi dệt các loại",340.252157296825,3438.0824002968247,-29.229524419735966,-5.636890062394514,2022-08-29,2022-08,2022-07,0.9700799194120293
1271,"Dệt, may",3800,26039.622438,42.36583344200341,23.1321719952128,2022-08-29,2022-08,2022-07,5.555555555555557
1272,Giày dép,2400,16467.489694,186.53803891322195,30.48652678668168,2022-08-29,2022-08,2022-07,4.347826086956516
1273,"Nguyên phụ liệu dệt, may, da, giày",190,1560.761371,29.388768275857046,19.360939220332213,2022-08-29,2022-08,2022-07,-5.0
1274,Sắt thép,461.93942030894283,6095.471376308943,-67.95206166400278,-13.172328070907625,2022-08-29,2022-08,2022-07,-34.00865424157959
1275,Sản phẩm từ sắt thép,400,3207.955107,26.53335171778579,25.05560260212559,2022-08-29,2022-08,2022-07,0.0
1276,Kim loại thường khác và sản phẩm,400,3220.186649,43.19315633797663,34.61599634788408,2022-08-29,2022-08,2022-07,0.0
1277,"Điện tử, máy tính và linh kiện",4400,36121.612126,3.707378555457751,13.33942717256869,2022-08-29,2022-08,2022-07,10.000000000000014
1278,Điện thoại và linh kiện,5700,39604.126304,2.689851243595001,12.111131796388136,2022-08-29,2022-08,2022-07,26.666666666666657
1279,"Máy ảnh, máy quay phim và LK",600,3756.25312,22.555752915027895,41.04653216664025,2022-08-29,2022-08,2022-07,81.81818181818181
1280,"Máy móc thiết bị, dụng cụ PT khác",4300,29777.725967,34.50966266740869,28.000611235065264,2022-08-29,2022-08,2022-07,16.21621621621621
1281,Dây điện và cáp điện,290,2244.483683,-1.0984689528023779,16.89388831998899,2022-08-29,2022-08,2022-07,-3.3333333333333286
1282,Phương tiện vận tải và phụ tùng,1000,7745.523826,31.829170408720074,8.045371119683935,2022-08-29,2022-08,2022-07,5.263157894736835
